r,t,y,TotalTechnologyAnnualActivity
"REGION1","DEMTRANGS",2024,3.17
"REGION1","DEMTRANGS",2025,3.55
"REGION1","DEMTRANGS",2026,3.97
"REGION1","DEMTRANGS",2027,4.43
"REGION1","DEMTRANGS",2028,5.16
"REGION1","DEMTRANGS",2029,5.58
"REGION1","DEMTRANGS",2030,6.04
"REGION1","DEMTRANGS",2031,6.51
"REGION1","DEMTRANGS",2032,7.6
"REGION1","DEMTRANGS",2033,8.08
"REGION1","DEMTRANGS",2034,8.57
"REGION1","DEMTRANGS",2035,9.08
"REGION1","DEMTRANGS",2036,10.15
"REGION1","DEMTRANGS",2037,10.73
"REGION1","DEMTRANGS",2038,11.35
"REGION1","DEMTRANGS",2039,12.04
"REGION1","DEMTRANGS",2040,12.79
"REGION1","DEMTRANGS",2041,13.207
"REGION1","DEMTRANGS",2042,13.84
"REGION1","DEMTRANGS",2043,14.474
"REGION1","DEMTRANGS",2044,15.108
"REGION1","DEMTRANGS",2045,15.741
"REGION1","DEMTRANGS",2046,16.375
"REGION1","DEMTRANGS",2047,17.008
"REGION1","DEMTRANGS",2048,17.642
"REGION1","DEMTRANGS",2049,18.275
"REGION1","DEMTRANGS",2050,18.909
"REGION1","DEMTRALPG",2020,2.66
"REGION1","DEMTRALPG",2021,2.72
"REGION1","DEMTRALPG",2022,2.79
"REGION1","DEMTRALPG",2023,2.86
"REGION1","DEMTRALPG",2024,2.91
"REGION1","DEMTRALPG",2025,2.96
"REGION1","DEMTRALPG",2026,3.02
"REGION1","DEMTRALPG",2027,3.07
"REGION1","DEMTRALPG",2028,3.13
"REGION1","DEMTRALPG",2029,3.17
"REGION1","DEMTRALPG",2030,3.2
"REGION1","DEMTRALPG",2031,3.21
"REGION1","DEMTRALPG",2032,3.2
"REGION1","DEMTRALPG",2033,3.16
"REGION1","DEMTRALPG",2034,3.11
"REGION1","DEMTRALPG",2035,3.03
"REGION1","DEMTRALPG",2036,2.93
"REGION1","DEMTRALPG",2037,2.81
"REGION1","DEMTRALPG",2038,2.68
"REGION1","DEMTRALPG",2039,2.52
"REGION1","DEMTRALPG",2040,2.35
"REGION1","DEMTRALPG",2041,2.603
"REGION1","DEMTRALPG",2042,2.557
"REGION1","DEMTRALPG",2043,2.511
"REGION1","DEMTRALPG",2044,2.464
"REGION1","DEMTRALPG",2045,2.418
"REGION1","DEMTRALPG",2046,2.372
"REGION1","DEMTRALPG",2047,2.326
"REGION1","DEMTRALPG",2048,2.279
"REGION1","DEMTRALPG",2049,2.233
"REGION1","DEMTRALPG",2050,2.187
"REGION1","DEMTRAELCB02",2020,1.24
"REGION1","DEMTRAELCB02",2021,1.62
"REGION1","DEMTRAELCB02",2022,2.08
"REGION1","DEMTRAELCB02",2023,2.64
"REGION1","DEMTRAELCB02",2024,3.26
"REGION1","DEMTRAELCB02",2025,4.06
"REGION1","DEMTRAELCB02",2026,4.87
"REGION1","DEMTRAELCB02",2027,5.73
"REGION1","DEMTRAELCB02",2028,6.61
"REGION1","DEMTRAELCB02",2029,7.59
"REGION1","DEMTRAELCB02",2030,8.69
"REGION1","DEMTRAELCB02",2031,9.9
"REGION1","DEMTRAELCB02",2032,11.25
"REGION1","DEMTRAELCB02",2033,12.81
"REGION1","DEMTRAELCB02",2034,14.36
"REGION1","DEMTRAELCB02",2035,16.04
"REGION1","DEMTRAELCB02",2036,17.85
"REGION1","DEMTRAELCB02",2037,19.79
"REGION1","DEMTRAELCB02",2038,21.92
"REGION1","DEMTRAELCB02",2039,24.15
"REGION1","DEMTRAELCB02",2040,26.42
"REGION1","DEMTRAELCB02",2041,27.295
"REGION1","DEMTRAELCB02",2042,29.069
"REGION1","DEMTRAELCB02",2043,30.843
"REGION1","DEMTRAELCB02",2044,32.616
"REGION1","DEMTRAELCB02",2045,34.39
"REGION1","DEMTRAELCB02",2046,36.164
"REGION1","DEMTRAELCB02",2047,37.937
"REGION1","DEMTRAELCB02",2048,39.711
"REGION1","DEMTRAELCB02",2049,41.485
"REGION1","DEMTRAELCB02",2050,43.259
"REGION1","DEMPWRNGS",2020,0
"REGION1","DEMPWRNGS",2021,0
"REGION1","DEMPWRNGS",2022,0
"REGION1","DEMPWRNGS",2023,0
"REGION1","DEMPWRNGS",2024,0
"REGION1","DEMPWRNGS",2025,0
"REGION1","DEMPWRNGS",2026,0
"REGION1","DEMPWRNGS",2027,0
"REGION1","DEMPWRNGS",2028,0
"REGION1","DEMPWRNGS",2029,0
"REGION1","DEMPWRNGS",2030,0
"REGION1","DEMPWRNGS",2031,0
"REGION1","DEMPWRNGS",2032,0
"REGION1","DEMPWRNGS",2033,0
"REGION1","DEMPWRNGS",2034,0
"REGION1","DEMPWRNGS",2035,0
"REGION1","DEMPWRNGS",2036,0
"REGION1","DEMPWRNGS",2037,0
"REGION1","DEMPWRNGS",2038,0
"REGION1","DEMPWRNGS",2039,0
"REGION1","DEMPWRNGS",2040,0
"REGION1","DEMPWRNGS",2041,0
"REGION1","DEMPWRNGS",2042,0
"REGION1","DEMPWRNGS",2043,0
"REGION1","DEMPWRNGS",2044,0
"REGION1","DEMPWRNGS",2045,0
"REGION1","DEMPWRNGS",2046,0
"REGION1","DEMPWRNGS",2047,0
"REGION1","DEMPWRNGS",2048,0
"REGION1","DEMPWRNGS",2049,0
"REGION1","DEMPWRNGS",2050,0
"REGION1","PWRNGSB01",2020,0
"REGION1","PWRNGSB01",2021,0
"REGION1","PWRNGSB01",2022,0
"REGION1","PWRNGSB01",2023,0
"REGION1","PWRNGSB01",2024,0
"REGION1","PWRNGSB01",2025,0
"REGION1","PWRNGSB01",2026,0
"REGION1","PWRNGSB01",2027,0
"REGION1","PWRNGSB01",2028,0
"REGION1","PWRNGSB01",2029,0
"REGION1","PWRNGSB01",2030,0
"REGION1","PWRNGSB01",2031,0
"REGION1","PWRNGSB01",2032,0
"REGION1","PWRNGSB01",2033,0
"REGION1","PWRNGSB01",2034,0
"REGION1","PWRNGSB01",2035,0
"REGION1","PWRNGSB01",2036,0
"REGION1","PWRNGSB01",2037,0
"REGION1","PWRNGSB01",2038,0
"REGION1","PWRNGSB01",2039,0
"REGION1","PWRNGSB01",2040,0
"REGION1","PWRNGSB01",2041,0
"REGION1","PWRNGSB01",2042,0
"REGION1","PWRNGSB01",2043,0
"REGION1","PWRNGSB01",2044,0
"REGION1","PWRNGSB01",2045,0
"REGION1","PWRNGSB01",2046,0
"REGION1","PWRNGSB01",2047,0
"REGION1","PWRNGSB01",2048,0
"REGION1","PWRNGSB01",2049,0
"REGION1","PWRNGSB01",2050,0
"REGION1","DEMPWRSURBC1",2020,0
"REGION1","DEMPWRSURBC1",2021,0
"REGION1","DEMPWRSURBC1",2022,0
"REGION1","DEMPWRSURBC1",2023,0
"REGION1","DEMPWRSURBC1",2024,0.130231555919999
"REGION1","DEMPWRSURBC1",2025,0
"REGION1","DEMPWRSURBC1",2026,0
"REGION1","DEMPWRSURBC1",2027,0
"REGION1","DEMPWRSURBC1",2028,0
"REGION1","DEMPWRSURBC1",2029,0
"REGION1","DEMPWRSURBC1",2030,0
"REGION1","DEMPWRSURBC1",2031,0
"REGION1","DEMPWRSURBC1",2032,0
"REGION1","DEMPWRSURBC1",2033,0
"REGION1","DEMPWRSURBC1",2034,0
"REGION1","DEMPWRSURBC1",2035,0
"REGION1","DEMPWRSURBC1",2036,0
"REGION1","DEMPWRSURBC1",2037,0
"REGION1","DEMPWRSURBC1",2038,0
"REGION1","DEMPWRSURBC1",2039,0
"REGION1","DEMPWRSURBC1",2040,0
"REGION1","DEMPWRSURBC1",2041,0
"REGION1","DEMPWRSURBC1",2042,0
"REGION1","DEMPWRSURBC1",2043,0
"REGION1","DEMPWRSURBC1",2044,0
"REGION1","DEMPWRSURBC1",2045,0
"REGION1","DEMPWRSURBC1",2046,0
"REGION1","DEMPWRSURBC1",2047,0
"REGION1","DEMPWRSURBC1",2048,0
"REGION1","DEMPWRSURBC1",2049,0
"REGION1","DEMPWRSURBC1",2050,0
"REGION1","DEMPWRWND",2020,196.814289441657
"REGION1","DEMPWRWND",2021,210.084006441658
"REGION1","DEMPWRWND",2022,222.947130441657
"REGION1","DEMPWRWND",2023,236.882181441658
"REGION1","DEMPWRWND",2024,239.278079145658
"REGION1","DEMPWRWND",2025,239.278079145658
"REGION1","DEMPWRWND",2026,263.636696145658
"REGION1","DEMPWRWND",2027,274.910411145658
"REGION1","DEMPWRWND",2028,282.820493145658
"REGION1","DEMPWRWND",2029,290.471834145658
"REGION1","DEMPWRWND",2030,304.850441145658
"REGION1","DEMPWRWND",2031,320.781494145658
"REGION1","DEMPWRWND",2032,336.564695145658
"REGION1","DEMPWRWND",2033,346.175075145658
"REGION1","DEMPWRWND",2034,351.645599145657
"REGION1","DEMPWRWND",2035,357.892346145658
"REGION1","DEMPWRWND",2036,364.841390145657
"REGION1","DEMPWRWND",2037,372.492731145658
"REGION1","DEMPWRWND",2038,382.214000145658
"REGION1","DEMPWRWND",2039,392.046158145658
"REGION1","DEMPWRWND",2040,401.915279145658
"REGION1","DEMPWRWND",2041,410.49792924192
"REGION1","DEMPWRWND",2042,419.35056774192
"REGION1","DEMPWRWND",2043,428.19950994192
"REGION1","DEMPWRWND",2044,437.04105954192
"REGION1","DEMPWRWND",2045,445.89000174192
"REGION1","DEMPWRWND",2046,454.73524764192
"REGION1","DEMPWRWND",2047,463.58418984192
"REGION1","DEMPWRWND",2048,472.42943574192
"REGION1","DEMPWRWND",2049,481.27837794192
"REGION1","DEMPWRWND",2050,490.12362384192
"REGION1","PWRWNDB01",2020,1.3098982176
"REGION1","PWRWNDB01",2021,1.3098982176
"REGION1","PWRWNDB01",2022,1.3098982176
"REGION1","PWRWNDB01",2023,1.3098982176
"REGION1","PWRWNDB01",2024,1.3098982176
"REGION1","PWRWNDB01",2025,1.3098982176
"REGION1","PWRWNDB01",2026,1.3098982176
"REGION1","PWRWNDB01",2027,1.3098982176
"REGION1","PWRWNDB01",2028,1.3098982176
"REGION1","PWRWNDB01",2029,1.3098982176
"REGION1","PWRWNDB01",2030,1.3098982176
"REGION1","PWRWNDB01",2031,1.3098982176
"REGION1","PWRWNDB01",2032,1.3098982176
"REGION1","PWRWNDB01",2033,1.3098982176
"REGION1","PWRWNDB01",2034,1.3098982176
"REGION1","PWRWNDB01",2035,1.3098982176
"REGION1","PWRWNDB01",2036,1.3098982176
"REGION1","PWRWNDB01",2037,0
"REGION1","PWRWNDB01",2038,0
"REGION1","PWRWNDB01",2039,0
"REGION1","PWRWNDB01",2040,0
"REGION1","PWRWNDB01",2041,0
"REGION1","PWRWNDB01",2042,0
"REGION1","PWRWNDB01",2043,0
"REGION1","PWRWNDB01",2044,0
"REGION1","PWRWNDB01",2045,0
"REGION1","PWRWNDB01",2046,0
"REGION1","PWRWNDB01",2047,0
"REGION1","PWRWNDB01",2048,0
"REGION1","PWRWNDB01",2049,0
"REGION1","PWRWNDB01",2050,0
"REGION1","PWRWNDB02",2020,0.693981216
"REGION1","PWRWNDB02",2021,0.693981216
"REGION1","PWRWNDB02",2022,0.693981216
"REGION1","PWRWNDB02",2023,0.693981216
"REGION1","PWRWNDB02",2024,0.693981216
"REGION1","PWRWNDB02",2025,0.693981216
"REGION1","PWRWNDB02",2026,0.693981216
"REGION1","PWRWNDB02",2027,0.693981216
"REGION1","PWRWNDB02",2028,0.693981216
"REGION1","PWRWNDB02",2029,0.693981216
"REGION1","PWRWNDB02",2030,0.693981216
"REGION1","PWRWNDB02",2031,0.693981216
"REGION1","PWRWNDB02",2032,0.693981216
"REGION1","PWRWNDB02",2033,0.693981216
"REGION1","PWRWNDB02",2034,0.693981216
"REGION1","PWRWNDB02",2035,0
"REGION1","PWRWNDB02",2036,0
"REGION1","PWRWNDB02",2037,0
"REGION1","PWRWNDB02",2038,0
"REGION1","PWRWNDB02",2039,0
"REGION1","PWRWNDB02",2040,0
"REGION1","PWRWNDB02",2041,0
"REGION1","PWRWNDB02",2042,0
"REGION1","PWRWNDB02",2043,0
"REGION1","PWRWNDB02",2044,0
"REGION1","PWRWNDB02",2045,0
"REGION1","PWRWNDB02",2046,0
"REGION1","PWRWNDB02",2047,0
"REGION1","PWRWNDB02",2048,0
"REGION1","PWRWNDB02",2049,0
"REGION1","PWRWNDB02",2050,0
"REGION1","PWRWNDB03",2020,1.690077312
"REGION1","PWRWNDB03",2021,1.690077312
"REGION1","PWRWNDB03",2022,1.690077312
"REGION1","PWRWNDB03",2023,1.690077312
"REGION1","PWRWNDB03",2024,1.690077312
"REGION1","PWRWNDB03",2025,1.690077312
"REGION1","PWRWNDB03",2026,1.690077312
"REGION1","PWRWNDB03",2027,1.690077312
"REGION1","PWRWNDB03",2028,1.690077312
"REGION1","PWRWNDB03",2029,1.690077312
"REGION1","PWRWNDB03",2030,1.690077312
"REGION1","PWRWNDB03",2031,1.690077312
"REGION1","PWRWNDB03",2032,1.690077312
"REGION1","PWRWNDB03",2033,1.690077312
"REGION1","PWRWNDB03",2034,1.690077312
"REGION1","PWRWNDB03",2035,1.690077312
"REGION1","PWRWNDB03",2036,1.690077312
"REGION1","PWRWNDB03",2037,1.690077312
"REGION1","PWRWNDB03",2038,0
"REGION1","PWRWNDB03",2039,0
"REGION1","PWRWNDB03",2040,0
"REGION1","PWRWNDB03",2041,0
"REGION1","PWRWNDB03",2042,0
"REGION1","PWRWNDB03",2043,0
"REGION1","PWRWNDB03",2044,0
"REGION1","PWRWNDB03",2045,0
"REGION1","PWRWNDB03",2046,0
"REGION1","PWRWNDB03",2047,0
"REGION1","PWRWNDB03",2048,0
"REGION1","PWRWNDB03",2049,0
"REGION1","PWRWNDB03",2050,0
"REGION1","PWRWNDB04",2020,1.9449323424
"REGION1","PWRWNDB04",2021,1.9449323424
"REGION1","PWRWNDB04",2022,1.9449323424
"REGION1","PWRWNDB04",2023,1.9449323424
"REGION1","PWRWNDB04",2024,1.9449323424
"REGION1","PWRWNDB04",2025,1.9449323424
"REGION1","PWRWNDB04",2026,1.9449323424
"REGION1","PWRWNDB04",2027,1.9449323424
"REGION1","PWRWNDB04",2028,1.9449323424
"REGION1","PWRWNDB04",2029,1.9449323424
"REGION1","PWRWNDB04",2030,1.9449323424
"REGION1","PWRWNDB04",2031,1.9449323424
"REGION1","PWRWNDB04",2032,1.9449323424
"REGION1","PWRWNDB04",2033,1.9449323424
"REGION1","PWRWNDB04",2034,1.9449323424
"REGION1","PWRWNDB04",2035,1.9449323424
"REGION1","PWRWNDB04",2036,1.9449323424
"REGION1","PWRWNDB04",2037,1.9449323424
"REGION1","PWRWNDB04",2038,1.9449323424
"REGION1","PWRWNDB04",2039,1.9449323424
"REGION1","PWRWNDB04",2040,1.9449323424
"REGION1","PWRWNDB04",2041,1.9449323424
"REGION1","PWRWNDB04",2042,1.9449323424
"REGION1","PWRWNDB04",2043,0
"REGION1","PWRWNDB04",2044,0
"REGION1","PWRWNDB04",2045,0
"REGION1","PWRWNDB04",2046,0
"REGION1","PWRWNDB04",2047,0
"REGION1","PWRWNDB04",2048,0
"REGION1","PWRWNDB04",2049,0
"REGION1","PWRWNDB04",2050,0
"REGION1","PWRWNDB05",2020,0.2683524384
"REGION1","PWRWNDB05",2021,0.2683524384
"REGION1","PWRWNDB05",2022,0.2683524384
"REGION1","PWRWNDB05",2023,0.2683524384
"REGION1","PWRWNDB05",2024,0.2683524384
"REGION1","PWRWNDB05",2025,0.2683524384
"REGION1","PWRWNDB05",2026,0.2683524384
"REGION1","PWRWNDB05",2027,0.2683524384
"REGION1","PWRWNDB05",2028,0.2683524384
"REGION1","PWRWNDB05",2029,0.2683524384
"REGION1","PWRWNDB05",2030,0.2683524384
"REGION1","PWRWNDB05",2031,0.2683524384
"REGION1","PWRWNDB05",2032,0.2683524384
"REGION1","PWRWNDB05",2033,0.2683524384
"REGION1","PWRWNDB05",2034,0.2683524384
"REGION1","PWRWNDB05",2035,0.2683524384
"REGION1","PWRWNDB05",2036,0.2683524384
"REGION1","PWRWNDB05",2037,0.2683524384
"REGION1","PWRWNDB05",2038,0.2683524384
"REGION1","PWRWNDB05",2039,0.2683524384
"REGION1","PWRWNDB05",2040,0.2683524384
"REGION1","PWRWNDB05",2041,0.2683524384
"REGION1","PWRWNDB05",2042,0.2683524384
"REGION1","PWRWNDB05",2043,0.2683524384
"REGION1","PWRWNDB05",2044,0.2683524384
"REGION1","PWRWNDB05",2045,0
"REGION1","PWRWNDB05",2046,0
"REGION1","PWRWNDB05",2047,0
"REGION1","PWRWNDB05",2048,0
"REGION1","PWRWNDB05",2049,0
"REGION1","PWRWNDB05",2050,0
"REGION1","PWRWNDB06",2020,1.125141408
"REGION1","PWRWNDB06",2021,1.125141408
"REGION1","PWRWNDB06",2022,1.125141408
"REGION1","PWRWNDB06",2023,1.125141408
"REGION1","PWRWNDB06",2024,1.125141408
"REGION1","PWRWNDB06",2025,1.125141408
"REGION1","PWRWNDB06",2026,1.125141408
"REGION1","PWRWNDB06",2027,1.125141408
"REGION1","PWRWNDB06",2028,1.125141408
"REGION1","PWRWNDB06",2029,1.125141408
"REGION1","PWRWNDB06",2030,1.125141408
"REGION1","PWRWNDB06",2031,1.125141408
"REGION1","PWRWNDB06",2032,1.125141408
"REGION1","PWRWNDB06",2033,1.125141408
"REGION1","PWRWNDB06",2034,1.125141408
"REGION1","PWRWNDB06",2035,1.125141408
"REGION1","PWRWNDB06",2036,1.125141408
"REGION1","PWRWNDB06",2037,1.125141408
"REGION1","PWRWNDB06",2038,1.125141408
"REGION1","PWRWNDB06",2039,0
"REGION1","PWRWNDB06",2040,0
"REGION1","PWRWNDB06",2041,0
"REGION1","PWRWNDB06",2042,0
"REGION1","PWRWNDB06",2043,0
"REGION1","PWRWNDB06",2044,0
"REGION1","PWRWNDB06",2045,0
"REGION1","PWRWNDB06",2046,0
"REGION1","PWRWNDB06",2047,0
"REGION1","PWRWNDB06",2048,0
"REGION1","PWRWNDB06",2049,0
"REGION1","PWRWNDB06",2050,0
"REGION1","PWRWNDB07",2020,0.2370939552
"REGION1","PWRWNDB07",2021,0.2370939552
"REGION1","PWRWNDB07",2022,0.2370939552
"REGION1","PWRWNDB07",2023,0.2370939552
"REGION1","PWRWNDB07",2024,0.2370939552
"REGION1","PWRWNDB07",2025,0.2370939552
"REGION1","PWRWNDB07",2026,0.2370939552
"REGION1","PWRWNDB07",2027,0.2370939552
"REGION1","PWRWNDB07",2028,0.2370939552
"REGION1","PWRWNDB07",2029,0.2370939552
"REGION1","PWRWNDB07",2030,0.2370939552
"REGION1","PWRWNDB07",2031,0.2370939552
"REGION1","PWRWNDB07",2032,0.2370939552
"REGION1","PWRWNDB07",2033,0.2370939552
"REGION1","PWRWNDB07",2034,0.2370939552
"REGION1","PWRWNDB07",2035,0.2370939552
"REGION1","PWRWNDB07",2036,0.2370939552
"REGION1","PWRWNDB07",2037,0.2370939552
"REGION1","PWRWNDB07",2038,0.2370939552
"REGION1","PWRWNDB07",2039,0.2370939552
"REGION1","PWRWNDB07",2040,0.2370939552
"REGION1","PWRWNDB07",2041,0.2370939552
"REGION1","PWRWNDB07",2042,0.2370939552
"REGION1","PWRWNDB07",2043,0
"REGION1","PWRWNDB07",2044,0
"REGION1","PWRWNDB07",2045,0
"REGION1","PWRWNDB07",2046,0
"REGION1","PWRWNDB07",2047,0
"REGION1","PWRWNDB07",2048,0
"REGION1","PWRWNDB07",2049,0
"REGION1","PWRWNDB07",2050,0
"REGION1","PWRWNDB08",2020,0.259604352
"REGION1","PWRWNDB08",2021,0.259604352
"REGION1","PWRWNDB08",2022,0.259604352
"REGION1","PWRWNDB08",2023,0.259604352
"REGION1","PWRWNDB08",2024,0.259604352
"REGION1","PWRWNDB08",2025,0.259604352
"REGION1","PWRWNDB08",2026,0.259604352
"REGION1","PWRWNDB08",2027,0.259604352
"REGION1","PWRWNDB08",2028,0.259604352
"REGION1","PWRWNDB08",2029,0.259604352
"REGION1","PWRWNDB08",2030,0.259604352
"REGION1","PWRWNDB08",2031,0.259604352
"REGION1","PWRWNDB08",2032,0.259604352
"REGION1","PWRWNDB08",2033,0.259604352
"REGION1","PWRWNDB08",2034,0.259604352
"REGION1","PWRWNDB08",2035,0.259604352
"REGION1","PWRWNDB08",2036,0.259604352
"REGION1","PWRWNDB08",2037,0.259604352
"REGION1","PWRWNDB08",2038,0.259604352
"REGION1","PWRWNDB08",2039,0.259604352
"REGION1","PWRWNDB08",2040,0.259604352
"REGION1","PWRWNDB08",2041,0.259604352
"REGION1","PWRWNDB08",2042,0.259604352
"REGION1","PWRWNDB08",2043,0
"REGION1","PWRWNDB08",2044,0
"REGION1","PWRWNDB08",2045,0
"REGION1","PWRWNDB08",2046,0
"REGION1","PWRWNDB08",2047,0
"REGION1","PWRWNDB08",2048,0
"REGION1","PWRWNDB08",2049,0
"REGION1","PWRWNDB08",2050,0
"REGION1","DEMPWRBIO",2020,0
"REGION1","DEMPWRBIO",2021,0
"REGION1","DEMPWRBIO",2022,0
"REGION1","DEMPWRBIO",2023,0
"REGION1","DEMPWRBIO",2024,12.7546369199999
"REGION1","DEMPWRBIO",2025,0
"REGION1","DEMPWRBIO",2026,0
"REGION1","DEMPWRBIO",2027,0
"REGION1","DEMPWRBIO",2028,0
"REGION1","DEMPWRBIO",2029,0
"REGION1","DEMPWRBIO",2030,0
"REGION1","DEMPWRBIO",2031,0
"REGION1","DEMPWRBIO",2032,0
"REGION1","DEMPWRBIO",2033,0
"REGION1","DEMPWRBIO",2034,0
"REGION1","DEMPWRBIO",2035,0
"REGION1","DEMPWRBIO",2036,0
"REGION1","DEMPWRBIO",2037,0
"REGION1","DEMPWRBIO",2038,0
"REGION1","DEMPWRBIO",2039,0
"REGION1","DEMPWRBIO",2040,0
"REGION1","DEMPWRBIO",2041,0
"REGION1","DEMPWRBIO",2042,0
"REGION1","DEMPWRBIO",2043,0
"REGION1","DEMPWRBIO",2044,0
"REGION1","DEMPWRBIO",2045,0
"REGION1","DEMPWRBIO",2046,0
"REGION1","DEMPWRBIO",2047,0
"REGION1","DEMPWRBIO",2048,0
"REGION1","DEMPWRBIO",2049,0
"REGION1","DEMPWRBIO",2050,0
"REGION1","PWRBIOB01",2020,0
"REGION1","PWRBIOB01",2021,0
"REGION1","PWRBIOB01",2022,0
"REGION1","PWRBIOB01",2023,0
"REGION1","PWRBIOB01",2024,0.70956
"REGION1","PWRBIOB01",2025,0
"REGION1","PWRBIOB01",2026,0
"REGION1","PWRBIOB01",2027,0
"REGION1","PWRBIOB01",2028,0
"REGION1","PWRBIOB01",2029,0
"REGION1","PWRBIOB01",2030,0
"REGION1","PWRBIOB01",2031,0
"REGION1","PWRBIOB01",2032,0
"REGION1","PWRBIOB01",2033,0
"REGION1","PWRBIOB01",2034,0
"REGION1","PWRBIOB01",2035,0
"REGION1","PWRBIOB01",2036,0
"REGION1","PWRBIOB01",2037,0
"REGION1","PWRBIOB01",2038,0
"REGION1","PWRBIOB01",2039,0
"REGION1","PWRBIOB01",2040,0
"REGION1","PWRBIOB01",2041,0
"REGION1","PWRBIOB01",2042,0
"REGION1","PWRBIOB01",2043,0
"REGION1","PWRBIOB01",2044,0
"REGION1","PWRBIOB01",2045,0
"REGION1","PWRBIOB01",2046,0
"REGION1","PWRBIOB01",2047,0
"REGION1","PWRBIOB01",2048,0
"REGION1","PWRBIOB01",2049,0
"REGION1","PWRBIOB01",2050,0
"REGION1","PWRBIOB02",2020,0
"REGION1","PWRBIOB02",2021,0
"REGION1","PWRBIOB02",2022,0
"REGION1","PWRBIOB02",2023,0
"REGION1","PWRBIOB02",2024,2.74392065454545
"REGION1","PWRBIOB02",2025,0
"REGION1","PWRBIOB02",2026,0
"REGION1","PWRBIOB02",2027,0
"REGION1","PWRBIOB02",2028,0
"REGION1","PWRBIOB02",2029,0
"REGION1","PWRBIOB02",2030,0
"REGION1","PWRBIOB02",2031,0
"REGION1","PWRBIOB02",2032,0
"REGION1","PWRBIOB02",2033,0
"REGION1","PWRBIOB02",2034,0
"REGION1","PWRBIOB02",2035,0
"REGION1","PWRBIOB02",2036,0
"REGION1","PWRBIOB02",2037,0
"REGION1","PWRBIOB02",2038,0
"REGION1","PWRBIOB02",2039,0
"REGION1","PWRBIOB02",2040,0
"REGION1","PWRBIOB02",2041,0
"REGION1","PWRBIOB02",2042,0
"REGION1","PWRBIOB02",2043,0
"REGION1","PWRBIOB02",2044,0
"REGION1","PWRBIOB02",2045,0
"REGION1","PWRBIOB02",2046,0
"REGION1","PWRBIOB02",2047,0
"REGION1","PWRBIOB02",2048,0
"REGION1","PWRBIOB02",2049,0
"REGION1","PWRBIOB02",2050,0
"REGION1","PWRBIOB03",2020,0
"REGION1","PWRBIOB03",2021,0
"REGION1","PWRBIOB03",2022,0
"REGION1","PWRBIOB03",2023,0
"REGION1","PWRBIOB03",2024,0.378432
"REGION1","PWRBIOB03",2025,0
"REGION1","PWRBIOB03",2026,0
"REGION1","PWRBIOB03",2027,0
"REGION1","PWRBIOB03",2028,0
"REGION1","PWRBIOB03",2029,0
"REGION1","PWRBIOB03",2030,0
"REGION1","PWRBIOB03",2031,0
"REGION1","PWRBIOB03",2032,0
"REGION1","PWRBIOB03",2033,0
"REGION1","PWRBIOB03",2034,0
"REGION1","PWRBIOB03",2035,0
"REGION1","PWRBIOB03",2036,0
"REGION1","PWRBIOB03",2037,0
"REGION1","PWRBIOB03",2038,0
"REGION1","PWRBIOB03",2039,0
"REGION1","PWRBIOB03",2040,0
"REGION1","PWRBIOB03",2041,0
"REGION1","PWRBIOB03",2042,0
"REGION1","PWRBIOB03",2043,0
"REGION1","PWRBIOB03",2044,0
"REGION1","PWRBIOB03",2045,0
"REGION1","PWRBIOB03",2046,0
"REGION1","PWRBIOB03",2047,0
"REGION1","PWRBIOB03",2048,0
"REGION1","PWRBIOB03",2049,0
"REGION1","PWRBIOB03",2050,0
"REGION1","PWRBIOB04",2020,0
"REGION1","PWRBIOB04",2021,0
"REGION1","PWRBIOB04",2022,0
"REGION1","PWRBIOB04",2023,0
"REGION1","PWRBIOB04",2024,0.643398545454523
"REGION1","PWRBIOB04",2025,0
"REGION1","PWRBIOB04",2026,0
"REGION1","PWRBIOB04",2027,0
"REGION1","PWRBIOB04",2028,0
"REGION1","PWRBIOB04",2029,0
"REGION1","PWRBIOB04",2030,0
"REGION1","PWRBIOB04",2031,0
"REGION1","PWRBIOB04",2032,0
"REGION1","PWRBIOB04",2033,0
"REGION1","PWRBIOB04",2034,0
"REGION1","PWRBIOB04",2035,0
"REGION1","PWRBIOB04",2036,0
"REGION1","PWRBIOB04",2037,0
"REGION1","PWRBIOB04",2038,0
"REGION1","PWRBIOB04",2039,0
"REGION1","PWRBIOB04",2040,0
"REGION1","PWRBIOB04",2041,0
"REGION1","PWRBIOB04",2042,0
"REGION1","PWRBIOB04",2043,0
"REGION1","PWRBIOB04",2044,0
"REGION1","PWRBIOB04",2045,0
"REGION1","PWRBIOB04",2046,0
"REGION1","PWRBIOB04",2047,0
"REGION1","PWRBIOB04",2048,0
"REGION1","PWRBIOB04",2049,0
"REGION1","PWRBIOB04",2050,0
"REGION1","PWRBIOB05",2020,0
"REGION1","PWRBIOB05",2021,0
"REGION1","PWRBIOB05",2022,0
"REGION1","PWRBIOB05",2023,0
"REGION1","PWRBIOB05",2024,0
"REGION1","PWRBIOB05",2025,0
"REGION1","PWRBIOB05",2026,0
"REGION1","PWRBIOB05",2027,0
"REGION1","PWRBIOB05",2028,0
"REGION1","PWRBIOB05",2029,0
"REGION1","PWRBIOB05",2030,0
"REGION1","PWRBIOB05",2031,0
"REGION1","PWRBIOB05",2032,0
"REGION1","PWRBIOB05",2033,0
"REGION1","PWRBIOB05",2034,0
"REGION1","PWRBIOB05",2035,0
