r,t,e,m,y,AnnualTechnologyEmissionByMode
"REGION1","LNDAGRBC1C07","CO2",25,2026,0
"REGION1","LNDAGRBC1C07","CO2",25,2027,0
"REGION1","LNDAGRBC1C07","CO2",25,2028,0
"REGION1","LNDAGRBC1C07","CO2",25,2029,0
"REGION1","LNDAGRBC1C07","CO2",25,2030,0
"REGION1","LNDAGRBC1C07","CO2",25,2031,0
"REGION1","LNDAGRBC1C07","CO2",25,2032,0
"REGION1","LNDAGRBC1C07","CO2",25,2033,0
"REGION1","LNDAGRBC1C07","CO2",25,2034,0
"REGION1","LNDAGRBC1C07","CO2",25,2035,0
"REGION1","LNDAGRBC1C07","CO2",25,2036,0
"REGION1","LNDAGRBC1C07","CO2",25,2037,0
"REGION1","LNDAGRBC1C07","CO2",25,2038,0
"REGION1","LNDAGRBC1C07","CO2",25,2039,0
"REGION1","LNDAGRBC1C07","CO2",25,2040,0
"REGION1","LNDAGRBC1C07","CO2",25,2041,0
"REGION1","LNDAGRBC1C07","CO2",25,2042,0
"REGION1","LNDAGRBC1C07","CO2",25,2043,0
"REGION1","LNDAGRBC1C07","CO2",25,2044,0
"REGION1","LNDAGRBC1C07","CO2",25,2045,0
"REGION1","LNDAGRBC1C07","CO2",25,2046,0
"REGION1","LNDAGRBC1C07","CO2",25,2047,0
"REGION1","LNDAGRBC1C07","CO2",25,2048,0
"REGION1","LNDAGRBC1C07","CO2",25,2049,0
"REGION1","LNDAGRBC1C07","CO2",25,2050,0
"REGION1","LNDAGRBC1C07","CO2",8,2020,0
"REGION1","LNDAGRBC1C07","CO2",8,2021,0
"REGION1","LNDAGRBC1C07","CO2",8,2022,0
"REGION1","LNDAGRBC1C07","CO2",8,2023,0
"REGION1","LNDAGRBC1C07","CO2",8,2024,0
"REGION1","LNDAGRBC1C07","CO2",8,2025,0
"REGION1","LNDAGRBC1C07","CO2",8,2026,0
"REGION1","LNDAGRBC1C07","CO2",8,2027,0
"REGION1","LNDAGRBC1C07","CO2",8,2028,0
"REGION1","LNDAGRBC1C07","CO2",8,2029,0
"REGION1","LNDAGRBC1C07","CO2",8,2030,0
"REGION1","LNDAGRBC1C07","CO2",8,2031,0
"REGION1","LNDAGRBC1C07","CO2",8,2032,0
"REGION1","LNDAGRBC1C07","CO2",8,2033,0
"REGION1","LNDAGRBC1C07","CO2",8,2034,0
"REGION1","LNDAGRBC1C07","CO2",8,2035,0
"REGION1","LNDAGRBC1C07","CO2",8,2036,0
"REGION1","LNDAGRBC1C07","CO2",8,2037,0
"REGION1","LNDAGRBC1C07","CO2",8,2038,0
"REGION1","LNDAGRBC1C07","CO2",8,2039,0
"REGION1","LNDAGRBC1C07","CO2",8,2040,0
"REGION1","LNDAGRBC1C07","CO2",8,2041,0
"REGION1","LNDAGRBC1C07","CO2",8,2042,0
"REGION1","LNDAGRBC1C07","CO2",8,2043,0
"REGION1","LNDAGRBC1C07","CO2",8,2044,0
"REGION1","LNDAGRBC1C07","CO2",8,2045,0
"REGION1","LNDAGRBC1C07","CO2",8,2046,0
"REGION1","LNDAGRBC1C07","CO2",8,2047,0
"REGION1","LNDAGRBC1C07","CO2",8,2048,0
"REGION1","LNDAGRBC1C07","CO2",8,2049,0
"REGION1","LNDAGRBC1C07","CO2",8,2050,0
"REGION1","LNDAGRBC1C07","CO2",19,2020,0
"REGION1","LNDAGRBC1C07","CO2",19,2021,0
"REGION1","LNDAGRBC1C07","CO2",19,2022,0
"REGION1","LNDAGRBC1C07","CO2",19,2023,0
"REGION1","LNDAGRBC1C07","CO2",19,2024,0
"REGION1","LNDAGRBC1C07","CO2",19,2025,0
"REGION1","LNDAGRBC1C07","CO2",19,2026,0
"REGION1","LNDAGRBC1C07","CO2",19,2027,0
"REGION1","LNDAGRBC1C07","CO2",19,2028,0
"REGION1","LNDAGRBC1C07","CO2",19,2029,0
"REGION1","LNDAGRBC1C07","CO2",19,2030,0
"REGION1","LNDAGRBC1C07","CO2",19,2031,0
"REGION1","LNDAGRBC1C07","CO2",19,2032,0
"REGION1","LNDAGRBC1C07","CO2",19,2033,0
"REGION1","LNDAGRBC1C07","CO2",19,2034,0
"REGION1","LNDAGRBC1C07","CO2",19,2035,0
"REGION1","LNDAGRBC1C07","CO2",19,2036,0
"REGION1","LNDAGRBC1C07","CO2",19,2037,0
"REGION1","LNDAGRBC1C07","CO2",19,2038,0
"REGION1","LNDAGRBC1C07","CO2",19,2039,0
"REGION1","LNDAGRBC1C07","CO2",19,2040,0
"REGION1","LNDAGRBC1C07","CO2",19,2041,0
"REGION1","LNDAGRBC1C07","CO2",19,2042,0
"REGION1","LNDAGRBC1C07","CO2",19,2043,0
"REGION1","LNDAGRBC1C07","CO2",19,2044,0
"REGION1","LNDAGRBC1C07","CO2",19,2045,0
"REGION1","LNDAGRBC1C07","CO2",19,2046,0
"REGION1","LNDAGRBC1C07","CO2",19,2047,0
"REGION1","LNDAGRBC1C07","CO2",19,2048,0
"REGION1","LNDAGRBC1C07","CO2",19,2049,0
"REGION1","LNDAGRBC1C07","CO2",19,2050,0
"REGION1","LNDAGRBC1C07","CO2",47,2020,0
"REGION1","LNDAGRBC1C07","CO2",47,2021,0
"REGION1","LNDAGRBC1C07","CO2",47,2022,0
"REGION1","LNDAGRBC1C07","CO2",47,2023,0
"REGION1","LNDAGRBC1C07","CO2",47,2024,0
"REGION1","LNDAGRBC1C07","CO2",47,2025,0
"REGION1","LNDAGRBC1C07","CO2",47,2026,0
"REGION1","LNDAGRBC1C07","CO2",47,2027,0
"REGION1","LNDAGRBC1C07","CO2",47,2028,0
"REGION1","LNDAGRBC1C07","CO2",47,2029,0
"REGION1","LNDAGRBC1C07","CO2",47,2030,0
"REGION1","LNDAGRBC1C07","CO2",47,2031,0
"REGION1","LNDAGRBC1C07","CO2",47,2032,0
"REGION1","LNDAGRBC1C07","CO2",47,2033,0
"REGION1","LNDAGRBC1C07","CO2",47,2034,0
"REGION1","LNDAGRBC1C07","CO2",47,2035,0
"REGION1","LNDAGRBC1C07","CO2",47,2036,0
"REGION1","LNDAGRBC1C07","CO2",47,2037,0
"REGION1","LNDAGRBC1C07","CO2",47,2038,0
"REGION1","LNDAGRBC1C07","CO2",47,2039,0
"REGION1","LNDAGRBC1C07","CO2",47,2040,0
"REGION1","LNDAGRBC1C07","CO2",47,2041,0
"REGION1","LNDAGRBC1C07","CO2",47,2042,0
"REGION1","LNDAGRBC1C07","CO2",47,2043,0
"REGION1","LNDAGRBC1C07","CO2",47,2044,0
"REGION1","LNDAGRBC1C07","CO2",47,2045,0
"REGION1","LNDAGRBC1C07","CO2",47,2046,0
"REGION1","LNDAGRBC1C07","CO2",47,2047,0
"REGION1","LNDAGRBC1C07","CO2",47,2048,0
"REGION1","LNDAGRBC1C07","CO2",47,2049,0
"REGION1","LNDAGRBC1C07","CO2",47,2050,0
"REGION1","LNDAGRBC1C07","CO2",56,2020,0
"REGION1","LNDAGRBC1C07","CO2",56,2021,0
"REGION1","LNDAGRBC1C07","CO2",56,2022,0
"REGION1","LNDAGRBC1C07","CO2",56,2023,0
"REGION1","LNDAGRBC1C07","CO2",56,2024,0
"REGION1","LNDAGRBC1C07","CO2",56,2025,0
"REGION1","LNDAGRBC1C07","CO2",56,2026,0
"REGION1","LNDAGRBC1C07","CO2",56,2027,0
"REGION1","LNDAGRBC1C07","CO2",56,2028,0
"REGION1","LNDAGRBC1C07","CO2",56,2029,0
"REGION1","LNDAGRBC1C07","CO2",56,2030,0
"REGION1","LNDAGRBC1C07","CO2",56,2031,0
"REGION1","LNDAGRBC1C07","CO2",56,2032,0
"REGION1","LNDAGRBC1C07","CO2",56,2033,0
"REGION1","LNDAGRBC1C07","CO2",56,2034,0
"REGION1","LNDAGRBC1C07","CO2",56,2035,0
"REGION1","LNDAGRBC1C07","CO2",56,2036,0
"REGION1","LNDAGRBC1C07","CO2",56,2037,0
"REGION1","LNDAGRBC1C07","CO2",56,2038,0
"REGION1","LNDAGRBC1C07","CO2",56,2039,0
"REGION1","LNDAGRBC1C07","CO2",56,2040,0
"REGION1","LNDAGRBC1C07","CO2",56,2041,0
"REGION1","LNDAGRBC1C07","CO2",56,2042,0
"REGION1","LNDAGRBC1C07","CO2",56,2043,0
"REGION1","LNDAGRBC1C07","CO2",56,2044,0
"REGION1","LNDAGRBC1C07","CO2",56,2045,0
"REGION1","LNDAGRBC1C07","CO2",56,2046,0
"REGION1","LNDAGRBC1C07","CO2",56,2047,0
"REGION1","LNDAGRBC1C07","CO2",56,2048,0
"REGION1","LNDAGRBC1C07","CO2",56,2049,0
"REGION1","LNDAGRBC1C07","CO2",56,2050,0
"REGION1","LNDAGRBC1C07","CO2",46,2020,0
"REGION1","LNDAGRBC1C07","CO2",46,2021,0
"REGION1","LNDAGRBC1C07","CO2",46,2022,0
"REGION1","LNDAGRBC1C07","CO2",46,2023,0
"REGION1","LNDAGRBC1C07","CO2",46,2024,0
"REGION1","LNDAGRBC1C07","CO2",46,2025,0
"REGION1","LNDAGRBC1C07","CO2",46,2026,0
"REGION1","LNDAGRBC1C07","CO2",46,2027,0
"REGION1","LNDAGRBC1C07","CO2",46,2028,0
"REGION1","LNDAGRBC1C07","CO2",46,2029,0
"REGION1","LNDAGRBC1C07","CO2",46,2030,0
"REGION1","LNDAGRBC1C07","CO2",46,2031,0
"REGION1","LNDAGRBC1C07","CO2",46,2032,0
"REGION1","LNDAGRBC1C07","CO2",46,2033,0
"REGION1","LNDAGRBC1C07","CO2",46,2034,0
"REGION1","LNDAGRBC1C07","CO2",46,2035,0
"REGION1","LNDAGRBC1C07","CO2",46,2036,0
"REGION1","LNDAGRBC1C07","CO2",46,2037,0
"REGION1","LNDAGRBC1C07","CO2",46,2038,0
"REGION1","LNDAGRBC1C07","CO2",46,2039,0
"REGION1","LNDAGRBC1C07","CO2",46,2040,0
"REGION1","LNDAGRBC1C07","CO2",46,2041,0
"REGION1","LNDAGRBC1C07","CO2",46,2042,0
"REGION1","LNDAGRBC1C07","CO2",46,2043,0
"REGION1","LNDAGRBC1C07","CO2",46,2044,0
"REGION1","LNDAGRBC1C07","CO2",46,2045,0
"REGION1","LNDAGRBC1C07","CO2",46,2046,0
"REGION1","LNDAGRBC1C07","CO2",46,2047,0
"REGION1","LNDAGRBC1C07","CO2",46,2048,0
"REGION1","LNDAGRBC1C07","CO2",46,2049,0
"REGION1","LNDAGRBC1C07","CO2",46,2050,0
"REGION1","LNDAGRBC1C07","CO2",40,2020,0
"REGION1","LNDAGRBC1C07","CO2",40,2021,0
"REGION1","LNDAGRBC1C07","CO2",40,2022,0
"REGION1","LNDAGRBC1C07","CO2",40,2023,0
"REGION1","LNDAGRBC1C07","CO2",40,2024,0
"REGION1","LNDAGRBC1C07","CO2",40,2025,0
"REGION1","LNDAGRBC1C07","CO2",40,2026,0
"REGION1","LNDAGRBC1C07","CO2",40,2027,0
"REGION1","LNDAGRBC1C07","CO2",40,2028,0
"REGION1","LNDAGRBC1C07","CO2",40,2029,0
"REGION1","LNDAGRBC1C07","CO2",40,2030,0
"REGION1","LNDAGRBC1C07","CO2",40,2031,0
"REGION1","LNDAGRBC1C07","CO2",40,2032,0
"REGION1","LNDAGRBC1C07","CO2",40,2033,0
"REGION1","LNDAGRBC1C07","CO2",40,2034,0
"REGION1","LNDAGRBC1C07","CO2",40,2035,0
"REGION1","LNDAGRBC1C07","CO2",40,2036,0
"REGION1","LNDAGRBC1C07","CO2",40,2037,0
"REGION1","LNDAGRBC1C07","CO2",40,2038,0
"REGION1","LNDAGRBC1C07","CO2",40,2039,0
"REGION1","LNDAGRBC1C07","CO2",40,2040,0
"REGION1","LNDAGRBC1C07","CO2",40,2041,0
"REGION1","LNDAGRBC1C07","CO2",40,2042,0
"REGION1","LNDAGRBC1C07","CO2",40,2043,0
"REGION1","LNDAGRBC1C07","CO2",40,2044,0
"REGION1","LNDAGRBC1C07","CO2",40,2045,0
"REGION1","LNDAGRBC1C07","CO2",40,2046,0
"REGION1","LNDAGRBC1C07","CO2",40,2047,0
"REGION1","LNDAGRBC1C07","CO2",40,2048,0
"REGION1","LNDAGRBC1C07","CO2",40,2049,0
"REGION1","LNDAGRBC1C07","CO2",40,2050,0
"REGION1","LNDAGRBC1C07","CO2",7,2020,0
"REGION1","LNDAGRBC1C07","CO2",7,2021,0
"REGION1","LNDAGRBC1C07","CO2",7,2022,0
"REGION1","LNDAGRBC1C07","CO2",7,2023,0
"REGION1","LNDAGRBC1C07","CO2",7,2024,0
"REGION1","LNDAGRBC1C07","CO2",7,2025,0
"REGION1","LNDAGRBC1C07","CO2",7,2026,0
"REGION1","LNDAGRBC1C07","CO2",7,2027,0
"REGION1","LNDAGRBC1C07","CO2",7,2028,0
"REGION1","LNDAGRBC1C07","CO2",7,2029,0
"REGION1","LNDAGRBC1C07","CO2",7,2030,0
"REGION1","LNDAGRBC1C07","CO2",7,2031,0
"REGION1","LNDAGRBC1C07","CO2",7,2032,0
"REGION1","LNDAGRBC1C07","CO2",7,2033,0
"REGION1","LNDAGRBC1C07","CO2",7,2034,0
"REGION1","LNDAGRBC1C07","CO2",7,2035,0
"REGION1","LNDAGRBC1C07","CO2",7,2036,0
"REGION1","LNDAGRBC1C07","CO2",7,2037,0
"REGION1","LNDAGRBC1C07","CO2",7,2038,0
"REGION1","LNDAGRBC1C07","CO2",7,2039,0
"REGION1","LNDAGRBC1C07","CO2",7,2040,0
"REGION1","LNDAGRBC1C07","CO2",7,2041,0
"REGION1","LNDAGRBC1C07","CO2",7,2042,0
"REGION1","LNDAGRBC1C07","CO2",7,2043,0
"REGION1","LNDAGRBC1C07","CO2",7,2044,0
"REGION1","LNDAGRBC1C07","CO2",7,2045,0
"REGION1","LNDAGRBC1C07","CO2",7,2046,0
"REGION1","LNDAGRBC1C07","CO2",7,2047,0
"REGION1","LNDAGRBC1C07","CO2",7,2048,0
"REGION1","LNDAGRBC1C07","CO2",7,2049,0
"REGION1","LNDAGRBC1C07","CO2",7,2050,0
"REGION1","LNDAGRBC1C07","CO2",33,2020,0
"REGION1","LNDAGRBC1C07","CO2",33,2021,0
"REGION1","LNDAGRBC1C07","CO2",33,2022,0
"REGION1","LNDAGRBC1C07","CO2",33,2023,0
"REGION1","LNDAGRBC1C07","CO2",33,2024,0
"REGION1","LNDAGRBC1C07","CO2",33,2025,0
"REGION1","LNDAGRBC1C07","CO2",33,2026,0
"REGION1","LNDAGRBC1C07","CO2",33,2027,0
"REGION1","LNDAGRBC1C07","CO2",33,2028,0
"REGION1","LNDAGRBC1C07","CO2",33,2029,0
"REGION1","LNDAGRBC1C07","CO2",33,2030,0
"REGION1","LNDAGRBC1C07","CO2",33,2031,0
"REGION1","LNDAGRBC1C07","CO2",33,2032,0
"REGION1","LNDAGRBC1C07","CO2",33,2033,0
"REGION1","LNDAGRBC1C07","CO2",33,2034,0
"REGION1","LNDAGRBC1C07","CO2",33,2035,0
"REGION1","LNDAGRBC1C07","CO2",33,2036,0
"REGION1","LNDAGRBC1C07","CO2",33,2037,0
"REGION1","LNDAGRBC1C07","CO2",33,2038,0
"REGION1","LNDAGRBC1C07","CO2",33,2039,0
"REGION1","LNDAGRBC1C07","CO2",33,2040,0
"REGION1","LNDAGRBC1C07","CO2",33,2041,0
"REGION1","LNDAGRBC1C07","CO2",33,2042,0
"REGION1","LNDAGRBC1C07","CO2",33,2043,0
"REGION1","LNDAGRBC1C07","CO2",33,2044,0
"REGION1","LNDAGRBC1C07","CO2",33,2045,0
"REGION1","LNDAGRBC1C07","CO2",33,2046,0
"REGION1","LNDAGRBC1C07","CO2",33,2047,0
"REGION1","LNDAGRBC1C07","CO2",33,2048,0
"REGION1","LNDAGRBC1C07","CO2",33,2049,0
"REGION1","LNDAGRBC1C07","CO2",33,2050,0
"REGION1","LNDAGRBC1C07","CO2",54,2020,0
"REGION1","LNDAGRBC1C07","CO2",54,2021,0
"REGION1","LNDAGRBC1C07","CO2",54,2022,0
"REGION1","LNDAGRBC1C07","CO2",54,2023,0
"REGION1","LNDAGRBC1C07","CO2",54,2024,0
"REGION1","LNDAGRBC1C07","CO2",54,2025,0
"REGION1","LNDAGRBC1C07","CO2",54,2026,0
"REGION1","LNDAGRBC1C07","CO2",54,2027,0
"REGION1","LNDAGRBC1C07","CO2",54,2028,0
"REGION1","LNDAGRBC1C07","CO2",54,2029,0
"REGION1","LNDAGRBC1C07","CO2",54,2030,0
"REGION1","LNDAGRBC1C07","CO2",54,2031,0
"REGION1","LNDAGRBC1C07","CO2",54,2032,0
"REGION1","LNDAGRBC1C07","CO2",54,2033,0
"REGION1","LNDAGRBC1C07","CO2",54,2034,0
"REGION1","LNDAGRBC1C07","CO2",54,2035,0
"REGION1","LNDAGRBC1C07","CO2",54,2036,0
"REGION1","LNDAGRBC1C07","CO2",54,2037,0
"REGION1","LNDAGRBC1C07","CO2",54,2038,0
"REGION1","LNDAGRBC1C07","CO2",54,2039,0
"REGION1","LNDAGRBC1C07","CO2",54,2040,0
"REGION1","LNDAGRBC1C07","CO2",54,2041,0
"REGION1","LNDAGRBC1C07","CO2",54,2042,0
"REGION1","LNDAGRBC1C07","CO2",54,2043,0
"REGION1","LNDAGRBC1C07","CO2",54,2044,0
"REGION1","LNDAGRBC1C07","CO2",54,2045,0
"REGION1","LNDAGRBC1C07","CO2",54,2046,0
"REGION1","LNDAGRBC1C07","CO2",54,2047,0
"REGION1","LNDAGRBC1C07","CO2",54,2048,0
"REGION1","LNDAGRBC1C07","CO2",54,2049,0
"REGION1","LNDAGRBC1C07","CO2",54,2050,0
"REGION1","LNDAGRBC1C07","CO2",15,2020,0
"REGION1","LNDAGRBC1C07","CO2",15,2021,0
"REGION1","LNDAGRBC1C07","CO2",15,2022,0
"REGION1","LNDAGRBC1C07","CO2",15,2023,0
"REGION1","LNDAGRBC1C07","CO2",15,2024,0
"REGION1","LNDAGRBC1C07","CO2",15,2025,0
"REGION1","LNDAGRBC1C07","CO2",15,2026,0
"REGION1","LNDAGRBC1C07","CO2",15,2027,0
"REGION1","LNDAGRBC1C07","CO2",15,2028,0
"REGION1","LNDAGRBC1C07","CO2",15,2029,0
"REGION1","LNDAGRBC1C07","CO2",15,2030,0
"REGION1","LNDAGRBC1C07","CO2",15,2031,0
"REGION1","LNDAGRBC1C07","CO2",15,2032,0
"REGION1","LNDAGRBC1C07","CO2",15,2033,0
"REGION1","LNDAGRBC1C07","CO2",15,2034,0
"REGION1","LNDAGRBC1C07","CO2",15,2035,0
"REGION1","LNDAGRBC1C07","CO2",15,2036,0
"REGION1","LNDAGRBC1C07","CO2",15,2037,0
"REGION1","LNDAGRBC1C07","CO2",15,2038,0
"REGION1","LNDAGRBC1C07","CO2",15,2039,0
"REGION1","LNDAGRBC1C07","CO2",15,2040,0
"REGION1","LNDAGRBC1C07","CO2",15,2041,0
"REGION1","LNDAGRBC1C07","CO2",15,2042,0
"REGION1","LNDAGRBC1C07","CO2",15,2043,0
"REGION1","LNDAGRBC1C07","CO2",15,2044,0
"REGION1","LNDAGRBC1C07","CO2",15,2045,0
"REGION1","LNDAGRBC1C07","CO2",15,2046,0
"REGION1","LNDAGRBC1C07","CO2",15,2047,0
"REGION1","LNDAGRBC1C07","CO2",15,2048,0
"REGION1","LNDAGRBC1C07","CO2",15,2049,0
"REGION1","LNDAGRBC1C07","CO2",15,2050,0
"REGION1","LNDAGRBC1C07","CO2",55,2020,0
"REGION1","LNDAGRBC1C07","CO2",55,2021,0
"REGION1","LNDAGRBC1C07","CO2",55,2022,0
"REGION1","LNDAGRBC1C07","CO2",55,2023,0
"REGION1","LNDAGRBC1C07","CO2",55,2024,0
"REGION1","LNDAGRBC1C07","CO2",55,2025,0
"REGION1","LNDAGRBC1C07","CO2",55,2026,0
"REGION1","LNDAGRBC1C07","CO2",55,2027,0
"REGION1","LNDAGRBC1C07","CO2",55,2028,0
"REGION1","LNDAGRBC1C07","CO2",55,2029,0
"REGION1","LNDAGRBC1C07","CO2",55,2030,0
"REGION1","LNDAGRBC1C07","CO2",55,2031,0
"REGION1","LNDAGRBC1C07","CO2",55,2032,0
"REGION1","LNDAGRBC1C07","CO2",55,2033,0
"REGION1","LNDAGRBC1C07","CO2",55,2034,0
"REGION1","LNDAGRBC1C07","CO2",55,2035,0
"REGION1","LNDAGRBC1C07","CO2",55,2036,0
"REGION1","LNDAGRBC1C07","CO2",55,2037,0
"REGION1","LNDAGRBC1C07","CO2",55,2038,0
"REGION1","LNDAGRBC1C07","CO2",55,2039,0
"REGION1","LNDAGRBC1C07","CO2",55,2040,0
"REGION1","LNDAGRBC1C07","CO2",55,2041,0
"REGION1","LNDAGRBC1C07","CO2",55,2042,0
"REGION1","LNDAGRBC1C07","CO2",55,2043,0
"REGION1","LNDAGRBC1C07","CO2",55,2044,0
"REGION1","LNDAGRBC1C07","CO2",55,2045,0
"REGION1","LNDAGRBC1C07","CO2",55,2046,0
"REGION1","LNDAGRBC1C07","CO2",55,2047,0
"REGION1","LNDAGRBC1C07","CO2",55,2048,0
"REGION1","LNDAGRBC1C07","CO2",55,2049,0
"REGION1","LNDAGRBC1C07","CO2",55,2050,0
"REGION1","LNDAGRBC1C07","CO2",3,2020,0
"REGION1","LNDAGRBC1C07","CO2",3,2021,0
"REGION1","LNDAGRBC1C07","CO2",3,2022,0
"REGION1","LNDAGRBC1C07","CO2",3,2023,0
"REGION1","LNDAGRBC1C07","CO2",3,2024,0
"REGION1","LNDAGRBC1C07","CO2",3,2025,0
"REGION1","LNDAGRBC1C07","CO2",3,2026,0
"REGION1","LNDAGRBC1C07","CO2",3,2027,0
"REGION1","LNDAGRBC1C07","CO2",3,2028,0
"REGION1","LNDAGRBC1C07","CO2",3,2029,0
"REGION1","LNDAGRBC1C07","CO2",3,2030,0
"REGION1","LNDAGRBC1C07","CO2",3,2031,0
"REGION1","LNDAGRBC1C07","CO2",3,2032,0
"REGION1","LNDAGRBC1C07","CO2",3,2033,0
"REGION1","LNDAGRBC1C07","CO2",3,2034,0
"REGION1","LNDAGRBC1C07","CO2",3,2035,0
"REGION1","LNDAGRBC1C07","CO2",3,2036,0
"REGION1","LNDAGRBC1C07","CO2",3,2037,0
"REGION1","LNDAGRBC1C07","CO2",3,2038,0
"REGION1","LNDAGRBC1C07","CO2",3,2039,0
"REGION1","LNDAGRBC1C07","CO2",3,2040,0
"REGION1","LNDAGRBC1C07","CO2",3,2041,0
"REGION1","LNDAGRBC1C07","CO2",3,2042,0
"REGION1","LNDAGRBC1C07","CO2",3,2043,0
"REGION1","LNDAGRBC1C07","CO2",3,2044,0
"REGION1","LNDAGRBC1C07","CO2",3,2045,0
"REGION1","LNDAGRBC1C07","CO2",3,2046,0
"REGION1","LNDAGRBC1C07","CO2",3,2047,0
"REGION1","LNDAGRBC1C07","CO2",3,2048,0
"REGION1","LNDAGRBC1C07","CO2",3,2049,0
"REGION1","LNDAGRBC1C07","CO2",3,2050,0
"REGION1","LNDAGRBC1C07","CO2",22,2020,0
"REGION1","LNDAGRBC1C07","CO2",22,2021,0
"REGION1","LNDAGRBC1C07","CO2",22,2022,0
"REGION1","LNDAGRBC1C07","CO2",22,2023,0
"REGION1","LNDAGRBC1C07","CO2",22,2024,0
"REGION1","LNDAGRBC1C07","CO2",22,2025,0
"REGION1","LNDAGRBC1C07","CO2",22,2026,0
"REGION1","LNDAGRBC1C07","CO2",22,2027,0
"REGION1","LNDAGRBC1C07","CO2",22,2028,0
"REGION1","LNDAGRBC1C07","CO2",22,2029,0
"REGION1","LNDAGRBC1C07","CO2",22,2030,0
"REGION1","LNDAGRBC1C07","CO2",22,2031,0
"REGION1","LNDAGRBC1C07","CO2",22,2032,0
"REGION1","LNDAGRBC1C07","CO2",22,2033,0
"REGION1","LNDAGRBC1C07","CO2",22,2034,0
"REGION1","LNDAGRBC1C07","CO2",22,2035,0
"REGION1","LNDAGRBC1C07","CO2",22,2036,0
"REGION1","LNDAGRBC1C07","CO2",22,2037,0
"REGION1","LNDAGRBC1C07","CO2",22,2038,0
"REGION1","LNDAGRBC1C07","CO2",22,2039,0
"REGION1","LNDAGRBC1C07","CO2",22,2040,0
"REGION1","LNDAGRBC1C07","CO2",22,2041,0
"REGION1","LNDAGRBC1C07","CO2",22,2042,0
"REGION1","LNDAGRBC1C07","CO2",22,2043,0
"REGION1","LNDAGRBC1C07","CO2",22,2044,0
"REGION1","LNDAGRBC1C07","CO2",22,2045,0
"REGION1","LNDAGRBC1C07","CO2",22,2046,0
"REGION1","LNDAGRBC1C07","CO2",22,2047,0
"REGION1","LNDAGRBC1C07","CO2",22,2048,0
"REGION1","LNDAGRBC1C07","CO2",22,2049,0
"REGION1","LNDAGRBC1C07","CO2",22,2050,0
"REGION1","LNDAGRBC1C07","CO2",11,2020,0
"REGION1","LNDAGRBC1C07","CO2",11,2021,0
"REGION1","LNDAGRBC1C07","CO2",11,2022,0
"REGION1","LNDAGRBC1C07","CO2",11,2023,0
"REGION1","LNDAGRBC1C07","CO2",11,2024,0
"REGION1","LNDAGRBC1C07","CO2",11,2025,0
"REGION1","LNDAGRBC1C07","CO2",11,2026,0
"REGION1","LNDAGRBC1C07","CO2",11,2027,0
"REGION1","LNDAGRBC1C07","CO2",11,2028,0
"REGION1","LNDAGRBC1C07","CO2",11,2029,0
"REGION1","LNDAGRBC1C07","CO2",11,2030,0
"REGION1","LNDAGRBC1C07","CO2",11,2031,0
"REGION1","LNDAGRBC1C07","CO2",11,2032,0
"REGION1","LNDAGRBC1C07","CO2",11,2033,0
"REGION1","LNDAGRBC1C07","CO2",11,2034,0
"REGION1","LNDAGRBC1C07","CO2",11,2035,0
"REGION1","LNDAGRBC1C07","CO2",11,2036,0
"REGION1","LNDAGRBC1C07","CO2",11,2037,0
"REGION1","LNDAGRBC1C07","CO2",11,2038,0
"REGION1","LNDAGRBC1C07","CO2",11,2039,0
"REGION1","LNDAGRBC1C07","CO2",11,2040,0
"REGION1","LNDAGRBC1C07","CO2",11,2041,0
"REGION1","LNDAGRBC1C07","CO2",11,2042,0
"REGION1","LNDAGRBC1C07","CO2",11,2043,0
"REGION1","LNDAGRBC1C07","CO2",11,2044,0
"REGION1","LNDAGRBC1C07","CO2",11,2045,0
"REGION1","LNDAGRBC1C07","CO2",11,2046,0
"REGION1","LNDAGRBC1C07","CO2",11,2047,0
"REGION1","LNDAGRBC1C07","CO2",11,2048,0
"REGION1","LNDAGRBC1C07","CO2",11,2049,0
"REGION1","LNDAGRBC1C07","CO2",11,2050,0
"REGION1","LNDAGRBC1C07","CO2",5,2020,0
"REGION1","LNDAGRBC1C07","CO2",5,2021,0
"REGION1","LNDAGRBC1C07","CO2",5,2022,0
"REGION1","LNDAGRBC1C07","CO2",5,2023,0
"REGION1","LNDAGRBC1C07","CO2",5,2024,0
"REGION1","LNDAGRBC1C07","CO2",5,2025,0
"REGION1","LNDAGRBC1C07","CO2",5,2026,0
"REGION1","LNDAGRBC1C07","CO2",5,2027,0
"REGION1","LNDAGRBC1C07","CO2",5,2028,0
"REGION1","LNDAGRBC1C07","CO2",5,2029,0
"REGION1","LNDAGRBC1C07","CO2",5,2030,0
"REGION1","LNDAGRBC1C07","CO2",5,2031,0
"REGION1","LNDAGRBC1C07","CO2",5,2032,0
"REGION1","LNDAGRBC1C07","CO2",5,2033,0
"REGION1","LNDAGRBC1C07","CO2",5,2034,0
"REGION1","LNDAGRBC1C07","CO2",5,2035,0
"REGION1","LNDAGRBC1C07","CO2",5,2036,0
"REGION1","LNDAGRBC1C07","CO2",5,2037,0
"REGION1","LNDAGRBC1C07","CO2",5,2038,0
"REGION1","LNDAGRBC1C07","CO2",5,2039,0
"REGION1","LNDAGRBC1C07","CO2",5,2040,0
"REGION1","LNDAGRBC1C07","CO2",5,2041,0
