r,t,y,TotalCapacityAnnual
REGION1,LNDALFHIBC1,2048,11.5074
REGION1,LNDALFHIBC1,2049,11.5229
REGION1,LNDALFHIBC1,2050,11.5307
REGION1,LNDALFHRBC1,2020,2.5764
REGION1,LNDALFHRBC1,2021,2.4046
REGION1,LNDALFHRBC1,2022,2.2329
REGION1,LNDALFHRBC1,2023,2.0611
REGION1,LNDALFHRBC1,2024,1.8894
REGION1,LNDALFHRBC1,2025,1.7176
REGION1,LNDALFHRBC1,2026,1.5458
REGION1,LNDALFHRBC1,2027,1.3741
REGION1,LNDALFHRBC1,2028,1.2023
REGION1,LNDALFHRBC1,2029,1.0306
REGION1,LNDALFHRBC1,2030,0.8588
REGION1,LNDALFHRBC1,2031,0.687
REGION1,LNDALFHRBC1,2032,0.5153
REGION1,LNDALFHRBC1,2033,0.3435
REGION1,LNDALFHRBC1,2034,0.1718
REGION1,LNDALFIIBC1,2020,0.13
REGION1,LNDALFIIBC1,2021,0.1213
REGION1,LNDALFIIBC1,2022,0.1127
REGION1,LNDALFIIBC1,2023,0.104
REGION1,LNDALFIIBC1,2024,0.0953
REGION1,LNDALFIIBC1,2025,0.0867
REGION1,LNDALFIIBC1,2026,0.078
REGION1,LNDALFIIBC1,2027,0.0693
REGION1,LNDALFIIBC1,2028,0.0607
REGION1,LNDALFIIBC1,2029,0.052
REGION1,LNDALFIIBC1,2030,0.0433
REGION1,LNDALFIIBC1,2031,0.0347
REGION1,LNDALFIIBC1,2032,0.026
REGION1,LNDALFIIBC1,2033,0.0173
REGION1,LNDALFIIBC1,2034,0.0087
REGION1,LNDALFIRBC1,2020,0.6441
REGION1,LNDALFIRBC1,2021,0.6012
REGION1,LNDALFIRBC1,2022,0.5582
REGION1,LNDALFIRBC1,2023,0.5153
REGION1,LNDALFIRBC1,2024,0.4723
REGION1,LNDALFIRBC1,2025,0.4294
REGION1,LNDALFIRBC1,2026,0.3865
REGION1,LNDALFIRBC1,2027,0.3435
REGION1,LNDALFIRBC1,2028,0.3006
REGION1,LNDALFIRBC1,2029,0.2576
REGION1,LNDALFIRBC1,2030,0.2147
REGION1,LNDALFIRBC1,2031,0.1718
REGION1,LNDALFIRBC1,2032,0.1288
REGION1,LNDALFIRBC1,2033,0.0859
REGION1,LNDALFIRBC1,2034,0.0429
REGION1,LNDALFLRBC1,2020,20.2753
REGION1,LNDALFLRBC1,2021,22.1029
REGION1,LNDALFLRBC1,2022,22.7485
REGION1,LNDALFLRBC1,2023,23.4156
REGION1,LNDALFLRBC1,2024,24.0827
REGION1,LNDALFLRBC1,2025,24.0827
REGION1,LNDALFLRBC1,2026,24.0827
REGION1,LNDALFLRBC1,2027,24.0827
REGION1,LNDALFLRBC1,2028,24.0827
REGION1,LNDALFLRBC1,2029,24.0827
REGION1,LNDALFLRBC1,2030,24.0827
REGION1,LNDALFLRBC1,2031,24.0827
REGION1,LNDALFLRBC1,2032,24.0827
REGION1,LNDALFLRBC1,2033,24.0827
REGION1,LNDALFLRBC1,2034,24.0827
REGION1,LNDALFLRBC1,2035,3.8074
REGION1,LNDALFLRBC1,2036,1.9798
REGION1,LNDALFLRBC1,2037,1.3342
REGION1,LNDALFLRBC1,2038,0.6671
REGION1,LNDBARBC1,2020,149.8406
REGION1,LNDBARBC1,2021,149.8406
REGION1,LNDBARBC1,2022,149.8406
REGION1,LNDBARBC1,2023,149.8406
REGION1,LNDBARBC1,2024,149.8406
REGION1,LNDBARBC1,2025,149.8406
REGION1,LNDBARBC1,2026,149.8406
REGION1,LNDBARBC1,2027,149.8406
REGION1,LNDBARBC1,2028,149.8406
REGION1,LNDBARBC1,2029,149.8406
REGION1,LNDBARBC1,2030,149.8406
REGION1,LNDBARBC1,2031,149.8406
REGION1,LNDBARBC1,2032,149.8406
REGION1,LNDBARBC1,2033,149.8406
REGION1,LNDBARBC1,2034,149.8406
REGION1,LNDBARBC1,2035,149.8406
REGION1,LNDBARBC1,2036,149.8406
REGION1,LNDBARBC1,2037,149.8406
REGION1,LNDBARBC1,2038,149.8406
REGION1,LNDBARBC1,2039,149.8406
REGION1,LNDBARBC1,2040,149.8406
REGION1,LNDBARBC1,2041,149.8406
REGION1,LNDBARBC1,2042,149.8406
REGION1,LNDBARBC1,2043,149.8406
REGION1,LNDBARBC1,2044,149.8406
REGION1,LNDBARBC1,2045,149.8406
REGION1,LNDBARBC1,2046,149.8406
REGION1,LNDBARBC1,2047,149.8406
REGION1,LNDBARBC1,2048,149.8406
REGION1,LNDBARBC1,2049,149.8406
REGION1,LNDBARBC1,2050,149.8406
REGION1,LNDBLTBC1,2020,12.0306
REGION1,LNDBLTBC1,2021,12.0732
REGION1,LNDBLTBC1,2022,12.1161
REGION1,LNDBLTBC1,2023,12.1596
REGION1,LNDBLTBC1,2024,12.2039
REGION1,LNDBLTBC1,2025,11.1512
REGION1,LNDBLTBC1,2026,12.5201
REGION1,LNDBLTBC1,2027,12.5651
REGION1,LNDBLTBC1,2028,8.7834
REGION1,LNDBLTBC1,2029,8.829
REGION1,LNDBLTBC1,2030,8.876
REGION1,LNDBLTBC1,2031,8.9234
REGION1,LNDBLTBC1,2032,8.9715
REGION1,LNDBLTBC1,2033,9.0194
REGION1,LNDBLTBC1,2034,9.0673
REGION1,LNDBLTBC1,2035,9.1158
REGION1,LNDBLTBC1,2036,9.1649
REGION1,LNDBLTBC1,2037,9.2146
REGION1,LNDBLTBC1,2038,9.2651
REGION1,LNDBLTBC1,2039,9.3161
REGION1,LNDBLTBC1,2040,9.3677
REGION1,LNDBLTBC1,2041,9.4197
REGION1,LNDBLTBC1,2042,9.4723
REGION1,LNDBLTBC1,2043,9.5254
REGION1,LNDBLTBC1,2044,9.5791
REGION1,LNDBLTBC1,2045,9.6335
REGION1,LNDBLTBC1,2046,9.6884
REGION1,LNDBLTBC1,2047,9.7439
REGION1,LNDBLTBC1,2048,9.8
REGION1,LNDBLTBC1,2049,9.8567
REGION1,LNDBLTBC1,2050,9.914
REGION1,LNDBRLHIBC1,2020,0.0018
REGION1,LNDBRLHIBC1,2021,0.0017
REGION1,LNDBRLHIBC1,2022,0.0016
REGION1,LNDBRLHIBC1,2023,0.0015
REGION1,LNDBRLHIBC1,2024,0.0014
REGION1,LNDBRLHIBC1,2025,0.0012
REGION1,LNDBRLHIBC1,2026,0.0011
REGION1,LNDBRLHIBC1,2027,0.001
REGION1,LNDBRLHIBC1,2028,0.0009
REGION1,LNDBRLHIBC1,2029,0.0007
REGION1,LNDBRLHIBC1,2030,0.0006
REGION1,LNDBRLHIBC1,2031,0.0005
REGION1,LNDBRLHIBC1,2032,0.0004
REGION1,LNDBRLHIBC1,2033,0.0002
REGION1,LNDBRLHIBC1,2034,0.0001
REGION1,LNDBRLHRBC1,2020,0.1833
REGION1,LNDBRLHRBC1,2021,0.1711
REGION1,LNDBRLHRBC1,2022,0.1589
REGION1,LNDBRLHRBC1,2023,0.1467
REGION1,LNDBRLHRBC1,2024,0.1344
REGION1,LNDBRLHRBC1,2025,0.1222
REGION1,LNDBRLHRBC1,2026,0.11
REGION1,LNDBRLHRBC1,2027,0.0978
REGION1,LNDBRLHRBC1,2028,0.0856
REGION1,LNDBRLHRBC1,2029,0.0874
REGION1,LNDBRLHRBC1,2030,0.0933
REGION1,LNDBRLHRBC1,2031,0.0979
REGION1,LNDBRLHRBC1,2032,0.1024
REGION1,LNDBRLHRBC1,2033,0.107
REGION1,LNDBRLHRBC1,2034,0.1116
REGION1,LNDBRLHRBC1,2035,0.1162
REGION1,LNDBRLHRBC1,2036,0.1187
REGION1,LNDBRLHRBC1,2037,0.1212
REGION1,LNDBRLHRBC1,2038,0.1237
REGION1,LNDBRLHRBC1,2039,0.1275
REGION1,LNDBRLHRBC1,2040,0.1301
REGION1,LNDBRLHRBC1,2041,0.1326
REGION1,LNDBRLHRBC1,2042,0.1351
REGION1,LNDBRLHRBC1,2043,0.1376
REGION1,LNDBRLHRBC1,2044,0.1402
REGION1,LNDBRLHRBC1,2045,0.1427
REGION1,LNDBRLHRBC1,2046,0.1452
REGION1,LNDBRLHRBC1,2047,0.1477
REGION1,LNDBRLHRBC1,2048,0.1503
REGION1,LNDBRLHRBC1,2049,0.1528
REGION1,LNDBRLHRBC1,2050,0.1566
REGION1,LNDBRLIIBC1,2020,0.0005
REGION1,LNDBRLIIBC1,2021,0.0004
REGION1,LNDBRLIIBC1,2022,0.0004
REGION1,LNDBRLIIBC1,2023,0.0004
REGION1,LNDBRLIIBC1,2024,0.0003
REGION1,LNDBRLIIBC1,2025,0.0003
REGION1,LNDBRLIIBC1,2026,0.0003
REGION1,LNDBRLIIBC1,2027,0.0002
REGION1,LNDBRLIIBC1,2028,0.0002
REGION1,LNDBRLIIBC1,2029,0.0002
REGION1,LNDBRLIIBC1,2030,0.0001
REGION1,LNDBRLIIBC1,2031,0.0001
REGION1,LNDBRLIIBC1,2032,0.0001
REGION1,LNDBRLIIBC1,2033,0.0001
REGION1,LNDBRLIIBC1,2034,0.0
REGION1,LNDBRLIRBC1,2020,0.0458
REGION1,LNDBRLIRBC1,2021,0.0428
REGION1,LNDBRLIRBC1,2022,0.0397
REGION1,LNDBRLIRBC1,2023,0.0367
REGION1,LNDBRLIRBC1,2024,0.0336
REGION1,LNDBRLIRBC1,2025,0.0306
REGION1,LNDBRLIRBC1,2026,0.0275
REGION1,LNDBRLIRBC1,2027,0.0244
REGION1,LNDBRLIRBC1,2028,0.0214
REGION1,LNDBRLIRBC1,2029,0.0183
REGION1,LNDBRLIRBC1,2030,0.0153
REGION1,LNDBRLIRBC1,2031,0.0122
REGION1,LNDBRLIRBC1,2032,0.0092
REGION1,LNDBRLIRBC1,2033,0.0061
REGION1,LNDBRLIRBC1,2034,0.0031
REGION1,LNDFORBC1,2020,523.6845
REGION1,LNDFORBC1,2021,518.3683
REGION1,LNDFORBC1,2022,518.3812
REGION1,LNDFORBC1,2023,517.3225
REGION1,LNDFORBC1,2024,516.6431
REGION1,LNDFORBC1,2025,517.6942
REGION1,LNDFORBC1,2026,516.1234
REGION1,LNDFORBC1,2027,528.2972
REGION1,LNDFORBC1,2028,531.7471
REGION1,LNDFORBC1,2029,531.5157
REGION1,LNDFORBC1,2030,531.3428
REGION1,LNDFORBC1,2031,530.9964
REGION1,LNDFORBC1,2032,531.0284
REGION1,LNDFORBC1,2033,530.812
REGION1,LNDFORBC1,2034,530.6892
REGION1,LNDFORBC1,2035,543.4299
REGION1,LNDFORBC1,2036,544.2294
REGION1,LNDFORBC1,2037,544.3319
REGION1,LNDFORBC1,2038,544.5257
REGION1,LNDFORBC1,2039,544.805
REGION1,LNDFORBC1,2040,544.6248
REGION1,LNDFORBC1,2041,544.3534
REGION1,LNDFORBC1,2042,544.1052
REGION1,LNDFORBC1,2043,543.8414
REGION1,LNDFORBC1,2044,543.6026
REGION1,LNDFORBC1,2045,543.3581
REGION1,LNDFORBC1,2046,543.1183
REGION1,LNDFORBC1,2047,542.8754
REGION1,LNDFORBC1,2048,542.6292
REGION1,LNDFORBC1,2049,542.3896
REGION1,LNDFORBC1,2050,542.1436
REGION1,LNDGRSBC1,2020,160.5092
REGION1,LNDGRSBC1,2021,160.5092
REGION1,LNDGRSBC1,2022,160.5092
REGION1,LNDGRSBC1,2023,160.5092
REGION1,LNDGRSBC1,2024,160.5092
REGION1,LNDGRSBC1,2025,160.5092
REGION1,LNDGRSBC1,2026,160.5092
REGION1,LNDGRSBC1,2027,160.5092
REGION1,LNDGRSBC1,2028,160.5092
REGION1,LNDGRSBC1,2029,160.5092
REGION1,LNDGRSBC1,2030,160.5092
REGION1,LNDGRSBC1,2031,160.5092
REGION1,LNDGRSBC1,2032,160.5092
REGION1,LNDGRSBC1,2033,160.5092
REGION1,LNDGRSBC1,2034,160.5092
REGION1,LNDGRSBC1,2035,160.5092
REGION1,LNDGRSBC1,2036,160.5092
REGION1,LNDGRSBC1,2037,160.5092
REGION1,LNDGRSBC1,2038,160.5092
REGION1,LNDGRSBC1,2039,160.5092
REGION1,LNDGRSBC1,2040,160.5092
REGION1,LNDGRSBC1,2041,160.5092
REGION1,LNDGRSBC1,2042,160.5092
REGION1,LNDGRSBC1,2043,160.5092
REGION1,LNDGRSBC1,2044,160.5092
REGION1,LNDGRSBC1,2045,160.5092
REGION1,LNDGRSBC1,2046,160.5092
REGION1,LNDGRSBC1,2047,160.5092
REGION1,LNDGRSBC1,2048,160.5092
REGION1,LNDGRSBC1,2049,160.5092
REGION1,LNDGRSBC1,2050,160.5092
REGION1,LNDMAIHIBC1,2020,0.0014
REGION1,LNDMAIHIBC1,2021,3.161
REGION1,LNDMAIHIBC1,2022,3.1609
REGION1,LNDMAIHIBC1,2023,3.2201
REGION1,LNDMAIHIBC1,2024,3.3493
REGION1,LNDMAIHIBC1,2025,3.3589
REGION1,LNDMAIHIBC1,2026,3.528
REGION1,LNDMAIHIBC1,2027,8.2431
REGION1,LNDMAIHIBC1,2028,8.5053
REGION1,LNDMAIHIBC1,2029,8.6744
REGION1,LNDMAIHIBC1,2030,8.7239
REGION1,LNDMAIHIBC1,2031,8.9027
REGION1,LNDMAIHIBC1,2032,8.9026
REGION1,LNDMAIHIBC1,2033,9.0318
REGION1,LNDMAIHIBC1,2034,9.068
REGION1,LNDMAIHIBC1,2035,9.1839
REGION1,LNDMAIHIBC1,2036,9.4099
REGION1,LNDMAIHIBC1,2037,9.5827
REGION1,LNDMAIHIBC1,2038,9.689
REGION1,LNDMAIHIBC1,2039,9.7023
REGION1,LNDMAIHIBC1,2040,9.7554
REGION1,LNDMAIHIBC1,2041,9.8884
REGION1,LNDMAIHIBC1,2042,10.008
REGION1,LNDMAIHIBC1,2043,10.1276
REGION1,LNDMAIHIBC1,2044,10.2339
REGION1,LNDMAIHIBC1,2045,10.3402
REGION1,LNDMAIHIBC1,2046,10.4466
REGION1,LNDMAIHIBC1,2047,10.5529
REGION1,LNDMAIHIBC1,2048,10.6592
REGION1,LNDMAIHIBC1,2049,10.7523
REGION1,LNDMAIHIBC1,2050,10.8586
REGION1,LNDMAIHRBC1,2020,0.1416
REGION1,LNDMAIHRBC1,2021,0.1322
REGION1,LNDMAIHRBC1,2022,0.1228
REGION1,LNDMAIHRBC1,2023,0.1133
REGION1,LNDMAIHRBC1,2024,0.1039
REGION1,LNDMAIHRBC1,2025,0.0944
REGION1,LNDMAIHRBC1,2026,0.085
REGION1,LNDMAIHRBC1,2027,0.0756
REGION1,LNDMAIHRBC1,2028,0.0661
REGION1,LNDMAIHRBC1,2029,0.0567
REGION1,LNDMAIHRBC1,2030,0.0472
REGION1,LNDMAIHRBC1,2031,0.0378
REGION1,LNDMAIHRBC1,2032,0.0283
REGION1,LNDMAIHRBC1,2033,0.0189
REGION1,LNDMAIHRBC1,2034,0.0094
REGION1,LNDMAIIIBC1,2020,0.0004
REGION1,LNDMAIIIBC1,2021,0.0003
REGION1,LNDMAIIIBC1,2022,0.0003
REGION1,LNDMAIIIBC1,2023,0.0003
REGION1,LNDMAIIIBC1,2024,0.0003
REGION1,LNDMAIIIBC1,2025,0.0002
REGION1,LNDMAIIIBC1,2026,0.0002
REGION1,LNDMAIIIBC1,2027,0.0002
REGION1,LNDMAIIIBC1,2028,0.0002
REGION1,LNDMAIIIBC1,2029,0.0001
REGION1,LNDMAIIIBC1,2030,0.0001
REGION1,LNDMAIIIBC1,2031,0.0001
REGION1,LNDMAIIIBC1,2032,0.0001
REGION1,LNDMAIIIBC1,2033,0.0
REGION1,LNDMAIIIBC1,2034,0.0
REGION1,LNDMAIIRBC1,2020,0.0354
REGION1,LNDMAIIRBC1,2021,0.0331
REGION1,LNDMAIIRBC1,2022,0.0307
REGION1,LNDMAIIRBC1,2023,0.0283
REGION1,LNDMAIIRBC1,2024,0.026
REGION1,LNDMAIIRBC1,2025,0.0236
REGION1,LNDMAIIRBC1,2026,0.0213
REGION1,LNDMAIIRBC1,2027,0.0189
REGION1,LNDMAIIRBC1,2028,0.0165
REGION1,LNDMAIIRBC1,2029,0.0142
REGION1,LNDMAIIRBC1,2030,0.0118
REGION1,LNDMAIIRBC1,2031,0.0094
REGION1,LNDMAIIRBC1,2032,0.0071
REGION1,LNDMAIIRBC1,2033,0.0047
REGION1,LNDMAIIRBC1,2034,0.0024
REGION1,LNDMAILRBC1,2020,16.9813
REGION1,LNDMAILRBC1,2021,16.9813
REGION1,LNDMAILRBC1,2022,16.9813
REGION1,LNDMAILRBC1,2023,16.9813
REGION1,LNDMAILRBC1,2024,16.9813
REGION1,LNDMAILRBC1,2025,16.9813
REGION1,LNDMAILRBC1,2026,16.9813
REGION1,LNDMAILRBC1,2027,16.9813
REGION1,LNDMAILRBC1,2028,16.9813
REGION1,LNDMAILRBC1,2029,16.9813
REGION1,LNDMAILRBC1,2030,16.9813
REGION1,LNDMAILRBC1,2031,16.9813
REGION1,LNDMAILRBC1,2032,16.9813
REGION1,LNDMAILRBC1,2033,16.9813
REGION1,LNDMAILRBC1,2034,16.9813
REGION1,LNDOATHIBC1,2020,0.0022
REGION1,LNDOATHIBC1,2021,0.002
REGION1,LNDOATHIBC1,2022,0.0019
REGION1,LNDOATHIBC1,2023,0.0018
REGION1,LNDOATHIBC1,2024,0.0016
REGION1,LNDOATHIBC1,2025,0.0085
REGION1,LNDOATHIBC1,2026,0.0265
REGION1,LNDOATHIBC1,2027,0.0445
REGION1,LNDOATHIBC1,2028,0.0624
REGION1,LNDOATHIBC1,2029,0.0827
REGION1,LNDOATHIBC1,2030,0.1007
REGION1,LNDOATHIBC1,2031,0.1186
REGION1,LNDOATHIBC1,2032,0.1389
REGION1,LNDOATHIBC1,2033,0.1569
REGION1,LNDOATHIBC1,2034,0.1749
REGION1,LNDOATHIBC1,2035,0.1928
REGION1,LNDOATHIBC1,2036,0.1974
REGION1,LNDOATHIBC1,2037,0.1997
REGION1,LNDOATHIBC1,2038,0.202
REGION1,LNDOATHIBC1,2039,0.2066
REGION1,LNDOATHIBC1,2040,0.2089
REGION1,LNDOATHIBC1,2041,0.2112
REGION1,LNDOATHIBC1,2042,0.2135
REGION1,LNDOATHIBC1,2043,0.2181
REGION1,LNDOATHIBC1,2044,0.2204
REGION1,LNDOATHIBC1,2045,0.2227
REGION1,LNDOATHIBC1,2046,0.225
REGION1,LNDOATHIBC1,2047,0.2296
REGION1,LNDOATHIBC1,2048,0.2319
REGION1,LNDOATHIBC1,2049,0.2342
REGION1,LNDOATHIBC1,2050,0.2388
REGION1,LNDOATHRBC1,2020,0.2164
REGION1,LNDOATHRBC1,2021,0.202
REGION1,LNDOATHRBC1,2022,0.1875
REGION1,LNDOATHRBC1,2023,0.1731
REGION1,LNDOATHRBC1,2024,0.1587
REGION1,LNDOATHRBC1,2025,0.1443
REGION1,LNDOATHRBC1,2026,0.1298
REGION1,LNDOATHRBC1,2027,0.1154
REGION1,LNDOATHRBC1,2028,0.101
REGION1,LNDOATHRBC1,2029,0.0866
REGION1,LNDOATHRBC1,2030,0.0721
REGION1,LNDOATHRBC1,2031,0.0577
REGION1,LNDOATHRBC1,2032,0.0433
REGION1,LNDOATHRBC1,2033,0.0288
REGION1,LNDOATHRBC1,2034,0.0144
REGION1,LNDOATIIBC1,2020,0.0006
REGION1,LNDOATIIBC1,2021,0.0005
REGION1,LNDOATIIBC1,2022,0.0005
REGION1,LNDOATIIBC1,2023,0.0004
REGION1,LNDOATIIBC1,2024,0.0004
REGION1,LNDOATIIBC1,2025,0.0004
REGION1,LNDOATIIBC1,2026,0.0003
REGION1,LNDOATIIBC1,2027,0.0003
REGION1,LNDOATIIBC1,2028,0.0003
REGION1,LNDOATIIBC1,2029,0.0002
REGION1,LNDOATIIBC1,2030,0.0002
REGION1,LNDOATIIBC1,2031,0.0001
REGION1,LNDOATIIBC1,2032,0.0001
REGION1,LNDOATIIBC1,2033,0.0001
REGION1,LNDOATIIBC1,2034,0.0
REGION1,LNDOATIRBC1,2020,0.0541
REGION1,LNDOATIRBC1,2021,0.0505
REGION1,LNDOATIRBC1,2022,0.0469
REGION1,LNDOATIRBC1,2023,0.0433
REGION1,LNDOATIRBC1,2024,0.0397
REGION1,LNDOATIRBC1,2025,0.0361
REGION1,LNDOATIRBC1,2026,0.0325
REGION1,LNDOATIRBC1,2027,0.0288
REGION1,LNDOATIRBC1,2028,0.0253
REGION1,LNDOATIRBC1,2029,0.0216
REGION1,LNDOATIRBC1,2030,0.018
REGION1,LNDOATIRBC1,2031,0.0144
REGION1,LNDOATIRBC1,2032,0.0108
REGION1,LNDOATIRBC1,2033,0.0072
REGION1,LNDOATIRBC1,2034,0.0036
REGION1,LNDOTHHIBC1,2020,0.3846
REGION1,LNDOTHHIBC1,2021,0.359
REGION1,LNDOTHHIBC1,2022,0.3333
REGION1,LNDOTHHIBC1,2023,0.3077
REGION1,LNDOTHHIBC1,2024,0.2821
REGION1,LNDOTHHIBC1,2025,0.2564
REGION1,LNDOTHHIBC1,2026,0.2308
REGION1,LNDOTHHIBC1,2027,0.2051
REGION1,LNDOTHHIBC1,2028,0.1795
REGION1,LNDOTHHIBC1,2029,0.1538
REGION1,LNDOTHHIBC1,2030,0.1282
REGION1,LNDOTHHIBC1,2031,0.1026
REGION1,LNDOTHHIBC1,2032,0.0769
REGION1,LNDOTHHIBC1,2033,0.0513
REGION1,LNDOTHHIBC1,2034,0.0256
REGION1,LNDOTHIIBC1,2020,2.5399
REGION1,LNDOTHIIBC1,2021,2.9894
REGION1,LNDOTHIIBC1,2022,3.0572
REGION1,LNDOTHIIBC1,2023,3.1251
REGION1,LNDOTHIIBC1,2024,3.2154
REGION1,LNDOTHIIBC1,2025,3.2496
REGION1,LNDOTHIIBC1,2026,3.3287
REGION1,LNDOTHIIBC1,2027,3.419
REGION1,LNDOTHIIBC1,2028,3.5317
REGION1,LNDOTHIIBC1,2029,3.5996
REGION1,LNDOTHIIBC1,2030,3.7236
REGION1,LNDOTHIIBC1,2031,3.8251
REGION1,LNDOTHIIBC1,2032,3.8593
REGION1,LNDOTHIIBC1,2033,3.9496
REGION1,LNDOTHIIBC1,2034,4.0399
REGION1,LNDOTHIIBC1,2035,4.1302
REGION1,LNDOTHIIBC1,2036,4.1975
REGION1,LNDOTHIIBC1,2037,4.2536
REGION1,LNDOTHIIBC1,2038,4.2985
REGION1,LNDOTHIIBC1,2039,4.3547
REGION1,LNDOTHIIBC1,2040,4.3996
REGION1,LNDOTHIIBC1,2041,4.4557
REGION1,LNDOTHIIBC1,2042,4.5006
REGION1,LNDOTHIIBC1,2043,4.5679
REGION1,LNDOTHIIBC1,2044,4.6128
REGION1,LNDOTHIIBC1,2045,4.6689
REGION1,LNDOTHIIBC1,2046,4.725
REGION1,LNDOTHIIBC1,2047,4.7699
REGION1,LNDOTHIIBC1,2048,4.826
REGION1,LNDOTHIIBC1,2049,4.8822
REGION1,LNDOTHIIBC1,2050,4.9383
REGION1,LNDPEAHIBC1,2020,0.0016
REGION1,LNDPEAHIBC1,2021,0.0015
REGION1,LNDPEAHIBC1,2022,0.0014
REGION1,LNDPEAHIBC1,2023,0.0013
REGION1,LNDPEAHIBC1,2024,0.0012
REGION1,LNDPEAHIBC1,2025,0.0142
REGION1,LNDPEAHIBC1,2026,0.0286
REGION1,LNDPEAHIBC1,2027,0.0464
REGION1,LNDPEAHIBC1,2028,0.0608
REGION1,LNDPEAHIBC1,2029,0.0785
REGION1,LNDPEAHIBC1,2030,0.0929
REGION1,LNDPEAHIBC1,2031,0.1074
REGION1,LNDPEAHIBC1,2032,0.1251
REGION1,LNDPEAHIBC1,2033,0.1395
REGION1,LNDPEAHIBC1,2034,0.1573
REGION1,LNDPEAHIBC1,2035,0.1717
REGION1,LNDPEAHIBC1,2036,0.1751
REGION1,LNDPEAHIBC1,2037,0.1818
REGION1,LNDPEAHIBC1,2038,0.1852
REGION1,LNDPEAHIBC1,2039,0.1919
REGION1,LNDPEAHIBC1,2040,0.1953
REGION1,LNDPEAHIBC1,2041,0.1987
REGION1,LNDPEAHIBC1,2042,0.2054
REGION1,LNDPEAHIBC1,2043,0.2088
REGION1,LNDPEAHIBC1,2044,0.2155
REGION1,LNDPEAHIBC1,2045,0.2189
REGION1,LNDPEAHIBC1,2046,0.2222
REGION1,LNDPEAHIBC1,2047,0.229
REGION1,LNDPEAHIBC1,2048,0.2323
REGION1,LNDPEAHIBC1,2049,0.2391
REGION1,LNDPEAHIBC1,2050,0.2424
REGION1,LNDPEAHRBC1,2020,0.1613
REGION1,LNDPEAHRBC1,2021,0.1506
REGION1,LNDPEAHRBC1,2022,0.1398
REGION1,LNDPEAHRBC1,2023,0.129
REGION1,LNDPEAHRBC1,2024,0.1183
REGION1,LNDPEAHRBC1,2025,0.1075
REGION1,LNDPEAHRBC1,2026,0.0968
REGION1,LNDPEAHRBC1,2027,0.086
REGION1,LNDPEAHRBC1,2028,0.0753
REGION1,LNDPEAHRBC1,2029,0.0645
REGION1,LNDPEAHRBC1,2030,0.0538
REGION1,LNDPEAHRBC1,2031,0.043
REGION1,LNDPEAHRBC1,2032,0.0323
REGION1,LNDPEAHRBC1,2033,0.0215
REGION1,LNDPEAHRBC1,2034,0.0107
REGION1,LNDPEAIIBC1,2020,0.0004
REGION1,LNDPEAIIBC1,2021,0.0004
REGION1,LNDPEAIIBC1,2022,0.0004
REGION1,LNDPEAIIBC1,2023,0.0003
REGION1,LNDPEAIIBC1,2024,0.0003
REGION1,LNDPEAIIBC1,2025,0.0003
REGION1,LNDPEAIIBC1,2026,0.0002
REGION1,LNDPEAIIBC1,2027,0.0002
REGION1,LNDPEAIIBC1,2028,0.0002
REGION1,LNDPEAIIBC1,2029,0.0002
REGION1,LNDPEAIIBC1,2030,0.0001
REGION1,LNDPEAIIBC1,2031,0.0001
REGION1,LNDPEAIIBC1,2032,0.0001
REGION1,LNDPEAIIBC1,2033,0.0
REGION1,LNDPEAIIBC1,2034,0.0
REGION1,LNDPEAIRBC1,2020,0.0403
REGION1,LNDPEAIRBC1,2021,0.0376
REGION1,LNDPEAIRBC1,2022,0.035
REGION1,LNDPEAIRBC1,2023,0.0323
REGION1,LNDPEAIRBC1,2024,0.0296
REGION1,LNDPEAIRBC1,2025,0.0269
REGION1,LNDPEAIRBC1,2026,0.0242
REGION1,LNDPEAIRBC1,2027,0.0215
REGION1,LNDPEAIRBC1,2028,0.0188
REGION1,LNDPEAIRBC1,2029,0.0161
REGION1,LNDPEAIRBC1,2030,0.0134
REGION1,LNDPEAIRBC1,2031,0.0107
REGION1,LNDPEAIRBC1,2032,0.0081
REGION1,LNDPEAIRBC1,2033,0.0054
REGION1,LNDPEAIRBC1,2034,0.0027
REGION1,LNDPTWHIBC1,2020,0.0002
REGION1,LNDPTWHIBC1,2021,0.0002
REGION1,LNDPTWHIBC1,2022,0.0002
REGION1,LNDPTWHIBC1,2023,0.0002
REGION1,LNDPTWHIBC1,2024,0.0002
REGION1,LNDPTWHIBC1,2025,0.0002
REGION1,LNDPTWHIBC1,2026,0.0001
REGION1,LNDPTWHIBC1,2027,0.0001
REGION1,LNDPTWHIBC1,2028,0.0001
REGION1,LNDPTWHIBC1,2029,0.0001
REGION1,LNDPTWHIBC1,2030,0.0001
REGION1,LNDPTWHIBC1,2031,0.0001
REGION1,LNDPTWHIBC1,2032,0.0
REGION1,LNDPTWHIBC1,2033,0.0
REGION1,LNDPTWHIBC1,2034,0.0
REGION1,LNDPTWHIBC1,2035,0.0002
REGION1,LNDPTWHIBC1,2036,0.0002
REGION1,LNDPTWHIBC1,2037,0.0002
REGION1,LNDPTWHIBC1,2038,0.0002
REGION1,LNDPTWHIBC1,2039,0.0002
REGION1,LNDPTWHIBC1,2040,0.0002
REGION1,LNDPTWHIBC1,2041,0.0002
REGION1,LNDPTWHIBC1,2042,0.0002
