r,t,y,AnnualVariableOperatingCost
REGION1,DEMRESELCB02,2048,0.1274
REGION1,DEMRESELCB02,2049,0.1293
REGION1,DEMRESELCB02,2050,0.1312
REGION1,DEMRESKER,2020,0.0008
REGION1,DEMRESKER,2021,0.0008
REGION1,DEMRESKER,2022,0.0009
REGION1,DEMRESKER,2023,0.0009
REGION1,DEMRESKER,2024,0.0009
REGION1,DEMRESKER,2025,0.0009
REGION1,DEMRESKER,2026,0.0009
REGION1,DEMRESKER,2027,0.0009
REGION1,DEMRESKER,2028,0.0009
REGION1,DEMRESKER,2029,0.0009
REGION1,DEMRESKER,2030,0.0009
REGION1,DEMRESKER,2031,0.0009
REGION1,DEMRESKER,2032,0.0009
REGION1,DEMRESKER,2033,0.0009
REGION1,DEMRESKER,2034,0.0009
REGION1,DEMRESKER,2035,0.0009
REGION1,DEMRESKER,2036,0.0009
REGION1,DEMRESKER,2037,0.0009
REGION1,DEMRESKER,2038,0.0009
REGION1,DEMRESKER,2039,0.0009
REGION1,DEMRESKER,2040,0.0009
REGION1,DEMRESNGS,2020,0.082
REGION1,DEMRESNGS,2021,0.0833
REGION1,DEMRESNGS,2022,0.0846
REGION1,DEMRESNGS,2023,0.0861
REGION1,DEMRESNGS,2024,0.0876
REGION1,DEMRESNGS,2025,0.0891
REGION1,DEMRESNGS,2026,0.0855
REGION1,DEMRESNGS,2027,0.0819
REGION1,DEMRESNGS,2028,0.0784
REGION1,DEMRESNGS,2029,0.0748
REGION1,DEMRESNGS,2030,0.0713
REGION1,DEMRESNGS,2031,0.0677
REGION1,DEMRESNGS,2032,0.0641
REGION1,DEMRESNGS,2033,0.0606
REGION1,DEMRESNGS,2034,0.057
REGION1,DEMRESNGS,2035,0.0534
REGION1,DEMRESNGS,2036,0.0499
REGION1,DEMRESNGS,2037,0.0463
REGION1,DEMRESNGS,2038,0.0428
REGION1,DEMRESNGS,2039,0.0392
REGION1,DEMRESNGS,2040,0.0356
REGION1,DEMRESNGS,2041,0.0321
REGION1,DEMRESNGS,2042,0.0285
REGION1,DEMRESNGS,2043,0.0249
REGION1,DEMRESNGS,2044,0.0214
REGION1,DEMRESNGS,2045,0.0178
REGION1,DEMRESNGS,2046,0.0142
REGION1,DEMRESNGS,2047,0.0107
REGION1,DEMRESNGS,2048,0.0071
REGION1,DEMRESNGS,2049,0.0036
REGION1,DEMTRABIO,2020,0.0233
REGION1,DEMTRABIO,2021,0.023
REGION1,DEMTRABIO,2022,0.0227
REGION1,DEMTRABIO,2023,0.0223
REGION1,DEMTRABIO,2024,0.022
REGION1,DEMTRABIO,2025,0.0218
REGION1,DEMTRABIO,2026,0.021
REGION1,DEMTRABIO,2027,0.0201
REGION1,DEMTRABIO,2028,0.0192
REGION1,DEMTRABIO,2029,0.0183
REGION1,DEMTRABIO,2030,0.0175
REGION1,DEMTRABIO,2031,0.0166
REGION1,DEMTRABIO,2032,0.0157
REGION1,DEMTRABIO,2033,0.0148
REGION1,DEMTRABIO,2034,0.014
REGION1,DEMTRABIO,2035,0.0131
REGION1,DEMTRABIO,2036,0.0122
REGION1,DEMTRABIO,2037,0.0114
REGION1,DEMTRABIO,2038,0.0105
REGION1,DEMTRABIO,2039,0.0096
REGION1,DEMTRABIO,2040,0.0087
REGION1,DEMTRABIO,2041,0.0079
REGION1,DEMTRABIO,2042,0.007
REGION1,DEMTRABIO,2043,0.0061
REGION1,DEMTRABIO,2044,0.0052
REGION1,DEMTRABIO,2045,0.0044
REGION1,DEMTRABIO,2046,0.0035
REGION1,DEMTRABIO,2047,0.0026
REGION1,DEMTRABIO,2048,0.0018
REGION1,DEMTRABIO,2049,0.0009
REGION1,DEMTRADSL,2020,0.0988
REGION1,DEMTRADSL,2021,0.0976
REGION1,DEMTRADSL,2022,0.0961
REGION1,DEMTRADSL,2023,0.0948
REGION1,DEMTRADSL,2024,0.0938
REGION1,DEMTRADSL,2025,0.0934
REGION1,DEMTRADSL,2026,0.0897
REGION1,DEMTRADSL,2027,0.0859
REGION1,DEMTRADSL,2028,0.0822
REGION1,DEMTRADSL,2029,0.0785
REGION1,DEMTRADSL,2030,0.0747
REGION1,DEMTRADSL,2031,0.071
REGION1,DEMTRADSL,2032,0.0673
REGION1,DEMTRADSL,2033,0.0635
REGION1,DEMTRADSL,2034,0.0598
REGION1,DEMTRADSL,2035,0.056
REGION1,DEMTRADSL,2036,0.0523
REGION1,DEMTRADSL,2037,0.0486
REGION1,DEMTRADSL,2038,0.0448
REGION1,DEMTRADSL,2039,0.0411
REGION1,DEMTRADSL,2040,0.0374
REGION1,DEMTRADSL,2041,0.0336
REGION1,DEMTRADSL,2042,0.0299
REGION1,DEMTRADSL,2043,0.0262
REGION1,DEMTRADSL,2044,0.0224
REGION1,DEMTRADSL,2045,0.0187
REGION1,DEMTRADSL,2046,0.015
REGION1,DEMTRADSL,2047,0.0112
REGION1,DEMTRADSL,2048,0.0075
REGION1,DEMTRADSL,2049,0.0037
REGION1,DEMTRAELCB02,2020,0.0012
REGION1,DEMTRAELCB02,2021,0.0016
REGION1,DEMTRAELCB02,2022,0.0021
REGION1,DEMTRAELCB02,2023,0.0026
REGION1,DEMTRAELCB02,2024,0.0033
REGION1,DEMTRAELCB02,2025,0.0041
REGION1,DEMTRAELCB02,2026,0.0105
REGION1,DEMTRAELCB02,2027,0.0169
REGION1,DEMTRAELCB02,2028,0.0233
REGION1,DEMTRAELCB02,2029,0.0297
REGION1,DEMTRAELCB02,2030,0.0361
REGION1,DEMTRAELCB02,2031,0.0425
REGION1,DEMTRAELCB02,2032,0.0489
REGION1,DEMTRAELCB02,2033,0.0553
REGION1,DEMTRAELCB02,2034,0.0617
REGION1,DEMTRAELCB02,2035,0.0681
REGION1,DEMTRAELCB02,2036,0.0745
REGION1,DEMTRAELCB02,2037,0.0809
REGION1,DEMTRAELCB02,2038,0.0873
REGION1,DEMTRAELCB02,2039,0.0937
REGION1,DEMTRAELCB02,2040,0.1001
REGION1,DEMTRAELCB02,2041,0.1065
REGION1,DEMTRAELCB02,2042,0.1129
REGION1,DEMTRAELCB02,2043,0.1193
REGION1,DEMTRAELCB02,2044,0.1257
REGION1,DEMTRAELCB02,2045,0.1321
REGION1,DEMTRAELCB02,2046,0.1385
REGION1,DEMTRAELCB02,2047,0.1449
REGION1,DEMTRAELCB02,2048,0.1513
REGION1,DEMTRAELCB02,2049,0.1577
REGION1,DEMTRAELCB02,2050,0.1641
REGION1,DEMTRAGSL,2020,0.1536
REGION1,DEMTRAGSL,2021,0.1509
REGION1,DEMTRAGSL,2022,0.1482
REGION1,DEMTRAGSL,2023,0.1454
REGION1,DEMTRAGSL,2024,0.1427
REGION1,DEMTRAGSL,2025,0.1403
REGION1,DEMTRAGSL,2026,0.1346
REGION1,DEMTRAGSL,2027,0.129
REGION1,DEMTRAGSL,2028,0.1234
REGION1,DEMTRAGSL,2029,0.1178
REGION1,DEMTRAGSL,2030,0.1122
REGION1,DEMTRAGSL,2031,0.1066
REGION1,DEMTRAGSL,2032,0.101
REGION1,DEMTRAGSL,2033,0.0954
REGION1,DEMTRAGSL,2034,0.0898
REGION1,DEMTRAGSL,2035,0.0842
REGION1,DEMTRAGSL,2036,0.0786
REGION1,DEMTRAGSL,2037,0.0729
REGION1,DEMTRAGSL,2038,0.0673
REGION1,DEMTRAGSL,2039,0.0617
REGION1,DEMTRAGSL,2040,0.0561
REGION1,DEMTRAGSL,2041,0.0505
REGION1,DEMTRAGSL,2042,0.0449
REGION1,DEMTRAGSL,2043,0.0393
REGION1,DEMTRAGSL,2044,0.0337
REGION1,DEMTRAGSL,2045,0.028
REGION1,DEMTRAGSL,2046,0.0224
REGION1,DEMTRAGSL,2047,0.0168
REGION1,DEMTRAGSL,2048,0.0112
REGION1,DEMTRAGSL,2049,0.0056
REGION1,DEMTRAHFO,2020,0.0107
REGION1,DEMTRAHFO,2021,0.0104
REGION1,DEMTRAHFO,2022,0.0102
REGION1,DEMTRAHFO,2023,0.01
REGION1,DEMTRAHFO,2024,0.0098
REGION1,DEMTRAHFO,2025,0.0096
REGION1,DEMTRAHFO,2026,0.0094
REGION1,DEMTRAHFO,2027,0.0093
REGION1,DEMTRAHFO,2028,0.0092
REGION1,DEMTRAHFO,2029,0.0091
REGION1,DEMTRAHFO,2030,0.0089
REGION1,DEMTRAHFO,2031,0.0085
REGION1,DEMTRAHFO,2032,0.008
REGION1,DEMTRAHFO,2033,0.0076
REGION1,DEMTRAHFO,2034,0.0071
REGION1,DEMTRAHFO,2035,0.0067
REGION1,DEMTRAHFO,2036,0.0062
REGION1,DEMTRAHFO,2037,0.0058
REGION1,DEMTRAHFO,2038,0.0054
REGION1,DEMTRAHFO,2039,0.0049
REGION1,DEMTRAHFO,2040,0.0045
REGION1,DEMTRAHFO,2041,0.004
REGION1,DEMTRAHFO,2042,0.0036
REGION1,DEMTRAHFO,2043,0.0031
REGION1,DEMTRAHFO,2044,0.0027
REGION1,DEMTRAHFO,2045,0.0022
REGION1,DEMTRAHFO,2046,0.0018
REGION1,DEMTRAHFO,2047,0.0013
REGION1,DEMTRAHFO,2048,0.0009
REGION1,DEMTRAHFO,2049,0.0004
REGION1,DEMTRAJFL,2020,0.0395
REGION1,DEMTRAJFL,2021,0.0389
REGION1,DEMTRAJFL,2022,0.0386
REGION1,DEMTRAJFL,2023,0.0385
REGION1,DEMTRAJFL,2024,0.0387
REGION1,DEMTRAJFL,2025,0.0392
REGION1,DEMTRAJFL,2026,0.0397
REGION1,DEMTRAJFL,2027,0.0402
REGION1,DEMTRAJFL,2028,0.0406
REGION1,DEMTRAJFL,2029,0.041
REGION1,DEMTRAJFL,2030,0.0413
REGION1,DEMTRAJFL,2031,0.0393
REGION1,DEMTRAJFL,2032,0.0372
REGION1,DEMTRAJFL,2033,0.0351
REGION1,DEMTRAJFL,2034,0.0331
REGION1,DEMTRAJFL,2035,0.031
REGION1,DEMTRAJFL,2036,0.0289
REGION1,DEMTRAJFL,2037,0.0269
REGION1,DEMTRAJFL,2038,0.0248
REGION1,DEMTRAJFL,2039,0.0227
REGION1,DEMTRAJFL,2040,0.0207
REGION1,DEMTRAJFL,2041,0.0186
REGION1,DEMTRAJFL,2042,0.0165
REGION1,DEMTRAJFL,2043,0.0145
REGION1,DEMTRAJFL,2044,0.0124
REGION1,DEMTRAJFL,2045,0.0103
REGION1,DEMTRAJFL,2046,0.0083
REGION1,DEMTRAJFL,2047,0.0062
REGION1,DEMTRAJFL,2048,0.0041
REGION1,DEMTRAJFL,2049,0.0021
REGION1,DEMTRALPG,2020,0.0027
REGION1,DEMTRALPG,2021,0.0027
REGION1,DEMTRALPG,2022,0.0028
REGION1,DEMTRALPG,2023,0.0029
REGION1,DEMTRALPG,2024,0.0029
REGION1,DEMTRALPG,2025,0.003
REGION1,DEMTRALPG,2026,0.003
REGION1,DEMTRALPG,2027,0.0031
REGION1,DEMTRALPG,2028,0.0031
REGION1,DEMTRALPG,2029,0.0032
REGION1,DEMTRALPG,2030,0.0032
REGION1,DEMTRALPG,2031,0.0032
REGION1,DEMTRALPG,2032,0.0032
REGION1,DEMTRALPG,2033,0.0032
REGION1,DEMTRALPG,2034,0.0031
REGION1,DEMTRALPG,2035,0.003
REGION1,DEMTRALPG,2036,0.0029
REGION1,DEMTRALPG,2037,0.0028
REGION1,DEMTRALPG,2038,0.0027
REGION1,DEMTRALPG,2039,0.0025
REGION1,DEMTRALPG,2040,0.0024
REGION1,DEMTRALPG,2041,0.0026
REGION1,DEMTRALPG,2042,0.0026
REGION1,DEMTRALPG,2043,0.0025
REGION1,DEMTRALPG,2044,0.0025
REGION1,DEMTRALPG,2045,0.0024
REGION1,DEMTRALPG,2046,0.0024
REGION1,DEMTRALPG,2047,0.0023
REGION1,DEMTRALPG,2048,0.0023
REGION1,DEMTRALPG,2049,0.0022
REGION1,DEMTRANGS,2020,0.0018
REGION1,DEMTRANGS,2021,0.002
REGION1,DEMTRANGS,2022,0.0026
REGION1,DEMTRANGS,2023,0.0029
REGION1,DEMTRANGS,2024,0.0032
REGION1,DEMTRANGS,2025,0.0036
REGION1,DEMTRANGS,2026,0.0034
REGION1,DEMTRANGS,2027,0.0033
REGION1,DEMTRANGS,2028,0.0031
REGION1,DEMTRANGS,2029,0.003
REGION1,DEMTRANGS,2030,0.0028
REGION1,DEMTRANGS,2031,0.0027
REGION1,DEMTRANGS,2032,0.0026
REGION1,DEMTRANGS,2033,0.0024
REGION1,DEMTRANGS,2034,0.0023
REGION1,DEMTRANGS,2035,0.0021
REGION1,DEMTRANGS,2036,0.002
REGION1,DEMTRANGS,2037,0.0018
REGION1,DEMTRANGS,2038,0.0017
REGION1,DEMTRANGS,2039,0.0016
REGION1,DEMTRANGS,2040,0.0014
REGION1,DEMTRANGS,2041,0.0013
REGION1,DEMTRANGS,2042,0.0011
REGION1,DEMTRANGS,2043,0.001
REGION1,DEMTRANGS,2044,0.0008
REGION1,DEMTRANGS,2045,0.0007
REGION1,DEMTRANGS,2046,0.0006
REGION1,DEMTRANGS,2047,0.0004
REGION1,DEMTRANGS,2048,0.0003
REGION1,DEMTRANGS,2049,0.0001
REGION1,IMPDSL,2020,0.2222
REGION1,IMPDSL,2021,0.2213
REGION1,IMPDSL,2022,0.2197
REGION1,IMPDSL,2023,0.2184
REGION1,IMPDSL,2024,0.2188
REGION1,IMPDSL,2025,0.2197
REGION1,IMPDSL,2026,0.2165
REGION1,IMPDSL,2027,0.2133
REGION1,IMPDSL,2028,0.2094
REGION1,IMPDSL,2029,0.205
REGION1,IMPDSL,2030,0.2006
REGION1,IMPDSL,2031,0.1906
REGION1,IMPDSL,2032,0.1806
REGION1,IMPDSL,2033,0.1705
REGION1,IMPDSL,2034,0.1605
REGION1,IMPDSL,2035,0.1505
REGION1,IMPDSL,2036,0.1404
REGION1,IMPDSL,2037,0.1304
REGION1,IMPDSL,2038,0.1204
REGION1,IMPDSL,2039,0.1103
REGION1,IMPDSL,2040,0.1003
REGION1,IMPDSL,2041,0.0903
REGION1,IMPDSL,2042,0.0802
REGION1,IMPDSL,2043,0.0702
REGION1,IMPDSL,2044,0.0602
REGION1,IMPDSL,2045,0.0502
REGION1,IMPDSL,2046,0.0401
REGION1,IMPDSL,2047,0.0301
REGION1,IMPDSL,2048,0.0201
REGION1,IMPDSL,2049,0.01
REGION1,IMPGSL,2020,0.1536
REGION1,IMPGSL,2021,0.1509
REGION1,IMPGSL,2022,0.1482
REGION1,IMPGSL,2023,0.1454
REGION1,IMPGSL,2024,0.1427
REGION1,IMPGSL,2025,0.1403
REGION1,IMPGSL,2026,0.1346
REGION1,IMPGSL,2027,0.129
REGION1,IMPGSL,2028,0.1234
REGION1,IMPGSL,2029,0.1178
REGION1,IMPGSL,2030,0.1122
REGION1,IMPGSL,2031,0.1066
REGION1,IMPGSL,2032,0.101
REGION1,IMPGSL,2033,0.0954
REGION1,IMPGSL,2034,0.0898
REGION1,IMPGSL,2035,0.0842
REGION1,IMPGSL,2036,0.0786
REGION1,IMPGSL,2037,0.0729
REGION1,IMPGSL,2038,0.0673
REGION1,IMPGSL,2039,0.0617
REGION1,IMPGSL,2040,0.0561
REGION1,IMPGSL,2041,0.0505
REGION1,IMPGSL,2042,0.0449
REGION1,IMPGSL,2043,0.0393
REGION1,IMPGSL,2044,0.0337
REGION1,IMPGSL,2045,0.028
REGION1,IMPGSL,2046,0.0224
REGION1,IMPGSL,2047,0.0168
REGION1,IMPGSL,2048,0.0112
REGION1,IMPGSL,2049,0.0056
REGION1,IMPHFO,2020,0.0107
REGION1,IMPHFO,2021,0.0104
REGION1,IMPHFO,2022,0.0102
REGION1,IMPHFO,2023,0.01
REGION1,IMPHFO,2024,0.0098
REGION1,IMPHFO,2025,0.0096
REGION1,IMPHFO,2026,0.0094
REGION1,IMPHFO,2027,0.0093
REGION1,IMPHFO,2028,0.0092
REGION1,IMPHFO,2029,0.0091
REGION1,IMPHFO,2030,0.0089
REGION1,IMPHFO,2031,0.0085
REGION1,IMPHFO,2032,0.008
REGION1,IMPHFO,2033,0.0076
REGION1,IMPHFO,2034,0.0071
REGION1,IMPHFO,2035,0.0067
REGION1,IMPHFO,2036,0.0062
REGION1,IMPHFO,2037,0.0058
REGION1,IMPHFO,2038,0.0054
REGION1,IMPHFO,2039,0.0049
REGION1,IMPHFO,2040,0.0045
REGION1,IMPHFO,2041,0.004
REGION1,IMPHFO,2042,0.0036
REGION1,IMPHFO,2043,0.0031
REGION1,IMPHFO,2044,0.0027
REGION1,IMPHFO,2045,0.0022
REGION1,IMPHFO,2046,0.0018
REGION1,IMPHFO,2047,0.0013
REGION1,IMPHFO,2048,0.0009
REGION1,IMPHFO,2049,0.0004
REGION1,IMPJFL,2020,0.0395
REGION1,IMPJFL,2021,0.0389
REGION1,IMPJFL,2022,0.0386
REGION1,IMPJFL,2023,0.0385
REGION1,IMPJFL,2024,0.0387
REGION1,IMPJFL,2025,0.0392
REGION1,IMPJFL,2026,0.0397
REGION1,IMPJFL,2027,0.0402
REGION1,IMPJFL,2028,0.0406
REGION1,IMPJFL,2029,0.041
REGION1,IMPJFL,2030,0.0413
REGION1,IMPJFL,2031,0.0393
REGION1,IMPJFL,2032,0.0372
REGION1,IMPJFL,2033,0.0351
REGION1,IMPJFL,2034,0.0331
REGION1,IMPJFL,2035,0.031
REGION1,IMPJFL,2036,0.0289
REGION1,IMPJFL,2037,0.0269
REGION1,IMPJFL,2038,0.0248
REGION1,IMPJFL,2039,0.0227
REGION1,IMPJFL,2040,0.0207
REGION1,IMPJFL,2041,0.0186
REGION1,IMPJFL,2042,0.0165
REGION1,IMPJFL,2043,0.0145
REGION1,IMPJFL,2044,0.0124
REGION1,IMPJFL,2045,0.0103
REGION1,IMPJFL,2046,0.0083
REGION1,IMPJFL,2047,0.0062
REGION1,IMPJFL,2048,0.0041
REGION1,IMPJFL,2049,0.0021
REGION1,IMPKER,2020,0.0114
REGION1,IMPKER,2021,0.0116
REGION1,IMPKER,2022,0.0119
REGION1,IMPKER,2023,0.012
REGION1,IMPKER,2024,0.0122
REGION1,IMPKER,2025,0.0124
REGION1,IMPKER,2026,0.0119
REGION1,IMPKER,2027,0.0114
REGION1,IMPKER,2028,0.011
REGION1,IMPKER,2029,0.0105
REGION1,IMPKER,2030,0.0101
REGION1,IMPKER,2031,0.0096
REGION1,IMPKER,2032,0.0092
REGION1,IMPKER,2033,0.0087
REGION1,IMPKER,2034,0.0082
REGION1,IMPKER,2035,0.0078
REGION1,IMPKER,2036,0.0073
REGION1,IMPKER,2037,0.0068
REGION1,IMPKER,2038,0.0064
REGION1,IMPKER,2039,0.0059
REGION1,IMPKER,2040,0.0054
REGION1,IMPKER,2041,0.0041
REGION1,IMPKER,2042,0.0037
REGION1,IMPKER,2043,0.0032
REGION1,IMPKER,2044,0.0028
REGION1,IMPKER,2045,0.0023
REGION1,IMPKER,2046,0.0018
REGION1,IMPKER,2047,0.0014
REGION1,IMPKER,2048,0.0009
REGION1,IMPKER,2049,0.0005
REGION1,IMPLPG,2020,0.0027
REGION1,IMPLPG,2021,0.0027
REGION1,IMPLPG,2022,0.0028
REGION1,IMPLPG,2023,0.0029
REGION1,IMPLPG,2024,0.0029
REGION1,IMPLPG,2025,0.003
REGION1,IMPLPG,2026,0.003
REGION1,IMPLPG,2027,0.0031
REGION1,IMPLPG,2028,0.0031
REGION1,IMPLPG,2029,0.0032
REGION1,IMPLPG,2030,0.0032
REGION1,IMPLPG,2031,0.0032
REGION1,IMPLPG,2032,0.0032
REGION1,IMPLPG,2033,0.0032
REGION1,IMPLPG,2034,0.0031
REGION1,IMPLPG,2035,0.003
REGION1,IMPLPG,2036,0.0029
REGION1,IMPLPG,2037,0.0028
REGION1,IMPLPG,2038,0.0027
REGION1,IMPLPG,2039,0.0025
REGION1,IMPLPG,2040,0.0024
REGION1,IMPLPG,2041,0.0026
REGION1,IMPLPG,2042,0.0026
REGION1,IMPLPG,2043,0.0025
REGION1,IMPLPG,2044,0.0025
REGION1,IMPLPG,2045,0.0024
REGION1,IMPLPG,2046,0.0024
REGION1,IMPLPG,2047,0.0023
REGION1,IMPLPG,2048,0.0023
REGION1,IMPLPG,2049,0.0022
REGION1,LNDAGRBC1C01,2020,0.259
REGION1,LNDAGRBC1C01,2021,0.2776
REGION1,LNDAGRBC1C01,2022,0.2776
REGION1,LNDAGRBC1C01,2023,0.2776
REGION1,LNDAGRBC1C01,2024,0.2776
REGION1,LNDAGRBC1C01,2025,0.2776
REGION1,LNDAGRBC1C01,2026,0.2776
REGION1,LNDAGRBC1C01,2027,0.2176
REGION1,LNDAGRBC1C01,2028,0.2777
REGION1,LNDAGRBC1C01,2029,0.2777
REGION1,LNDAGRBC1C01,2030,0.2777
REGION1,LNDAGRBC1C01,2031,0.2777
REGION1,LNDAGRBC1C01,2032,0.2777
REGION1,LNDAGRBC1C01,2033,0.2777
REGION1,LNDAGRBC1C01,2034,0.2777
REGION1,LNDAGRBC1C01,2035,0.2777
REGION1,LNDAGRBC1C01,2036,0.2777
REGION1,LNDAGRBC1C01,2037,0.2777
REGION1,LNDAGRBC1C01,2038,0.2777
REGION1,LNDAGRBC1C01,2039,0.2777
REGION1,LNDAGRBC1C01,2040,0.2777
REGION1,LNDAGRBC1C01,2041,0.2777
REGION1,LNDAGRBC1C01,2042,0.1833
REGION1,LNDAGRBC1C01,2043,0.2777
REGION1,LNDAGRBC1C01,2044,0.2777
REGION1,LNDAGRBC1C01,2045,0.2777
REGION1,LNDAGRBC1C01,2046,0.2778
REGION1,LNDAGRBC1C01,2047,0.2778
REGION1,LNDAGRBC1C01,2048,0.2778
REGION1,LNDAGRBC1C01,2049,0.2778
REGION1,LNDAGRBC1C01,2050,0.2778
REGION1,LNDAGRBC1C02,2020,0.0085
REGION1,LNDAGRBC1C02,2021,0.0269
REGION1,LNDAGRBC1C02,2022,0.0269
REGION1,LNDAGRBC1C02,2023,0.0269
REGION1,LNDAGRBC1C02,2024,0.0269
REGION1,LNDAGRBC1C02,2025,0.0269
REGION1,LNDAGRBC1C02,2026,0.0269
REGION1,LNDAGRBC1C02,2027,-0.0331
REGION1,LNDAGRBC1C02,2028,0.0269
REGION1,LNDAGRBC1C02,2029,0.0269
REGION1,LNDAGRBC1C02,2030,0.0269
REGION1,LNDAGRBC1C02,2031,0.0269
REGION1,LNDAGRBC1C02,2032,0.0269
REGION1,LNDAGRBC1C02,2033,0.0269
REGION1,LNDAGRBC1C02,2034,0.0269
REGION1,LNDAGRBC1C02,2035,0.0269
REGION1,LNDAGRBC1C02,2036,0.0269
REGION1,LNDAGRBC1C02,2037,0.0269
REGION1,LNDAGRBC1C02,2038,0.0269
REGION1,LNDAGRBC1C02,2039,0.0269
REGION1,LNDAGRBC1C02,2040,0.0269
REGION1,LNDAGRBC1C02,2041,0.0269
REGION1,LNDAGRBC1C02,2042,0.027
REGION1,LNDAGRBC1C02,2043,0.027
REGION1,LNDAGRBC1C02,2044,0.027
REGION1,LNDAGRBC1C02,2045,0.027
REGION1,LNDAGRBC1C02,2046,0.027
REGION1,LNDAGRBC1C02,2047,0.027
REGION1,LNDAGRBC1C02,2048,0.027
REGION1,LNDAGRBC1C02,2049,0.027
REGION1,LNDAGRBC1C02,2050,0.027
REGION1,LNDAGRBC1C03,2020,0.0494
REGION1,LNDAGRBC1C03,2021,0.0546
REGION1,LNDAGRBC1C03,2022,0.0546
REGION1,LNDAGRBC1C03,2023,0.0556
REGION1,LNDAGRBC1C03,2024,0.0562
REGION1,LNDAGRBC1C03,2025,0.0563
REGION1,LNDAGRBC1C03,2026,0.0565
REGION1,LNDAGRBC1C03,2027,0.0444
REGION1,LNDAGRBC1C03,2028,0.0448
REGION1,LNDAGRBC1C03,2029,0.045
REGION1,LNDAGRBC1C03,2030,0.0451
REGION1,LNDAGRBC1C03,2031,0.0454
REGION1,LNDAGRBC1C03,2032,0.0454
REGION1,LNDAGRBC1C03,2033,0.0456
REGION1,LNDAGRBC1C03,2034,0.0457
REGION1,LNDAGRBC1C03,2035,0.033
REGION1,LNDAGRBC1C03,2036,0.0322
REGION1,LNDAGRBC1C03,2037,0.0321
REGION1,LNDAGRBC1C03,2038,0.0319
REGION1,LNDAGRBC1C03,2039,0.0316
REGION1,LNDAGRBC1C03,2040,0.0317
REGION1,LNDAGRBC1C03,2041,0.0319
REGION1,LNDAGRBC1C03,2042,0.0322
REGION1,LNDAGRBC1C03,2043,0.0324
REGION1,LNDAGRBC1C03,2044,0.0326
REGION1,LNDAGRBC1C03,2045,0.0328
REGION1,LNDAGRBC1C03,2046,0.033
REGION1,LNDAGRBC1C03,2047,0.0332
REGION1,LNDAGRBC1C03,2048,0.0335
REGION1,LNDAGRBC1C03,2049,0.0337
REGION1,LNDAGRBC1C03,2050,0.0339
REGION1,LNDAGRBC1C04,2020,0.0108
REGION1,LNDAGRBC1C04,2021,0.0108
REGION1,LNDAGRBC1C04,2022,0.0108
REGION1,LNDAGRBC1C04,2023,0.0108
REGION1,LNDAGRBC1C04,2024,0.0108
REGION1,LNDAGRBC1C04,2025,0.0108
REGION1,LNDAGRBC1C04,2026,0.0108
REGION1,LNDAGRBC1C04,2027,0.0108
REGION1,LNDAGRBC1C04,2028,0.0108
REGION1,LNDAGRBC1C04,2029,0.0108
REGION1,LNDAGRBC1C04,2030,0.0108
REGION1,LNDAGRBC1C04,2031,0.0109
REGION1,LNDAGRBC1C04,2032,0.0109
REGION1,LNDAGRBC1C04,2033,0.0109
REGION1,LNDAGRBC1C04,2034,0.0109
REGION1,LNDAGRBC1C04,2035,0.0109
REGION1,LNDAGRBC1C04,2036,0.0109
REGION1,LNDAGRBC1C04,2037,0.0109
REGION1,LNDAGRBC1C04,2038,0.0109
REGION1,LNDAGRBC1C04,2039,0.0109
REGION1,LNDAGRBC1C04,2040,0.0109
REGION1,LNDAGRBC1C04,2041,0.0109
REGION1,LNDAGRBC1C04,2042,0.011
REGION1,LNDAGRBC1C04,2043,0.011
REGION1,LNDAGRBC1C04,2044,0.011
REGION1,LNDAGRBC1C04,2045,0.011
REGION1,LNDAGRBC1C04,2046,0.011
REGION1,LNDAGRBC1C04,2047,0.011
REGION1,LNDAGRBC1C04,2048,0.011
REGION1,LNDAGRBC1C04,2049,0.011
REGION1,LNDAGRBC1C04,2050,0.011
REGION1,LNDAGRBC1C05,2020,-1036.8329
REGION1,LNDAGRBC1C05,2021,-1026.3438
REGION1,LNDAGRBC1C05,2022,-1026.3693
REGION1,LNDAGRBC1C05,2023,-1536.4225
REGION1,LNDAGRBC1C05,2024,-2045.8562
REGION1,LNDAGRBC1C05,2025,-2044.4899
REGION1,LNDAGRBC1C05,2026,-2554.0727
REGION1,LNDAGRBC1C05,2027,-3136.7537
REGION1,LNDAGRBC1C05,2028,-3657.0814
REGION1,LNDAGRBC1C05,2029,-3655.4815
REGION1,LNDAGRBC1C05,2030,-4176.337
REGION1,LNDAGRBC1C05,2031,-4173.5966
REGION1,LNDAGRBC1C05,2032,-4173.8523
REGION1,LNDAGRBC1C05,2033,-4172.1347
REGION1,LNDAGRBC1C05,2034,-4171.155
REGION1,LNDAGRBC1C05,2035,-4272.0571
REGION1,LNDAGRBC1C05,2036,-4278.3837
REGION1,LNDAGRBC1C05,2037,-4279.1941
REGION1,LNDAGRBC1C05,2038,-4280.729
REGION1,LNDAGRBC1C05,2039,-4282.9329
REGION1,LNDAGRBC1C05,2040,-4281.4948
REGION1,LNDAGRBC1C05,2041,-4279.3326
REGION1,LNDAGRBC1C05,2042,-4277.2608
REGION1,LNDAGRBC1C05,2043,-4275.2607
REGION1,LNDAGRBC1C05,2044,-4273.3573
REGION1,LNDAGRBC1C05,2045,-4271.4094
REGION1,LNDAGRBC1C05,2046,-4267.9095
