REGION,FUEL,YEAR,VALUE
REGION1,COMBIO,2046,1.072
REGION1,COMKER,2046,15.137
REGION1,COMNGS,2046,107.364
REGION1,CRPALF,2046,1.477
REGION1,CRPBRL,2046,0.115
REGION1,CRPMAI,2046,0.786
REGION1,CRPOAT,2046,0.098
REGION1,CRPOTH,2046,0.421
REGION1,CRPPEA,2046,0.066
REGION1,CRPPTW,2046,0.00018
REGION1,CRPRAP,2046,0.124
REGION1,CRPRYE,2046,0.0021
REGION1,CRPWHE,2046,0.1
REGION1,INDBIO,2046,141.894
REGION1,INDDSL,2046,116.103
REGION1,INDNGS,2046,395.585
REGION1,LND4PWR,2046,4.9027
REGION1,PUBWATBC1,2046,1.12
REGION1,RESBIO,2046,16.329
REGION1,RESNGS,2046,102.952
REGION1,TRABIO,2046,17.167
REGION1,TRADSL,2046,80.98
REGION1,TRAGSL,2046,80.665
REGION1,TRAHFO,2046,7.271
REGION1,TRAJFL,2046,46.545
REGION1,TRALPG,2046,2.372
REGION1,TRANGS,2046,16.375
REGION1,AGRDSL,2047,32.49
REGION1,COMBIO,2047,1.104
REGION1,COMKER,2047,15.325
REGION1,COMNGS,2047,108.39
REGION1,CRPALF,2047,1.479
REGION1,CRPBRL,2047,0.117
REGION1,CRPMAI,2047,0.794
REGION1,CRPOAT,2047,0.1
REGION1,CRPOTH,2047,0.425
REGION1,CRPPEA,2047,0.068
REGION1,CRPPTW,2047,0.00019
REGION1,CRPRAP,2047,0.126
REGION1,CRPRYE,2047,0.0021
REGION1,CRPWHE,2047,0.101
REGION1,INDBIO,2047,140.799
REGION1,INDDSL,2047,116.402
REGION1,INDNGS,2047,401.051
REGION1,LND4PWR,2047,4.9567
REGION1,PUBWATBC1,2047,1.14
REGION1,RESBIO,2047,16.413
REGION1,RESNGS,2047,103.642
REGION1,TRABIO,2047,16.934
REGION1,TRADSL,2047,80.339
REGION1,TRAGSL,2047,77.686
REGION1,TRAHFO,2047,7.166
REGION1,TRAJFL,2047,46.875
REGION1,TRALPG,2047,2.326
REGION1,TRANGS,2047,17.008
REGION1,AGRDSL,2048,33.142
REGION1,COMBIO,2048,1.135
REGION1,COMKER,2048,15.513
REGION1,COMNGS,2048,109.415
REGION1,CRPALF,2048,1.481
REGION1,CRPBRL,2048,0.119
REGION1,CRPMAI,2048,0.802
REGION1,CRPOAT,2048,0.101
REGION1,CRPOTH,2048,0.43
REGION1,CRPPEA,2048,0.069
REGION1,CRPPTW,2048,0.00019
REGION1,CRPRAP,2048,0.127
REGION1,CRPRYE,2048,0.0021
REGION1,CRPWHE,2048,0.102
REGION1,INDBIO,2048,139.703
REGION1,INDDSL,2048,116.702
REGION1,INDNGS,2048,406.517
REGION1,LND4PWR,2048,5.0112
REGION1,PUBWATBC1,2048,1.15
REGION1,RESBIO,2048,16.498
REGION1,RESNGS,2048,104.331
REGION1,TRABIO,2048,16.7
REGION1,TRADSL,2048,79.698
REGION1,TRAGSL,2048,74.706
REGION1,TRAHFO,2048,7.06
REGION1,TRAJFL,2048,47.204
REGION1,TRALPG,2048,2.279
REGION1,TRANGS,2048,17.642
REGION1,AGRDSL,2049,33.794
REGION1,COMBIO,2049,1.167
REGION1,COMKER,2049,15.701
REGION1,COMNGS,2049,110.441
REGION1,CRPALF,2049,1.483
REGION1,CRPBRL,2049,0.121
REGION1,CRPMAI,2049,0.809
REGION1,CRPOAT,2049,0.102
REGION1,CRPOTH,2049,0.435
REGION1,CRPPEA,2049,0.071
REGION1,CRPPTW,2049,0.00019
REGION1,CRPRAP,2049,0.129
REGION1,CRPRYE,2049,0.0021
REGION1,CRPWHE,2049,0.103
REGION1,INDBIO,2049,138.608
REGION1,INDDSL,2049,117.001
REGION1,INDNGS,2049,411.983
REGION1,LND4PWR,2049,5.0663
REGION1,PUBWATBC1,2049,1.16
REGION1,RESBIO,2049,16.583
REGION1,RESNGS,2049,105.021
REGION1,TRABIO,2049,16.467
REGION1,TRADSL,2049,79.058
REGION1,TRAGSL,2049,71.727
REGION1,TRAHFO,2049,6.955
REGION1,TRAJFL,2049,47.534
REGION1,TRALPG,2049,2.233
REGION1,TRANGS,2049,18.275
REGION1,AGRDSL,2050,34.447
REGION1,COMBIO,2050,1.198
REGION1,COMKER,2050,15.89
REGION1,COMNGS,2050,111.467
REGION1,CRPALF,2050,1.484
REGION1,CRPBRL,2050,0.124
REGION1,CRPMAI,2050,0.817
REGION1,CRPOAT,2050,0.104
REGION1,CRPOTH,2050,0.44
REGION1,CRPPEA,2050,0.072
REGION1,CRPPTW,2050,0.0002
REGION1,CRPRAP,2050,0.131
REGION1,CRPRYE,2050,0.0021
REGION1,CRPWHE,2050,0.104
REGION1,INDBIO,2050,137.512
REGION1,INDDSL,2050,117.3
REGION1,INDNGS,2050,417.449
REGION1,LND4PWR,2050,5.122
REGION1,PUBWATBC1,2050,1.17
REGION1,RESBIO,2050,16.667
REGION1,RESNGS,2050,105.71
REGION1,TRABIO,2050,16.233
REGION1,TRADSL,2050,78.417
REGION1,TRAGSL,2050,68.748
REGION1,TRAHFO,2050,6.849
REGION1,TRAJFL,2050,47.864
REGION1,TRALPG,2050,2.187
REGION1,TRANGS,2050,18.909
