r,t,f,y,UseByTechnologyAnnual
REGION1,LNDALFIIBC1,LBC1,2024,0.0943
REGION1,LNDALFIIBC1,LBC1,2025,0.0858
REGION1,LNDALFIIBC1,LBC1,2026,0.0772
REGION1,LNDALFIIBC1,LBC1,2027,0.0686
REGION1,LNDALFIIBC1,LBC1,2028,0.0601
REGION1,LNDALFIIBC1,LBC1,2029,0.0515
REGION1,LNDALFIIBC1,LBC1,2030,0.0429
REGION1,LNDALFIIBC1,LBC1,2031,0.0344
REGION1,LNDALFIIBC1,LBC1,2032,0.0257
REGION1,LNDALFIIBC1,LBC1,2033,0.0171
REGION1,LNDALFIIBC1,LBC1,2034,0.0086
REGION1,LNDALFIRBC1,LBC1,2020,0.6377
REGION1,LNDALFIRBC1,LBC1,2021,0.5952
REGION1,LNDALFIRBC1,LBC1,2022,0.5526
REGION1,LNDALFIRBC1,LBC1,2023,0.5101
REGION1,LNDALFIRBC1,LBC1,2024,0.4676
REGION1,LNDALFIRBC1,LBC1,2025,0.4251
REGION1,LNDALFIRBC1,LBC1,2026,0.3826
REGION1,LNDALFIRBC1,LBC1,2027,0.3401
REGION1,LNDALFIRBC1,LBC1,2028,0.2976
REGION1,LNDALFIRBC1,LBC1,2029,0.255
REGION1,LNDALFIRBC1,LBC1,2030,0.2126
REGION1,LNDALFIRBC1,LBC1,2031,0.1701
REGION1,LNDALFIRBC1,LBC1,2032,0.1275
REGION1,LNDALFIRBC1,LBC1,2033,0.085
REGION1,LNDALFIRBC1,LBC1,2034,0.0425
REGION1,LNDALFLRBC1,LBC1,2020,20.0725
REGION1,LNDALFLRBC1,LBC1,2021,21.8819
REGION1,LNDALFLRBC1,LBC1,2022,22.521
REGION1,LNDALFLRBC1,LBC1,2023,23.1814
REGION1,LNDALFLRBC1,LBC1,2024,23.8419
REGION1,LNDALFLRBC1,LBC1,2025,23.8419
REGION1,LNDALFLRBC1,LBC1,2026,23.8419
REGION1,LNDALFLRBC1,LBC1,2027,23.8419
REGION1,LNDALFLRBC1,LBC1,2028,23.8419
REGION1,LNDALFLRBC1,LBC1,2029,23.8419
REGION1,LNDALFLRBC1,LBC1,2030,23.8419
REGION1,LNDALFLRBC1,LBC1,2031,23.8419
REGION1,LNDALFLRBC1,LBC1,2032,23.8419
REGION1,LNDALFLRBC1,LBC1,2033,23.8419
REGION1,LNDALFLRBC1,LBC1,2034,23.8419
REGION1,LNDALFLRBC1,LBC1,2035,3.7693
REGION1,LNDALFLRBC1,LBC1,2036,1.96
REGION1,LNDALFLRBC1,LBC1,2037,1.3209
REGION1,LNDALFLRBC1,LBC1,2038,0.6604
REGION1,LNDBARBC1,LBC1,2020,148.3422
REGION1,LNDBARBC1,LBC1,2021,148.3422
REGION1,LNDBARBC1,LBC1,2022,148.3422
REGION1,LNDBARBC1,LBC1,2023,148.3422
REGION1,LNDBARBC1,LBC1,2024,148.3422
REGION1,LNDBARBC1,LBC1,2025,148.3422
REGION1,LNDBARBC1,LBC1,2026,148.3422
REGION1,LNDBARBC1,LBC1,2027,148.3422
REGION1,LNDBARBC1,LBC1,2028,148.3422
REGION1,LNDBARBC1,LBC1,2029,148.3422
REGION1,LNDBARBC1,LBC1,2030,148.3422
REGION1,LNDBARBC1,LBC1,2031,148.3422
REGION1,LNDBARBC1,LBC1,2032,148.3422
REGION1,LNDBARBC1,LBC1,2033,148.3422
REGION1,LNDBARBC1,LBC1,2034,148.3422
REGION1,LNDBARBC1,LBC1,2035,148.3422
REGION1,LNDBARBC1,LBC1,2036,148.3422
REGION1,LNDBARBC1,LBC1,2037,148.3422
REGION1,LNDBARBC1,LBC1,2038,148.3422
REGION1,LNDBARBC1,LBC1,2039,148.3422
REGION1,LNDBARBC1,LBC1,2040,148.3422
REGION1,LNDBARBC1,LBC1,2041,148.3422
REGION1,LNDBARBC1,LBC1,2042,148.3422
REGION1,LNDBARBC1,LBC1,2043,148.3422
REGION1,LNDBARBC1,LBC1,2044,148.3422
REGION1,LNDBARBC1,LBC1,2045,148.3422
REGION1,LNDBARBC1,LBC1,2046,148.3422
REGION1,LNDBARBC1,LBC1,2047,148.3422
REGION1,LNDBARBC1,LBC1,2048,148.3422
REGION1,LNDBARBC1,LBC1,2049,148.3422
REGION1,LNDBARBC1,LBC1,2050,148.3422
REGION1,LNDBLTBC1,LBC1,2020,11.9103
REGION1,LNDBLTBC1,LBC1,2021,11.9525
REGION1,LNDBLTBC1,LBC1,2022,11.9949
REGION1,LNDBLTBC1,LBC1,2023,12.038
REGION1,LNDBLTBC1,LBC1,2024,12.0882
REGION1,LNDBLTBC1,LBC1,2025,12.4281
REGION1,LNDBLTBC1,LBC1,2026,12.4938
REGION1,LNDBLTBC1,LBC1,2027,12.5604
REGION1,LNDBLTBC1,LBC1,2028,12.6041
REGION1,LNDBLTBC1,LBC1,2029,12.6496
REGION1,LNDBLTBC1,LBC1,2030,12.6957
REGION1,LNDBLTBC1,LBC1,2031,12.7422
REGION1,LNDBLTBC1,LBC1,2032,12.7893
REGION1,LNDBLTBC1,LBC1,2033,12.8369
REGION1,LNDBLTBC1,LBC1,2034,12.885
REGION1,LNDBLTBC1,LBC1,2035,12.9333
REGION1,LNDBLTBC1,LBC1,2036,12.9824
REGION1,LNDBLTBC1,LBC1,2037,13.0323
REGION1,LNDBLTBC1,LBC1,2038,13.0828
REGION1,LNDBLTBC1,LBC1,2039,13.134
REGION1,LNDBLTBC1,LBC1,2040,13.1861
REGION1,LNDBLTBC1,LBC1,2041,13.2388
REGION1,LNDBLTBC1,LBC1,2042,13.2919
REGION1,LNDBLTBC1,LBC1,2043,13.3448
REGION1,LNDBLTBC1,LBC1,2044,13.3991
REGION1,LNDBLTBC1,LBC1,2045,13.454
REGION1,LNDBLTBC1,LBC1,2046,13.8573
REGION1,LNDBLTBC1,LBC1,2047,14.2611
REGION1,LNDBLTBC1,LBC1,2048,15.0034
REGION1,LNDBLTBC1,LBC1,2049,15.7466
REGION1,LNDBLTBC1,LBC1,2050,17.2114
REGION1,LNDBRLHIBC1,LBC1,2028,0.0009
REGION1,LNDBRLHIBC1,LBC1,2029,0.0007
REGION1,LNDBRLHIBC1,LBC1,2030,0.0006
REGION1,LNDBRLHIBC1,LBC1,2031,0.0005
REGION1,LNDBRLHIBC1,LBC1,2032,0.0004
REGION1,LNDBRLHIBC1,LBC1,2033,0.0002
REGION1,LNDBRLHIBC1,LBC1,2034,0.0001
REGION1,LNDBRLHRBC1,LBC1,2020,0.0775
REGION1,LNDBRLHRBC1,LBC1,2021,0.0737
REGION1,LNDBRLHRBC1,LBC1,2022,0.08
REGION1,LNDBRLHRBC1,LBC1,2023,0.0875
REGION1,LNDBRLHRBC1,LBC1,2024,0.085
REGION1,LNDBRLHRBC1,LBC1,2025,0.0875
REGION1,LNDBRLHRBC1,LBC1,2026,0.0913
REGION1,LNDBRLHRBC1,LBC1,2027,0.095
REGION1,LNDBRLHRBC1,LBC1,2028,0.0847
REGION1,LNDBRLHRBC1,LBC1,2029,0.0865
REGION1,LNDBRLHRBC1,LBC1,2030,0.0924
REGION1,LNDBRLHRBC1,LBC1,2031,0.0969
REGION1,LNDBRLHRBC1,LBC1,2032,0.1014
REGION1,LNDBRLHRBC1,LBC1,2033,0.1059
REGION1,LNDBRLHRBC1,LBC1,2034,0.1105
REGION1,LNDBRLHRBC1,LBC1,2035,0.115
REGION1,LNDBRLHRBC1,LBC1,2036,0.1175
REGION1,LNDBRLHRBC1,LBC1,2037,0.12
REGION1,LNDBRLHRBC1,LBC1,2038,0.1225
REGION1,LNDBRLHRBC1,LBC1,2039,0.1262
REGION1,LNDBRLHRBC1,LBC1,2040,0.1288
REGION1,LNDBRLHRBC1,LBC1,2041,0.1313
REGION1,LNDBRLHRBC1,LBC1,2042,0.1337
REGION1,LNDBRLHRBC1,LBC1,2043,0.1362
REGION1,LNDBRLHRBC1,LBC1,2044,0.1388
REGION1,LNDBRLHRBC1,LBC1,2045,0.1413
REGION1,LNDBRLHRBC1,LBC1,2046,0.1437
REGION1,LNDBRLHRBC1,LBC1,2047,0.1462
REGION1,LNDBRLHRBC1,LBC1,2048,0.1488
REGION1,LNDBRLHRBC1,LBC1,2049,0.1513
REGION1,LNDBRLHRBC1,LBC1,2050,0.155
REGION1,LNDBRLIIBC1,LBC1,2029,0.0002
REGION1,LNDBRLIIBC1,LBC1,2030,0.0001
REGION1,LNDBRLIIBC1,LBC1,2031,0.0001
REGION1,LNDBRLIIBC1,LBC1,2032,0.0001
REGION1,LNDBRLIIBC1,LBC1,2033,0.0001
REGION1,LNDBRLIIBC1,LBC1,2034,0.0
REGION1,LNDBRLIRBC1,LBC1,2028,0.0191
REGION1,LNDBRLIRBC1,LBC1,2029,0.0181
REGION1,LNDBRLIRBC1,LBC1,2030,0.0151
REGION1,LNDBRLIRBC1,LBC1,2031,0.0121
REGION1,LNDBRLIRBC1,LBC1,2032,0.0091
REGION1,LNDBRLIRBC1,LBC1,2033,0.006
REGION1,LNDBRLIRBC1,LBC1,2034,0.0031
REGION1,LNDFORBC1,LBC1,2020,518.4477
REGION1,LNDFORBC1,LBC1,2021,513.1846
REGION1,LNDFORBC1,LBC1,2022,513.1974
REGION1,LNDFORBC1,LBC1,2023,512.1493
REGION1,LNDFORBC1,LBC1,2024,511.4704
REGION1,LNDFORBC1,LBC1,2025,511.1289
REGION1,LNDFORBC1,LBC1,2026,510.8633
REGION1,LNDFORBC1,LBC1,2027,522.8932
REGION1,LNDFORBC1,LBC1,2028,522.5211
REGION1,LNDFORBC1,LBC1,2029,522.2917
REGION1,LNDFORBC1,LBC1,2030,522.1208
REGION1,LNDFORBC1,LBC1,2031,521.7785
REGION1,LNDFORBC1,LBC1,2032,521.8107
REGION1,LNDFORBC1,LBC1,2033,521.5963
REGION1,LNDFORBC1,LBC1,2034,521.474
REGION1,LNDFORBC1,LBC1,2035,534.087
REGION1,LNDFORBC1,LBC1,2036,534.878
REGION1,LNDFORBC1,LBC1,2037,534.9787
REGION1,LNDFORBC1,LBC1,2038,535.17
REGION1,LNDFORBC1,LBC1,2039,535.446
REGION1,LNDFORBC1,LBC1,2040,535.2666
REGION1,LNDFORBC1,LBC1,2041,534.9966
REGION1,LNDFORBC1,LBC1,2042,534.7498
REGION1,LNDFORBC1,LBC1,2043,534.4883
REGION1,LNDFORBC1,LBC1,2044,534.2508
REGION1,LNDFORBC1,LBC1,2045,534.0077
REGION1,LNDFORBC1,LBC1,2046,533.4213
REGION1,LNDFORBC1,LBC1,2047,532.8322
REGION1,LNDFORBC1,LBC1,2048,531.9015
REGION1,LNDFORBC1,LBC1,2049,530.9772
REGION1,LNDFORBC1,LBC1,2050,529.3256
REGION1,LNDGRSBC1,LBC1,2020,158.9041
REGION1,LNDGRSBC1,LBC1,2021,158.9041
REGION1,LNDGRSBC1,LBC1,2022,158.9041
REGION1,LNDGRSBC1,LBC1,2023,158.9041
REGION1,LNDGRSBC1,LBC1,2024,158.9041
REGION1,LNDGRSBC1,LBC1,2025,158.9041
REGION1,LNDGRSBC1,LBC1,2026,158.9041
REGION1,LNDGRSBC1,LBC1,2027,158.9041
REGION1,LNDGRSBC1,LBC1,2028,158.9041
REGION1,LNDGRSBC1,LBC1,2029,158.9041
REGION1,LNDGRSBC1,LBC1,2030,158.9041
REGION1,LNDGRSBC1,LBC1,2031,158.9041
REGION1,LNDGRSBC1,LBC1,2032,158.9041
REGION1,LNDGRSBC1,LBC1,2033,158.9041
REGION1,LNDGRSBC1,LBC1,2034,158.9041
REGION1,LNDGRSBC1,LBC1,2035,158.9041
REGION1,LNDGRSBC1,LBC1,2036,158.9041
REGION1,LNDGRSBC1,LBC1,2037,158.9041
REGION1,LNDGRSBC1,LBC1,2038,158.9041
REGION1,LNDGRSBC1,LBC1,2039,158.9041
REGION1,LNDGRSBC1,LBC1,2040,158.9041
REGION1,LNDGRSBC1,LBC1,2041,158.9041
REGION1,LNDGRSBC1,LBC1,2042,158.9041
REGION1,LNDGRSBC1,LBC1,2043,158.9041
REGION1,LNDGRSBC1,LBC1,2044,158.9041
REGION1,LNDGRSBC1,LBC1,2045,158.9041
REGION1,LNDGRSBC1,LBC1,2046,158.9041
REGION1,LNDGRSBC1,LBC1,2047,158.9041
REGION1,LNDGRSBC1,LBC1,2048,158.9041
REGION1,LNDGRSBC1,LBC1,2049,158.9041
REGION1,LNDGRSBC1,LBC1,2050,158.9041
REGION1,LNDMAIHIBC1,LBC1,2020,0.0014
REGION1,LNDMAIHIBC1,LBC1,2021,3.1294
REGION1,LNDMAIHIBC1,LBC1,2022,3.1293
REGION1,LNDMAIHIBC1,LBC1,2023,3.1879
REGION1,LNDMAIHIBC1,LBC1,2024,3.3158
REGION1,LNDMAIHIBC1,LBC1,2025,3.3253
REGION1,LNDMAIHIBC1,LBC1,2026,3.4927
REGION1,LNDMAIHIBC1,LBC1,2027,8.1607
REGION1,LNDMAIHIBC1,LBC1,2028,8.4202
REGION1,LNDMAIHIBC1,LBC1,2029,8.5877
REGION1,LNDMAIHIBC1,LBC1,2030,8.6367
REGION1,LNDMAIHIBC1,LBC1,2031,8.8137
REGION1,LNDMAIHIBC1,LBC1,2032,8.8136
REGION1,LNDMAIHIBC1,LBC1,2033,8.9415
REGION1,LNDMAIHIBC1,LBC1,2034,8.9773
REGION1,LNDMAIHIBC1,LBC1,2035,9.0921
REGION1,LNDMAIHIBC1,LBC1,2036,9.3158
REGION1,LNDMAIHIBC1,LBC1,2037,9.4869
REGION1,LNDMAIHIBC1,LBC1,2038,9.5921
REGION1,LNDMAIHIBC1,LBC1,2039,9.6053
REGION1,LNDMAIHIBC1,LBC1,2040,9.6578
REGION1,LNDMAIHIBC1,LBC1,2041,9.7895
REGION1,LNDMAIHIBC1,LBC1,2042,9.9079
REGION1,LNDMAIHIBC1,LBC1,2043,10.0263
REGION1,LNDMAIHIBC1,LBC1,2044,10.1316
REGION1,LNDMAIHIBC1,LBC1,2045,10.2368
REGION1,LNDMAIHIBC1,LBC1,2046,10.3421
REGION1,LNDMAIHIBC1,LBC1,2047,10.4474
REGION1,LNDMAIHIBC1,LBC1,2048,10.5526
REGION1,LNDMAIHIBC1,LBC1,2049,10.6448
REGION1,LNDMAIHIBC1,LBC1,2050,10.75
REGION1,LNDMAIHRBC1,LBC1,2020,0.1402
REGION1,LNDMAIHRBC1,LBC1,2021,0.1309
REGION1,LNDMAIHRBC1,LBC1,2022,0.1216
REGION1,LNDMAIHRBC1,LBC1,2023,0.1122
REGION1,LNDMAIHRBC1,LBC1,2024,0.1029
REGION1,LNDMAIHRBC1,LBC1,2025,0.0935
REGION1,LNDMAIHRBC1,LBC1,2026,0.0842
REGION1,LNDMAIHRBC1,LBC1,2027,0.0748
REGION1,LNDMAIHRBC1,LBC1,2028,0.0654
REGION1,LNDMAIHRBC1,LBC1,2029,0.0561
REGION1,LNDMAIHRBC1,LBC1,2030,0.0467
REGION1,LNDMAIHRBC1,LBC1,2031,0.0374
REGION1,LNDMAIHRBC1,LBC1,2032,0.028
REGION1,LNDMAIHRBC1,LBC1,2033,0.0187
REGION1,LNDMAIHRBC1,LBC1,2034,0.0093
REGION1,LNDMAIIIBC1,LBC1,2020,0.0004
REGION1,LNDMAIIIBC1,LBC1,2021,0.0003
REGION1,LNDMAIIIBC1,LBC1,2022,0.0003
REGION1,LNDMAIIIBC1,LBC1,2023,0.0003
REGION1,LNDMAIIIBC1,LBC1,2024,0.0003
REGION1,LNDMAIIIBC1,LBC1,2025,0.0002
REGION1,LNDMAIIIBC1,LBC1,2026,0.0002
REGION1,LNDMAIIIBC1,LBC1,2027,0.0002
REGION1,LNDMAIIIBC1,LBC1,2028,0.0002
REGION1,LNDMAIIIBC1,LBC1,2029,0.0001
REGION1,LNDMAIIIBC1,LBC1,2030,0.0001
REGION1,LNDMAIIIBC1,LBC1,2031,0.0001
REGION1,LNDMAIIIBC1,LBC1,2032,0.0001
REGION1,LNDMAIIIBC1,LBC1,2033,0.0
REGION1,LNDMAIIIBC1,LBC1,2034,0.0
REGION1,LNDMAIIRBC1,LBC1,2020,0.035
REGION1,LNDMAIIRBC1,LBC1,2021,0.0328
REGION1,LNDMAIIRBC1,LBC1,2022,0.0304
REGION1,LNDMAIIRBC1,LBC1,2023,0.028
REGION1,LNDMAIIRBC1,LBC1,2024,0.0257
REGION1,LNDMAIIRBC1,LBC1,2025,0.0234
REGION1,LNDMAIIRBC1,LBC1,2026,0.0211
REGION1,LNDMAIIRBC1,LBC1,2027,0.0187
REGION1,LNDMAIIRBC1,LBC1,2028,0.0163
REGION1,LNDMAIIRBC1,LBC1,2029,0.0141
REGION1,LNDMAIIRBC1,LBC1,2030,0.0117
REGION1,LNDMAIIRBC1,LBC1,2031,0.0093
REGION1,LNDMAIIRBC1,LBC1,2032,0.007
REGION1,LNDMAIIRBC1,LBC1,2033,0.0047
REGION1,LNDMAIIRBC1,LBC1,2034,0.0024
REGION1,LNDMAILRBC1,LBC1,2020,16.8115
REGION1,LNDMAILRBC1,LBC1,2021,16.8115
REGION1,LNDMAILRBC1,LBC1,2022,16.3225
REGION1,LNDMAILRBC1,LBC1,2023,16.8115
REGION1,LNDMAILRBC1,LBC1,2024,16.8115
REGION1,LNDMAILRBC1,LBC1,2025,16.8115
REGION1,LNDMAILRBC1,LBC1,2026,16.8115
REGION1,LNDMAILRBC1,LBC1,2031,0.0605
REGION1,LNDOATHIBC1,LBC1,2020,0.0022
REGION1,LNDOATHIBC1,LBC1,2021,0.002
REGION1,LNDOATHIBC1,LBC1,2022,0.0019
REGION1,LNDOATHIBC1,LBC1,2023,0.0018
REGION1,LNDOATHIBC1,LBC1,2024,0.0016
REGION1,LNDOATHIBC1,LBC1,2025,0.0084
REGION1,LNDOATHIBC1,LBC1,2026,0.0262
REGION1,LNDOATHIBC1,LBC1,2027,0.0441
REGION1,LNDOATHIBC1,LBC1,2028,0.0618
REGION1,LNDOATHIBC1,LBC1,2029,0.0819
REGION1,LNDOATHIBC1,LBC1,2030,0.0997
REGION1,LNDOATHIBC1,LBC1,2031,0.1174
REGION1,LNDOATHIBC1,LBC1,2032,0.1375
REGION1,LNDOATHIBC1,LBC1,2033,0.1553
REGION1,LNDOATHIBC1,LBC1,2034,0.1732
REGION1,LNDOATHIBC1,LBC1,2035,0.1909
REGION1,LNDOATHIBC1,LBC1,2036,0.1954
REGION1,LNDOATHIBC1,LBC1,2037,0.1977
REGION1,LNDOATHIBC1,LBC1,2038,0.2
REGION1,LNDOATHIBC1,LBC1,2039,0.2045
REGION1,LNDOATHIBC1,LBC1,2040,0.2068
REGION1,LNDOATHIBC1,LBC1,2041,0.2091
REGION1,LNDOATHIBC1,LBC1,2042,0.2114
REGION1,LNDOATHIBC1,LBC1,2043,0.2159
REGION1,LNDOATHIBC1,LBC1,2044,0.2182
REGION1,LNDOATHIBC1,LBC1,2045,0.2205
REGION1,LNDOATHIBC1,LBC1,2046,0.2228
REGION1,LNDOATHIBC1,LBC1,2047,0.2273
REGION1,LNDOATHIBC1,LBC1,2048,0.2296
REGION1,LNDOATHIBC1,LBC1,2049,0.2319
REGION1,LNDOATHIBC1,LBC1,2050,0.2364
REGION1,LNDOATHRBC1,LBC1,2020,0.1391
REGION1,LNDOATHRBC1,LBC1,2021,0.1613
REGION1,LNDOATHRBC1,LBC1,2022,0.1638
REGION1,LNDOATHRBC1,LBC1,2023,0.1664
REGION1,LNDOATHRBC1,LBC1,2024,0.1571
REGION1,LNDOATHRBC1,LBC1,2025,0.1429
REGION1,LNDOATHRBC1,LBC1,2026,0.1285
REGION1,LNDOATHRBC1,LBC1,2027,0.1142
REGION1,LNDOATHRBC1,LBC1,2028,0.1
REGION1,LNDOATHRBC1,LBC1,2029,0.0857
REGION1,LNDOATHRBC1,LBC1,2030,0.0714
REGION1,LNDOATHRBC1,LBC1,2031,0.0571
REGION1,LNDOATHRBC1,LBC1,2032,0.0429
REGION1,LNDOATHRBC1,LBC1,2033,0.0285
REGION1,LNDOATHRBC1,LBC1,2034,0.0143
REGION1,LNDOATIIBC1,LBC1,2024,0.0004
REGION1,LNDOATIIBC1,LBC1,2025,0.0004
REGION1,LNDOATIIBC1,LBC1,2026,0.0003
REGION1,LNDOATIIBC1,LBC1,2027,0.0003
REGION1,LNDOATIIBC1,LBC1,2028,0.0003
REGION1,LNDOATIIBC1,LBC1,2029,0.0002
REGION1,LNDOATIIBC1,LBC1,2030,0.0002
REGION1,LNDOATIIBC1,LBC1,2031,0.0001
REGION1,LNDOATIIBC1,LBC1,2032,0.0001
REGION1,LNDOATIIBC1,LBC1,2033,0.0001
REGION1,LNDOATIIBC1,LBC1,2034,0.0
REGION1,LNDOATIRBC1,LBC1,2024,0.0177
REGION1,LNDOATIRBC1,LBC1,2025,0.0357
REGION1,LNDOATIRBC1,LBC1,2026,0.0322
REGION1,LNDOATIRBC1,LBC1,2027,0.0285
REGION1,LNDOATIRBC1,LBC1,2028,0.025
REGION1,LNDOATIRBC1,LBC1,2029,0.0214
REGION1,LNDOATIRBC1,LBC1,2030,0.0178
REGION1,LNDOATIRBC1,LBC1,2031,0.0143
REGION1,LNDOATIRBC1,LBC1,2032,0.0107
REGION1,LNDOATIRBC1,LBC1,2033,0.0071
REGION1,LNDOATIRBC1,LBC1,2034,0.0036
REGION1,LNDOTHHIBC1,LBC1,2020,0.3808
REGION1,LNDOTHHIBC1,LBC1,2021,0.3554
REGION1,LNDOTHHIBC1,LBC1,2022,0.33
REGION1,LNDOTHHIBC1,LBC1,2023,0.3046
REGION1,LNDOTHHIBC1,LBC1,2024,0.2793
REGION1,LNDOTHHIBC1,LBC1,2025,0.2538
REGION1,LNDOTHHIBC1,LBC1,2026,0.2285
REGION1,LNDOTHHIBC1,LBC1,2027,0.203
REGION1,LNDOTHHIBC1,LBC1,2028,0.1777
REGION1,LNDOTHHIBC1,LBC1,2029,0.1523
REGION1,LNDOTHHIBC1,LBC1,2030,0.1269
REGION1,LNDOTHHIBC1,LBC1,2031,0.1016
REGION1,LNDOTHHIBC1,LBC1,2032,0.0761
REGION1,LNDOTHHIBC1,LBC1,2033,0.0508
REGION1,LNDOTHHIBC1,LBC1,2034,0.0253
REGION1,LNDOTHIIBC1,LBC1,2020,2.5145
REGION1,LNDOTHIIBC1,LBC1,2021,2.9595
REGION1,LNDOTHIIBC1,LBC1,2022,3.0266
REGION1,LNDOTHIIBC1,LBC1,2023,3.0938
REGION1,LNDOTHIIBC1,LBC1,2024,3.1832
REGION1,LNDOTHIIBC1,LBC1,2025,3.2171
REGION1,LNDOTHIIBC1,LBC1,2026,3.2954
REGION1,LNDOTHIIBC1,LBC1,2027,3.3848
REGION1,LNDOTHIIBC1,LBC1,2028,3.4964
REGION1,LNDOTHIIBC1,LBC1,2029,3.5636
REGION1,LNDOTHIIBC1,LBC1,2030,3.6864
REGION1,LNDOTHIIBC1,LBC1,2031,3.7868
REGION1,LNDOTHIIBC1,LBC1,2032,3.8207
REGION1,LNDOTHIIBC1,LBC1,2033,3.9101
REGION1,LNDOTHIIBC1,LBC1,2034,3.9995
REGION1,LNDOTHIIBC1,LBC1,2035,4.0889
REGION1,LNDOTHIIBC1,LBC1,2036,4.1555
REGION1,LNDOTHIIBC1,LBC1,2037,4.2111
REGION1,LNDOTHIIBC1,LBC1,2038,4.2555
REGION1,LNDOTHIIBC1,LBC1,2039,4.3112
REGION1,LNDOTHIIBC1,LBC1,2040,4.3556
REGION1,LNDOTHIIBC1,LBC1,2041,4.4111
REGION1,LNDOTHIIBC1,LBC1,2042,4.4556
REGION1,LNDOTHIIBC1,LBC1,2043,4.5222
REGION1,LNDOTHIIBC1,LBC1,2044,4.5667
REGION1,LNDOTHIIBC1,LBC1,2045,4.6222
REGION1,LNDOTHIIBC1,LBC1,2046,4.6778
REGION1,LNDOTHIIBC1,LBC1,2047,4.7222
REGION1,LNDOTHIIBC1,LBC1,2048,4.7777
REGION1,LNDOTHIIBC1,LBC1,2049,4.8334
REGION1,LNDOTHIIBC1,LBC1,2050,4.8889
REGION1,LNDPEAHIBC1,LBC1,2020,0.0016
REGION1,LNDPEAHIBC1,LBC1,2021,0.0015
REGION1,LNDPEAHIBC1,LBC1,2022,0.0014
REGION1,LNDPEAHIBC1,LBC1,2023,0.0013
REGION1,LNDPEAHIBC1,LBC1,2024,0.0012
REGION1,LNDPEAHIBC1,LBC1,2025,0.0141
REGION1,LNDPEAHIBC1,LBC1,2026,0.0283
REGION1,LNDPEAHIBC1,LBC1,2027,0.0459
REGION1,LNDPEAHIBC1,LBC1,2028,0.0602
REGION1,LNDPEAHIBC1,LBC1,2029,0.0777
REGION1,LNDPEAHIBC1,LBC1,2030,0.092
REGION1,LNDPEAHIBC1,LBC1,2031,0.1063
REGION1,LNDPEAHIBC1,LBC1,2032,0.1238
REGION1,LNDPEAHIBC1,LBC1,2033,0.1381
REGION1,LNDPEAHIBC1,LBC1,2034,0.1557
REGION1,LNDPEAHIBC1,LBC1,2035,0.17
REGION1,LNDPEAHIBC1,LBC1,2036,0.1733
REGION1,LNDPEAHIBC1,LBC1,2037,0.18
REGION1,LNDPEAHIBC1,LBC1,2038,0.1833
REGION1,LNDPEAHIBC1,LBC1,2039,0.19
REGION1,LNDPEAHIBC1,LBC1,2040,0.1933
REGION1,LNDPEAHIBC1,LBC1,2041,0.1967
REGION1,LNDPEAHIBC1,LBC1,2042,0.2033
REGION1,LNDPEAHIBC1,LBC1,2043,0.2067
REGION1,LNDPEAHIBC1,LBC1,2044,0.2133
REGION1,LNDPEAHIBC1,LBC1,2045,0.2167
REGION1,LNDPEAHIBC1,LBC1,2046,0.22
REGION1,LNDPEAHIBC1,LBC1,2047,0.2267
REGION1,LNDPEAHIBC1,LBC1,2048,0.23
REGION1,LNDPEAHIBC1,LBC1,2049,0.2367
REGION1,LNDPEAHIBC1,LBC1,2050,0.24
REGION1,LNDPEAHRBC1,LBC1,2020,0.1174
REGION1,LNDPEAHRBC1,LBC1,2021,0.1175
REGION1,LNDPEAHRBC1,LBC1,2022,0.1253
REGION1,LNDPEAHRBC1,LBC1,2023,0.1277
REGION1,LNDPEAHRBC1,LBC1,2024,0.1171
REGION1,LNDPEAHRBC1,LBC1,2025,0.1064
REGION1,LNDPEAHRBC1,LBC1,2026,0.0958
REGION1,LNDPEAHRBC1,LBC1,2027,0.0851
REGION1,LNDPEAHRBC1,LBC1,2028,0.0745
REGION1,LNDPEAHRBC1,LBC1,2029,0.0639
REGION1,LNDPEAHRBC1,LBC1,2030,0.0533
REGION1,LNDPEAHRBC1,LBC1,2031,0.0426
REGION1,LNDPEAHRBC1,LBC1,2032,0.032
REGION1,LNDPEAHRBC1,LBC1,2033,0.0213
REGION1,LNDPEAHRBC1,LBC1,2034,0.0106
REGION1,LNDPEAIIBC1,LBC1,2023,0.0003
REGION1,LNDPEAIIBC1,LBC1,2024,0.0003
REGION1,LNDPEAIIBC1,LBC1,2025,0.0003
REGION1,LNDPEAIIBC1,LBC1,2026,0.0002
REGION1,LNDPEAIIBC1,LBC1,2027,0.0002
REGION1,LNDPEAIIBC1,LBC1,2028,0.0002
REGION1,LNDPEAIIBC1,LBC1,2029,0.0002
REGION1,LNDPEAIIBC1,LBC1,2030,0.0001
REGION1,LNDPEAIIBC1,LBC1,2031,0.0001
REGION1,LNDPEAIIBC1,LBC1,2032,0.0001
REGION1,LNDPEAIIBC1,LBC1,2033,0.0
REGION1,LNDPEAIIBC1,LBC1,2034,0.0
REGION1,LNDPEAIRBC1,LBC1,2023,0.0018
REGION1,LNDPEAIRBC1,LBC1,2024,0.0271
REGION1,LNDPEAIRBC1,LBC1,2025,0.0266
REGION1,LNDPEAIRBC1,LBC1,2026,0.024
REGION1,LNDPEAIRBC1,LBC1,2027,0.0213
