r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,DEMRESELCB02,1,2025,82.68
REGION1,DEMRESELCB02,1,2026,83.96
REGION1,DEMRESELCB02,1,2027,85.23
REGION1,DEMRESELCB02,1,2028,86.51
REGION1,DEMRESELCB02,1,2029,87.78
REGION1,DEMRESELCB02,1,2030,89.06
REGION1,DEMRESELCB02,1,2031,90.34
REGION1,DEMRESELCB02,1,2032,91.61
REGION1,DEMRESELCB02,1,2033,92.89
REGION1,DEMRESELCB02,1,2034,94.16
REGION1,DEMRESELCB02,1,2035,95.44
REGION1,DEMRESELCB02,1,2036,96.72
REGION1,DEMRESELCB02,1,2037,97.99
REGION1,DEMRESELCB02,1,2038,99.27
REGION1,DEMRESELCB02,1,2039,100.54
REGION1,DEMRESELCB02,1,2040,101.82
REGION1,DEMRESELCB02,1,2041,103.09
REGION1,DEMRESELCB02,1,2042,104.37
REGION1,DEMRESELCB02,1,2043,105.65
REGION1,DEMRESELCB02,1,2044,106.92
REGION1,DEMRESELCB02,1,2045,108.2
REGION1,DEMRESELCB02,1,2046,109.47
REGION1,DEMRESELCB02,1,2047,110.75
REGION1,DEMRESELCB02,1,2048,112.03
REGION1,DEMRESELCB02,1,2049,113.3
REGION1,DEMRESELCB02,1,2050,114.58
REGION1,DEMRESKER,1,2020,0.84
REGION1,DEMRESKER,1,2021,0.85
REGION1,DEMRESKER,1,2022,0.86
REGION1,DEMRESKER,1,2023,0.87
REGION1,DEMRESKER,1,2024,0.87
REGION1,DEMRESKER,1,2025,0.87
REGION1,DEMRESKER,1,2026,0.88
REGION1,DEMRESKER,1,2027,0.88
REGION1,DEMRESKER,1,2028,0.88
REGION1,DEMRESKER,1,2029,0.88
REGION1,DEMRESKER,1,2030,0.88
REGION1,DEMRESKER,1,2031,0.88
REGION1,DEMRESKER,1,2032,0.88
REGION1,DEMRESKER,1,2033,0.88
REGION1,DEMRESKER,1,2034,0.88
REGION1,DEMRESKER,1,2035,0.88
REGION1,DEMRESKER,1,2036,0.88
REGION1,DEMRESKER,1,2037,0.87
REGION1,DEMRESKER,1,2038,0.87
REGION1,DEMRESKER,1,2039,0.87
REGION1,DEMRESKER,1,2040,0.86
REGION1,DEMRESNGS,1,2020,81.96
REGION1,DEMRESNGS,1,2021,83.29
REGION1,DEMRESNGS,1,2022,84.55
REGION1,DEMRESNGS,1,2023,86.07
REGION1,DEMRESNGS,1,2024,87.65
REGION1,DEMRESNGS,1,2025,89.07
REGION1,DEMRESNGS,1,2026,85.51
REGION1,DEMRESNGS,1,2027,81.94
REGION1,DEMRESNGS,1,2028,78.38
REGION1,DEMRESNGS,1,2029,74.82
REGION1,DEMRESNGS,1,2030,71.26
REGION1,DEMRESNGS,1,2031,67.69
REGION1,DEMRESNGS,1,2032,64.13
REGION1,DEMRESNGS,1,2033,60.57
REGION1,DEMRESNGS,1,2034,57.01
REGION1,DEMRESNGS,1,2035,53.44
REGION1,DEMRESNGS,1,2036,49.88
REGION1,DEMRESNGS,1,2037,46.32
REGION1,DEMRESNGS,1,2038,42.75
REGION1,DEMRESNGS,1,2039,39.19
REGION1,DEMRESNGS,1,2040,35.63
REGION1,DEMRESNGS,1,2041,32.07
REGION1,DEMRESNGS,1,2042,28.5
REGION1,DEMRESNGS,1,2043,24.94
REGION1,DEMRESNGS,1,2044,21.38
REGION1,DEMRESNGS,1,2045,17.81
REGION1,DEMRESNGS,1,2046,14.25
REGION1,DEMRESNGS,1,2047,10.69
REGION1,DEMRESNGS,1,2048,7.13
REGION1,DEMRESNGS,1,2049,3.56
REGION1,DEMTRABIO,1,2020,23.33
REGION1,DEMTRABIO,1,2021,23.0
REGION1,DEMTRABIO,1,2022,22.67
REGION1,DEMTRABIO,1,2023,22.33
REGION1,DEMTRABIO,1,2024,22.04
REGION1,DEMTRABIO,1,2025,21.82
REGION1,DEMTRABIO,1,2026,21.65
REGION1,DEMTRABIO,1,2027,21.51
REGION1,DEMTRABIO,1,2028,21.34
REGION1,DEMTRABIO,1,2029,21.14
REGION1,DEMTRABIO,1,2030,20.95
REGION1,DEMTRABIO,1,2031,20.75
REGION1,DEMTRABIO,1,2032,20.57
REGION1,DEMTRABIO,1,2033,20.34
REGION1,DEMTRABIO,1,2034,20.08
REGION1,DEMTRABIO,1,2035,19.81
REGION1,DEMTRABIO,1,2036,19.53
REGION1,DEMTRABIO,1,2037,19.25
REGION1,DEMTRABIO,1,2038,18.97
REGION1,DEMTRABIO,1,2039,18.7
REGION1,DEMTRABIO,1,2040,18.44
REGION1,DEMTRABIO,1,2041,18.334
REGION1,DEMTRABIO,1,2042,18.101
REGION1,DEMTRABIO,1,2043,17.867
REGION1,DEMTRABIO,1,2044,17.634
REGION1,DEMTRABIO,1,2045,17.4
REGION1,DEMTRABIO,1,2046,17.167
REGION1,DEMTRABIO,1,2047,16.934
REGION1,DEMTRABIO,1,2048,16.7
REGION1,DEMTRABIO,1,2049,16.467
REGION1,DEMTRABIO,1,2050,16.233
REGION1,DEMTRADSL,1,2020,98.81
REGION1,DEMTRADSL,1,2021,97.58
REGION1,DEMTRADSL,1,2022,96.06
REGION1,DEMTRADSL,1,2023,94.79
REGION1,DEMTRADSL,1,2024,93.85
REGION1,DEMTRADSL,1,2025,93.41
REGION1,DEMTRADSL,1,2026,89.67
REGION1,DEMTRADSL,1,2027,85.94
REGION1,DEMTRADSL,1,2028,82.2
REGION1,DEMTRADSL,1,2029,78.46
REGION1,DEMTRADSL,1,2030,74.73
REGION1,DEMTRADSL,1,2031,70.99
REGION1,DEMTRADSL,1,2032,67.26
REGION1,DEMTRADSL,1,2033,63.52
REGION1,DEMTRADSL,1,2034,59.78
REGION1,DEMTRADSL,1,2035,56.05
REGION1,DEMTRADSL,1,2036,52.31
REGION1,DEMTRADSL,1,2037,48.57
REGION1,DEMTRADSL,1,2038,44.84
REGION1,DEMTRADSL,1,2039,41.1
REGION1,DEMTRADSL,1,2040,37.36
REGION1,DEMTRADSL,1,2041,33.63
REGION1,DEMTRADSL,1,2042,29.89
REGION1,DEMTRADSL,1,2043,26.15
REGION1,DEMTRADSL,1,2044,22.42
REGION1,DEMTRADSL,1,2045,18.68
REGION1,DEMTRADSL,1,2046,14.95
REGION1,DEMTRADSL,1,2047,11.21
REGION1,DEMTRADSL,1,2048,7.47
REGION1,DEMTRADSL,1,2049,3.74
REGION1,DEMTRAELCB02,1,2020,1.24
REGION1,DEMTRAELCB02,1,2021,1.62
REGION1,DEMTRAELCB02,1,2022,2.08
REGION1,DEMTRAELCB02,1,2023,2.64
REGION1,DEMTRAELCB02,1,2024,3.26
REGION1,DEMTRAELCB02,1,2025,4.06
REGION1,DEMTRAELCB02,1,2026,6.87
REGION1,DEMTRAELCB02,1,2027,9.68
REGION1,DEMTRAELCB02,1,2028,12.48
REGION1,DEMTRAELCB02,1,2029,15.29
REGION1,DEMTRAELCB02,1,2030,18.1
REGION1,DEMTRAELCB02,1,2031,20.91
REGION1,DEMTRAELCB02,1,2032,23.72
REGION1,DEMTRAELCB02,1,2033,26.52
REGION1,DEMTRAELCB02,1,2034,29.33
REGION1,DEMTRAELCB02,1,2035,32.14
REGION1,DEMTRAELCB02,1,2036,34.95
REGION1,DEMTRAELCB02,1,2037,37.76
REGION1,DEMTRAELCB02,1,2038,40.56
REGION1,DEMTRAELCB02,1,2039,43.37
REGION1,DEMTRAELCB02,1,2040,46.18
REGION1,DEMTRAELCB02,1,2041,48.99
REGION1,DEMTRAELCB02,1,2042,51.8
REGION1,DEMTRAELCB02,1,2043,54.6
REGION1,DEMTRAELCB02,1,2044,57.41
REGION1,DEMTRAELCB02,1,2045,60.22
REGION1,DEMTRAELCB02,1,2046,63.03
REGION1,DEMTRAELCB02,1,2047,65.83
REGION1,DEMTRAELCB02,1,2048,68.64
REGION1,DEMTRAELCB02,1,2049,71.45
REGION1,DEMTRAELCB02,1,2050,74.26
REGION1,DEMTRAGSL,1,2020,153.58
REGION1,DEMTRAGSL,1,2021,150.89
REGION1,DEMTRAGSL,1,2022,148.2
REGION1,DEMTRAGSL,1,2023,145.36
REGION1,DEMTRAGSL,1,2024,142.73
REGION1,DEMTRAGSL,1,2025,140.26
REGION1,DEMTRAGSL,1,2026,134.65
REGION1,DEMTRAGSL,1,2027,129.04
REGION1,DEMTRAGSL,1,2028,123.43
REGION1,DEMTRAGSL,1,2029,117.82
REGION1,DEMTRAGSL,1,2030,112.21
REGION1,DEMTRAGSL,1,2031,106.6
REGION1,DEMTRAGSL,1,2032,100.99
REGION1,DEMTRAGSL,1,2033,95.38
REGION1,DEMTRAGSL,1,2034,89.77
REGION1,DEMTRAGSL,1,2035,84.16
REGION1,DEMTRAGSL,1,2036,78.55
REGION1,DEMTRAGSL,1,2037,72.94
REGION1,DEMTRAGSL,1,2038,67.32
REGION1,DEMTRAGSL,1,2039,61.71
REGION1,DEMTRAGSL,1,2040,56.1
REGION1,DEMTRAGSL,1,2041,50.49
REGION1,DEMTRAGSL,1,2042,44.88
REGION1,DEMTRAGSL,1,2043,39.27
REGION1,DEMTRAGSL,1,2044,33.66
REGION1,DEMTRAGSL,1,2045,28.05
REGION1,DEMTRAGSL,1,2046,22.44
REGION1,DEMTRAGSL,1,2047,16.83
REGION1,DEMTRAGSL,1,2048,11.22
REGION1,DEMTRAGSL,1,2049,5.61
REGION1,DEMTRAHFO,1,2020,10.69
REGION1,DEMTRAHFO,1,2021,10.45
REGION1,DEMTRAHFO,1,2022,10.2
REGION1,DEMTRAHFO,1,2023,9.96
REGION1,DEMTRAHFO,1,2024,9.75
REGION1,DEMTRAHFO,1,2025,9.59
REGION1,DEMTRAHFO,1,2026,9.45
REGION1,DEMTRAHFO,1,2027,9.33
REGION1,DEMTRAHFO,1,2028,9.2
REGION1,DEMTRAHFO,1,2029,9.06
REGION1,DEMTRAHFO,1,2030,8.93
REGION1,DEMTRAHFO,1,2031,8.81
REGION1,DEMTRAHFO,1,2032,8.72
REGION1,DEMTRAHFO,1,2033,8.6
REGION1,DEMTRAHFO,1,2034,8.49
REGION1,DEMTRAHFO,1,2035,8.38
REGION1,DEMTRAHFO,1,2036,8.29
REGION1,DEMTRAHFO,1,2037,8.2
REGION1,DEMTRAHFO,1,2038,8.12
REGION1,DEMTRAHFO,1,2039,8.06
REGION1,DEMTRAHFO,1,2040,8.01
REGION1,DEMTRAHFO,1,2041,7.799
REGION1,DEMTRAHFO,1,2042,7.694
REGION1,DEMTRAHFO,1,2043,7.588
REGION1,DEMTRAHFO,1,2044,7.482
REGION1,DEMTRAHFO,1,2045,7.377
REGION1,DEMTRAHFO,1,2046,7.271
REGION1,DEMTRAHFO,1,2047,7.166
REGION1,DEMTRAHFO,1,2048,7.06
REGION1,DEMTRAHFO,1,2049,6.955
REGION1,DEMTRAHFO,1,2050,6.849
REGION1,DEMTRAJFL,1,2020,39.54
REGION1,DEMTRAJFL,1,2021,38.89
REGION1,DEMTRAJFL,1,2022,38.61
REGION1,DEMTRAJFL,1,2023,38.53
REGION1,DEMTRAJFL,1,2024,38.73
REGION1,DEMTRAJFL,1,2025,39.17
REGION1,DEMTRAJFL,1,2026,39.68
REGION1,DEMTRAJFL,1,2027,40.21
REGION1,DEMTRAJFL,1,2028,40.63
REGION1,DEMTRAJFL,1,2029,40.96
REGION1,DEMTRAJFL,1,2030,41.33
REGION1,DEMTRAJFL,1,2031,41.69
REGION1,DEMTRAJFL,1,2032,42.11
REGION1,DEMTRAJFL,1,2033,42.41
REGION1,DEMTRAJFL,1,2034,42.69
REGION1,DEMTRAJFL,1,2035,42.96
REGION1,DEMTRAJFL,1,2036,43.23
REGION1,DEMTRAJFL,1,2037,43.52
REGION1,DEMTRAJFL,1,2038,43.82
REGION1,DEMTRAJFL,1,2039,44.15
REGION1,DEMTRAJFL,1,2040,44.49
REGION1,DEMTRAJFL,1,2041,44.896
REGION1,DEMTRAJFL,1,2042,45.226
REGION1,DEMTRAJFL,1,2043,45.556
REGION1,DEMTRAJFL,1,2044,45.886
REGION1,DEMTRAJFL,1,2045,46.215
REGION1,DEMTRAJFL,1,2046,46.545
REGION1,DEMTRAJFL,1,2047,46.875
REGION1,DEMTRAJFL,1,2048,47.204
REGION1,DEMTRAJFL,1,2049,47.534
REGION1,DEMTRAJFL,1,2050,47.864
REGION1,DEMTRALPG,1,2020,2.66
REGION1,DEMTRALPG,1,2021,2.72
REGION1,DEMTRALPG,1,2022,2.79
REGION1,DEMTRALPG,1,2023,2.86
REGION1,DEMTRALPG,1,2024,2.91
REGION1,DEMTRALPG,1,2025,2.96
REGION1,DEMTRALPG,1,2026,3.02
REGION1,DEMTRALPG,1,2027,3.07
REGION1,DEMTRALPG,1,2028,3.13
REGION1,DEMTRALPG,1,2029,3.17
REGION1,DEMTRALPG,1,2030,3.2
REGION1,DEMTRALPG,1,2031,3.21
REGION1,DEMTRALPG,1,2032,3.2
REGION1,DEMTRALPG,1,2033,3.16
REGION1,DEMTRALPG,1,2034,3.11
REGION1,DEMTRALPG,1,2035,3.03
REGION1,DEMTRALPG,1,2036,2.93
REGION1,DEMTRALPG,1,2037,2.81
REGION1,DEMTRALPG,1,2038,2.68
REGION1,DEMTRALPG,1,2039,2.52
REGION1,DEMTRALPG,1,2040,2.35
REGION1,DEMTRALPG,1,2041,2.603
REGION1,DEMTRALPG,1,2042,2.557
REGION1,DEMTRALPG,1,2043,2.511
REGION1,DEMTRALPG,1,2044,2.464
REGION1,DEMTRALPG,1,2045,2.418
REGION1,DEMTRALPG,1,2046,2.372
REGION1,DEMTRALPG,1,2047,2.326
REGION1,DEMTRALPG,1,2048,2.279
REGION1,DEMTRALPG,1,2049,2.233
REGION1,DEMTRALPG,1,2050,2.187
REGION1,DEMTRANGS,1,2020,1.8
REGION1,DEMTRANGS,1,2021,2.04
REGION1,DEMTRANGS,1,2022,2.6
REGION1,DEMTRANGS,1,2023,2.86
REGION1,DEMTRANGS,1,2024,3.17
REGION1,DEMTRANGS,1,2025,3.55
REGION1,DEMTRANGS,1,2026,3.97
REGION1,DEMTRANGS,1,2027,4.43
REGION1,DEMTRANGS,1,2028,5.16
REGION1,DEMTRANGS,1,2029,5.58
REGION1,DEMTRANGS,1,2030,6.04
REGION1,DEMTRANGS,1,2031,6.51
REGION1,DEMTRANGS,1,2032,7.6
REGION1,DEMTRANGS,1,2033,8.08
REGION1,DEMTRANGS,1,2034,8.57
REGION1,DEMTRANGS,1,2035,9.08
REGION1,DEMTRANGS,1,2036,10.15
REGION1,DEMTRANGS,1,2037,10.73
REGION1,DEMTRANGS,1,2038,11.35
REGION1,DEMTRANGS,1,2039,12.04
REGION1,DEMTRANGS,1,2040,12.79
REGION1,DEMTRANGS,1,2041,13.207
REGION1,DEMTRANGS,1,2042,13.84
REGION1,DEMTRANGS,1,2043,14.474
REGION1,DEMTRANGS,1,2044,15.108
REGION1,DEMTRANGS,1,2045,15.741
REGION1,DEMTRANGS,1,2046,16.375
REGION1,DEMTRANGS,1,2047,17.008
REGION1,DEMTRANGS,1,2048,17.642
REGION1,DEMTRANGS,1,2049,18.275
REGION1,DEMTRANGS,1,2050,18.909
REGION1,IMPDSL,1,2020,222.15
REGION1,IMPDSL,1,2021,221.328
REGION1,IMPDSL,1,2022,219.707
REGION1,IMPDSL,1,2023,218.392
REGION1,IMPDSL,1,2024,218.774
REGION1,IMPDSL,1,2025,219.701
REGION1,IMPDSL,1,2026,217.886
REGION1,IMPDSL,1,2027,216.0
REGION1,IMPDSL,1,2028,213.605
REGION1,IMPDSL,1,2029,210.474
REGION1,IMPDSL,1,2030,207.51
REGION1,IMPDSL,1,2031,204.7
REGION1,IMPDSL,1,2032,202.087
REGION1,IMPDSL,1,2033,199.119
REGION1,IMPDSL,1,2034,196.105
REGION1,IMPDSL,1,2035,193.152
REGION1,IMPDSL,1,2036,190.283
REGION1,IMPDSL,1,2037,187.556
REGION1,IMPDSL,1,2038,184.991
REGION1,IMPDSL,1,2039,182.56
REGION1,IMPDSL,1,2040,180.254
REGION1,IMPDSL,1,2041,176.812
REGION1,IMPDSL,1,2042,174.023
REGION1,IMPDSL,1,2043,171.235
REGION1,IMPDSL,1,2044,168.457
REGION1,IMPDSL,1,2045,165.668
REGION1,IMPDSL,1,2046,162.89
REGION1,IMPDSL,1,2047,160.102
REGION1,IMPDSL,1,2048,157.314
REGION1,IMPDSL,1,2049,154.535
REGION1,IMPDSL,1,2050,151.747
REGION1,IMPGSL,1,2020,153.58
REGION1,IMPGSL,1,2021,150.89
REGION1,IMPGSL,1,2022,148.2
REGION1,IMPGSL,1,2023,145.36
REGION1,IMPGSL,1,2024,142.73
REGION1,IMPGSL,1,2025,140.26
REGION1,IMPGSL,1,2026,134.65
REGION1,IMPGSL,1,2027,129.04
REGION1,IMPGSL,1,2028,123.43
REGION1,IMPGSL,1,2029,117.82
REGION1,IMPGSL,1,2030,112.21
REGION1,IMPGSL,1,2031,106.6
REGION1,IMPGSL,1,2032,100.99
REGION1,IMPGSL,1,2033,95.38
REGION1,IMPGSL,1,2034,89.77
REGION1,IMPGSL,1,2035,84.16
REGION1,IMPGSL,1,2036,78.55
REGION1,IMPGSL,1,2037,72.94
REGION1,IMPGSL,1,2038,67.32
REGION1,IMPGSL,1,2039,61.71
REGION1,IMPGSL,1,2040,56.1
REGION1,IMPGSL,1,2041,50.49
REGION1,IMPGSL,1,2042,44.88
REGION1,IMPGSL,1,2043,39.27
REGION1,IMPGSL,1,2044,33.66
REGION1,IMPGSL,1,2045,28.05
REGION1,IMPGSL,1,2046,22.44
REGION1,IMPGSL,1,2047,16.83
REGION1,IMPGSL,1,2048,11.22
REGION1,IMPGSL,1,2049,5.61
REGION1,IMPHFO,1,2020,10.69
REGION1,IMPHFO,1,2021,10.45
REGION1,IMPHFO,1,2022,10.2
REGION1,IMPHFO,1,2023,9.96
REGION1,IMPHFO,1,2024,9.75
REGION1,IMPHFO,1,2025,9.59
REGION1,IMPHFO,1,2026,9.45
REGION1,IMPHFO,1,2027,9.33
REGION1,IMPHFO,1,2028,9.2
REGION1,IMPHFO,1,2029,9.06
REGION1,IMPHFO,1,2030,8.93
REGION1,IMPHFO,1,2031,8.81
REGION1,IMPHFO,1,2032,8.72
REGION1,IMPHFO,1,2033,8.6
REGION1,IMPHFO,1,2034,8.49
REGION1,IMPHFO,1,2035,8.38
REGION1,IMPHFO,1,2036,8.29
REGION1,IMPHFO,1,2037,8.2
REGION1,IMPHFO,1,2038,8.12
REGION1,IMPHFO,1,2039,8.06
REGION1,IMPHFO,1,2040,8.01
REGION1,IMPHFO,1,2041,7.799
REGION1,IMPHFO,1,2042,7.694
REGION1,IMPHFO,1,2043,7.588
REGION1,IMPHFO,1,2044,7.482
REGION1,IMPHFO,1,2045,7.377
REGION1,IMPHFO,1,2046,7.271
REGION1,IMPHFO,1,2047,7.166
REGION1,IMPHFO,1,2048,7.06
REGION1,IMPHFO,1,2049,6.955
REGION1,IMPHFO,1,2050,6.849
REGION1,IMPJFL,1,2020,39.54
REGION1,IMPJFL,1,2021,38.89
REGION1,IMPJFL,1,2022,38.61
REGION1,IMPJFL,1,2023,38.53
REGION1,IMPJFL,1,2024,38.73
REGION1,IMPJFL,1,2025,39.17
REGION1,IMPJFL,1,2026,39.68
REGION1,IMPJFL,1,2027,40.21
REGION1,IMPJFL,1,2028,40.63
REGION1,IMPJFL,1,2029,40.96
REGION1,IMPJFL,1,2030,41.33
REGION1,IMPJFL,1,2031,41.69
REGION1,IMPJFL,1,2032,42.11
REGION1,IMPJFL,1,2033,42.41
REGION1,IMPJFL,1,2034,42.69
REGION1,IMPJFL,1,2035,42.96
REGION1,IMPJFL,1,2036,43.23
REGION1,IMPJFL,1,2037,43.52
REGION1,IMPJFL,1,2038,43.82
REGION1,IMPJFL,1,2039,44.15
REGION1,IMPJFL,1,2040,44.49
REGION1,IMPJFL,1,2041,44.896
REGION1,IMPJFL,1,2042,45.226
REGION1,IMPJFL,1,2043,45.556
REGION1,IMPJFL,1,2044,45.886
REGION1,IMPJFL,1,2045,46.215
REGION1,IMPJFL,1,2046,46.545
REGION1,IMPJFL,1,2047,46.875
REGION1,IMPJFL,1,2048,47.204
REGION1,IMPJFL,1,2049,47.534
REGION1,IMPJFL,1,2050,47.864
REGION1,IMPKER,1,2020,11.41
REGION1,IMPKER,1,2021,11.65
REGION1,IMPKER,1,2022,11.86
REGION1,IMPKER,1,2023,12.04
REGION1,IMPKER,1,2024,12.2
REGION1,IMPKER,1,2025,12.35
REGION1,IMPKER,1,2026,12.53
REGION1,IMPKER,1,2027,12.71
REGION1,IMPKER,1,2028,12.91
REGION1,IMPKER,1,2029,13.11
REGION1,IMPKER,1,2030,13.29
REGION1,IMPKER,1,2031,13.45
REGION1,IMPKER,1,2032,13.61
REGION1,IMPKER,1,2033,13.75
REGION1,IMPKER,1,2034,13.9
REGION1,IMPKER,1,2035,14.04
REGION1,IMPKER,1,2036,14.17
REGION1,IMPKER,1,2037,14.27
REGION1,IMPKER,1,2038,14.38
REGION1,IMPKER,1,2039,14.47
REGION1,IMPKER,1,2040,14.56
REGION1,IMPKER,1,2041,14.196
REGION1,IMPKER,1,2042,14.384
REGION1,IMPKER,1,2043,14.573
REGION1,IMPKER,1,2044,14.761
REGION1,IMPKER,1,2045,14.949
REGION1,IMPKER,1,2046,15.137
REGION1,IMPKER,1,2047,15.325
REGION1,IMPKER,1,2048,15.513
REGION1,IMPKER,1,2049,15.701
REGION1,IMPKER,1,2050,15.89
REGION1,IMPLPG,1,2020,2.66
REGION1,IMPLPG,1,2021,2.72
REGION1,IMPLPG,1,2022,2.79
REGION1,IMPLPG,1,2023,2.86
REGION1,IMPLPG,1,2024,2.91
REGION1,IMPLPG,1,2025,2.96
REGION1,IMPLPG,1,2026,3.02
REGION1,IMPLPG,1,2027,3.07
REGION1,IMPLPG,1,2028,3.13
REGION1,IMPLPG,1,2029,3.17
REGION1,IMPLPG,1,2030,3.2
REGION1,IMPLPG,1,2031,3.21
REGION1,IMPLPG,1,2032,3.2
REGION1,IMPLPG,1,2033,3.16
REGION1,IMPLPG,1,2034,3.11
REGION1,IMPLPG,1,2035,3.03
REGION1,IMPLPG,1,2036,2.93
REGION1,IMPLPG,1,2037,2.81
REGION1,IMPLPG,1,2038,2.68
REGION1,IMPLPG,1,2039,2.52
REGION1,IMPLPG,1,2040,2.35
REGION1,IMPLPG,1,2041,2.603
REGION1,IMPLPG,1,2042,2.557
REGION1,IMPLPG,1,2043,2.511
REGION1,IMPLPG,1,2044,2.464
REGION1,IMPLPG,1,2045,2.418
REGION1,IMPLPG,1,2046,2.372
REGION1,IMPLPG,1,2047,2.326
REGION1,IMPLPG,1,2048,2.279
REGION1,IMPLPG,1,2049,2.233
REGION1,IMPLPG,1,2050,2.187
REGION1,LNDAGRBC1C01,55,2020,27.312
REGION1,LNDAGRBC1C01,55,2021,27.312
REGION1,LNDAGRBC1C01,55,2022,27.312
REGION1,LNDAGRBC1C01,55,2023,27.312
REGION1,LNDAGRBC1C01,55,2024,27.312
REGION1,LNDAGRBC1C01,55,2025,27.312
REGION1,LNDAGRBC1C01,55,2026,27.312
REGION1,LNDAGRBC1C01,55,2027,27.312
REGION1,LNDAGRBC1C01,55,2028,27.312
REGION1,LNDAGRBC1C01,55,2029,27.312
REGION1,LNDAGRBC1C01,55,2030,27.312
REGION1,LNDAGRBC1C01,55,2031,27.312
REGION1,LNDAGRBC1C01,55,2032,27.312
REGION1,LNDAGRBC1C01,55,2033,27.312
REGION1,LNDAGRBC1C01,55,2034,27.312
REGION1,LNDAGRBC1C01,55,2035,27.312
REGION1,LNDAGRBC1C01,55,2036,27.312
REGION1,LNDAGRBC1C01,55,2037,27.312
REGION1,LNDAGRBC1C01,55,2038,27.312
REGION1,LNDAGRBC1C01,55,2039,27.312
REGION1,LNDAGRBC1C01,55,2040,27.312
REGION1,LNDAGRBC1C01,55,2041,27.312
REGION1,LNDAGRBC1C01,55,2042,27.312
REGION1,LNDAGRBC1C01,55,2043,27.312
REGION1,LNDAGRBC1C01,55,2044,27.312
REGION1,LNDAGRBC1C01,55,2045,27.312
REGION1,LNDAGRBC1C01,55,2046,27.312
REGION1,LNDAGRBC1C01,55,2047,27.312
REGION1,LNDAGRBC1C01,55,2048,27.312
REGION1,LNDAGRBC1C01,55,2049,27.312
REGION1,LNDAGRBC1C01,55,2050,27.312
REGION1,LNDAGRBC1C01,51,2020,140.7534
REGION1,LNDAGRBC1C01,51,2021,140.7534
REGION1,LNDAGRBC1C01,51,2022,140.7534
REGION1,LNDAGRBC1C01,51,2023,140.7534
REGION1,LNDAGRBC1C01,51,2024,140.7534
REGION1,LNDAGRBC1C01,51,2025,140.7534
REGION1,LNDAGRBC1C01,51,2026,140.7534
REGION1,LNDAGRBC1C01,51,2027,140.7534
REGION1,LNDAGRBC1C01,51,2028,140.7534
REGION1,LNDAGRBC1C01,51,2029,140.7534
REGION1,LNDAGRBC1C01,51,2030,140.7534
REGION1,LNDAGRBC1C01,51,2031,140.7534
REGION1,LNDAGRBC1C01,51,2032,140.7534
REGION1,LNDAGRBC1C01,51,2033,140.7534
REGION1,LNDAGRBC1C01,51,2034,140.7534
REGION1,LNDAGRBC1C01,51,2035,140.7534
REGION1,LNDAGRBC1C01,51,2036,140.7534
REGION1,LNDAGRBC1C01,51,2037,140.7534
REGION1,LNDAGRBC1C01,51,2038,140.7534
REGION1,LNDAGRBC1C01,51,2039,140.7534
REGION1,LNDAGRBC1C01,51,2040,140.7534
REGION1,LNDAGRBC1C01,51,2041,140.7534
REGION1,LNDAGRBC1C01,51,2042,140.7534
REGION1,LNDAGRBC1C01,51,2043,140.7534
REGION1,LNDAGRBC1C01,51,2044,140.7534
REGION1,LNDAGRBC1C01,51,2045,140.7534
REGION1,LNDAGRBC1C01,51,2046,140.7534
REGION1,LNDAGRBC1C01,51,2047,140.7534
REGION1,LNDAGRBC1C01,51,2048,140.7534
REGION1,LNDAGRBC1C01,51,2049,140.7534
REGION1,LNDAGRBC1C01,51,2050,140.7534
REGION1,LNDAGRBC1C01,53,2020,109.1289
REGION1,LNDAGRBC1C01,53,2021,109.1289
REGION1,LNDAGRBC1C01,53,2022,109.1289
REGION1,LNDAGRBC1C01,53,2023,109.1289
REGION1,LNDAGRBC1C01,53,2024,109.1289
REGION1,LNDAGRBC1C01,53,2025,109.1289
REGION1,LNDAGRBC1C01,53,2026,109.1289
REGION1,LNDAGRBC1C01,53,2027,109.1289
REGION1,LNDAGRBC1C01,53,2028,109.1289
REGION1,LNDAGRBC1C01,53,2029,109.1289
REGION1,LNDAGRBC1C01,53,2030,109.1289
REGION1,LNDAGRBC1C01,53,2031,109.1289
REGION1,LNDAGRBC1C01,53,2032,109.1289
REGION1,LNDAGRBC1C01,53,2033,109.1289
REGION1,LNDAGRBC1C01,53,2034,109.1289
REGION1,LNDAGRBC1C01,53,2035,109.1289
REGION1,LNDAGRBC1C01,53,2036,109.1289
REGION1,LNDAGRBC1C01,53,2037,109.1289
REGION1,LNDAGRBC1C01,53,2038,109.1289
REGION1,LNDAGRBC1C01,53,2039,109.1289
REGION1,LNDAGRBC1C01,53,2040,109.1289
REGION1,LNDAGRBC1C01,53,2041,109.1289
REGION1,LNDAGRBC1C01,53,2042,109.1289
REGION1,LNDAGRBC1C01,53,2043,109.1289
REGION1,LNDAGRBC1C01,53,2044,109.1289
REGION1,LNDAGRBC1C01,53,2045,109.1289
REGION1,LNDAGRBC1C01,53,2046,109.1289
REGION1,LNDAGRBC1C01,53,2047,109.1289
REGION1,LNDAGRBC1C01,53,2048,109.1289
REGION1,LNDAGRBC1C01,53,2049,109.1289
REGION1,LNDAGRBC1C01,53,2050,109.1289
REGION1,LNDAGRBC1C01,52,2020,0.0093
