r,t,f,y,ProductionByTechnologyAnnual
REGION1,DEMPWRSURBC1,PWRWATBC1,2034,0.5019
REGION1,DEMPWRSURBC1,PWRWATBC1,2035,0.5134
REGION1,DEMPWRSURBC1,PWRWATBC1,2036,0.5236
REGION1,DEMPWRSURBC1,PWRWATBC1,2037,0.5369
REGION1,DEMPWRSURBC1,PWRWATBC1,2038,0.5479
REGION1,DEMPWRSURBC1,PWRWATBC1,2039,0.6766
REGION1,DEMPWRSURBC1,PWRWATBC1,2040,0.8759
REGION1,DEMPWRSURBC1,PWRWATBC1,2041,1.095
REGION1,DEMPWRSURBC1,PWRWATBC1,2042,1.296
REGION1,DEMPWRSURBC1,PWRWATBC1,2043,1.5893
REGION1,DEMPWRSURBC1,PWRWATBC1,2044,1.7898
REGION1,DEMPWRSURBC1,PWRWATBC1,2045,2.001
REGION1,DEMPWRSURBC1,PWRWATBC1,2046,2.1533
REGION1,DEMPWRSURBC1,PWRWATBC1,2047,2.3054
REGION1,DEMPWRSURBC1,PWRWATBC1,2048,2.4577
REGION1,DEMPWRSURBC1,PWRWATBC1,2049,2.61
REGION1,DEMPWRSURBC1,PWRWATBC1,2050,2.7624
REGION1,DEMPWRURN,PWRURN,2039,10.209
REGION1,DEMPWRURN,PWRURN,2040,26.0265
REGION1,DEMPWRURN,PWRURN,2041,43.4257
REGION1,DEMPWRURN,PWRURN,2042,59.3763
REGION1,DEMPWRURN,PWRURN,2043,82.6519
REGION1,DEMPWRURN,PWRURN,2044,98.5693
REGION1,DEMPWRURN,PWRURN,2045,115.3251
REGION1,DEMPWRURN,PWRURN,2046,127.4165
REGION1,DEMPWRURN,PWRURN,2047,139.4825
REGION1,DEMPWRURN,PWRURN,2048,151.5739
REGION1,DEMPWRURN,PWRURN,2049,163.6652
REGION1,DEMPWRURN,PWRURN,2050,175.7566
REGION1,DEMPWRWND,PWRWND,2020,153.7001
REGION1,DEMPWRWND,PWRWND,2021,166.9699
REGION1,DEMPWRWND,PWRWND,2022,179.833
REGION1,DEMPWRWND,PWRWND,2023,193.768
REGION1,DEMPWRWND,PWRWND,2024,230.3478
REGION1,DEMPWRWND,PWRWND,2025,230.3478
REGION1,DEMPWRWND,PWRWND,2026,230.3478
REGION1,DEMPWRWND,PWRWND,2027,230.3478
REGION1,DEMPWRWND,PWRWND,2028,230.3478
REGION1,DEMPWRWND,PWRWND,2029,230.3478
REGION1,DEMPWRWND,PWRWND,2030,230.3478
REGION1,DEMPWRWND,PWRWND,2031,230.3478
REGION1,DEMPWRWND,PWRWND,2032,230.3478
REGION1,DEMPWRWND,PWRWND,2033,230.3478
REGION1,DEMPWRWND,PWRWND,2034,230.3478
REGION1,DEMPWRWND,PWRWND,2035,228.0368
REGION1,DEMPWRWND,PWRWND,2036,228.0368
REGION1,DEMPWRWND,PWRWND,2037,223.6749
REGION1,DEMPWRWND,PWRWND,2038,218.0469
REGION1,DEMPWRWND,PWRWND,2039,214.3002
REGION1,DEMPWRWND,PWRWND,2040,214.3002
REGION1,DEMPWRWND,PWRWND,2041,214.3002
REGION1,DEMPWRWND,PWRWND,2042,214.3002
REGION1,DEMPWRWND,PWRWND,2043,206.1696
REGION1,DEMPWRWND,PWRWND,2044,206.1696
REGION1,DEMPWRWND,PWRWND,2045,205.2759
REGION1,DEMPWRWND,PWRWND,2046,205.2759
REGION1,DEMPWRWND,PWRWND,2047,205.2759
REGION1,DEMPWRWND,PWRWND,2048,205.2759
REGION1,DEMPWRWND,PWRWND,2049,205.2759
REGION1,DEMPWRWND,PWRWND,2050,205.2759
REGION1,DEMRESBIO,RESBIO,2020,12.98
REGION1,DEMRESBIO,RESBIO,2021,13.23
REGION1,DEMRESBIO,RESBIO,2022,13.45
REGION1,DEMRESBIO,RESBIO,2023,13.72
REGION1,DEMRESBIO,RESBIO,2024,14.0
REGION1,DEMRESBIO,RESBIO,2025,14.26
REGION1,DEMRESBIO,RESBIO,2026,14.51
REGION1,DEMRESBIO,RESBIO,2027,14.72
REGION1,DEMRESBIO,RESBIO,2028,14.94
REGION1,DEMRESBIO,RESBIO,2029,15.14
REGION1,DEMRESBIO,RESBIO,2030,15.29
REGION1,DEMRESBIO,RESBIO,2031,15.44
REGION1,DEMRESBIO,RESBIO,2032,15.59
REGION1,DEMRESBIO,RESBIO,2033,15.7
REGION1,DEMRESBIO,RESBIO,2034,15.82
REGION1,DEMRESBIO,RESBIO,2035,15.91
REGION1,DEMRESBIO,RESBIO,2036,15.96
REGION1,DEMRESBIO,RESBIO,2037,15.99
REGION1,DEMRESBIO,RESBIO,2038,16.0
REGION1,DEMRESBIO,RESBIO,2039,15.98
REGION1,DEMRESBIO,RESBIO,2040,15.96
REGION1,DEMRESBIO,RESBIO,2041,15.906
REGION1,DEMRESBIO,RESBIO,2042,15.99
REGION1,DEMRESBIO,RESBIO,2043,16.075
REGION1,DEMRESBIO,RESBIO,2044,16.16
REGION1,DEMRESBIO,RESBIO,2045,16.244
REGION1,DEMRESBIO,RESBIO,2046,16.329
REGION1,DEMRESBIO,RESBIO,2047,16.413
REGION1,DEMRESBIO,RESBIO,2048,16.498
REGION1,DEMRESBIO,RESBIO,2049,16.583
REGION1,DEMRESBIO,RESBIO,2050,16.667
REGION1,DEMRESELCB02,RESELCB02,2020,74.47
REGION1,DEMRESELCB02,RESELCB02,2021,76.13
REGION1,DEMRESELCB02,RESELCB02,2022,77.71
REGION1,DEMRESELCB02,RESELCB02,2023,79.46
REGION1,DEMRESELCB02,RESELCB02,2024,81.07
REGION1,DEMRESELCB02,RESELCB02,2025,82.68
REGION1,DEMRESELCB02,RESELCB02,2026,83.96
REGION1,DEMRESELCB02,RESELCB02,2027,85.23
REGION1,DEMRESELCB02,RESELCB02,2028,86.51
REGION1,DEMRESELCB02,RESELCB02,2029,87.78
REGION1,DEMRESELCB02,RESELCB02,2030,89.06
REGION1,DEMRESELCB02,RESELCB02,2031,90.34
REGION1,DEMRESELCB02,RESELCB02,2032,91.61
REGION1,DEMRESELCB02,RESELCB02,2033,92.89
REGION1,DEMRESELCB02,RESELCB02,2034,94.16
REGION1,DEMRESELCB02,RESELCB02,2035,95.44
REGION1,DEMRESELCB02,RESELCB02,2036,96.72
REGION1,DEMRESELCB02,RESELCB02,2037,97.99
REGION1,DEMRESELCB02,RESELCB02,2038,99.27
REGION1,DEMRESELCB02,RESELCB02,2039,100.54
REGION1,DEMRESELCB02,RESELCB02,2040,101.82
REGION1,DEMRESELCB02,RESELCB02,2041,103.09
REGION1,DEMRESELCB02,RESELCB02,2042,104.37
REGION1,DEMRESELCB02,RESELCB02,2043,105.65
REGION1,DEMRESELCB02,RESELCB02,2044,106.92
REGION1,DEMRESELCB02,RESELCB02,2045,108.2
REGION1,DEMRESELCB02,RESELCB02,2046,109.47
REGION1,DEMRESELCB02,RESELCB02,2047,110.75
REGION1,DEMRESELCB02,RESELCB02,2048,112.03
REGION1,DEMRESELCB02,RESELCB02,2049,113.3
REGION1,DEMRESELCB02,RESELCB02,2050,114.58
REGION1,DEMRESKER,RESKER,2020,0.84
REGION1,DEMRESKER,RESKER,2021,0.85
REGION1,DEMRESKER,RESKER,2022,0.86
REGION1,DEMRESKER,RESKER,2023,0.87
REGION1,DEMRESKER,RESKER,2024,0.87
REGION1,DEMRESKER,RESKER,2025,0.87
REGION1,DEMRESKER,RESKER,2026,0.88
REGION1,DEMRESKER,RESKER,2027,0.88
REGION1,DEMRESKER,RESKER,2028,0.88
REGION1,DEMRESKER,RESKER,2029,0.88
REGION1,DEMRESKER,RESKER,2030,0.88
REGION1,DEMRESKER,RESKER,2031,0.88
REGION1,DEMRESKER,RESKER,2032,0.88
REGION1,DEMRESKER,RESKER,2033,0.88
REGION1,DEMRESKER,RESKER,2034,0.88
REGION1,DEMRESKER,RESKER,2035,0.88
REGION1,DEMRESKER,RESKER,2036,0.88
REGION1,DEMRESKER,RESKER,2037,0.87
REGION1,DEMRESKER,RESKER,2038,0.87
REGION1,DEMRESKER,RESKER,2039,0.87
REGION1,DEMRESKER,RESKER,2040,0.86
REGION1,DEMRESNGS,RESNGS,2020,81.96
REGION1,DEMRESNGS,RESNGS,2021,83.29
REGION1,DEMRESNGS,RESNGS,2022,84.55
REGION1,DEMRESNGS,RESNGS,2023,86.07
REGION1,DEMRESNGS,RESNGS,2024,87.65
REGION1,DEMRESNGS,RESNGS,2025,89.07
REGION1,DEMRESNGS,RESNGS,2026,85.51
REGION1,DEMRESNGS,RESNGS,2027,81.94
REGION1,DEMRESNGS,RESNGS,2028,78.38
REGION1,DEMRESNGS,RESNGS,2029,74.82
REGION1,DEMRESNGS,RESNGS,2030,71.26
REGION1,DEMRESNGS,RESNGS,2031,67.69
REGION1,DEMRESNGS,RESNGS,2032,64.13
REGION1,DEMRESNGS,RESNGS,2033,60.57
REGION1,DEMRESNGS,RESNGS,2034,57.01
REGION1,DEMRESNGS,RESNGS,2035,53.44
REGION1,DEMRESNGS,RESNGS,2036,49.88
REGION1,DEMRESNGS,RESNGS,2037,46.32
REGION1,DEMRESNGS,RESNGS,2038,42.75
REGION1,DEMRESNGS,RESNGS,2039,39.19
REGION1,DEMRESNGS,RESNGS,2040,35.63
REGION1,DEMRESNGS,RESNGS,2041,32.07
REGION1,DEMRESNGS,RESNGS,2042,28.5
REGION1,DEMRESNGS,RESNGS,2043,24.94
REGION1,DEMRESNGS,RESNGS,2044,21.38
REGION1,DEMRESNGS,RESNGS,2045,17.81
REGION1,DEMRESNGS,RESNGS,2046,14.25
REGION1,DEMRESNGS,RESNGS,2047,10.69
REGION1,DEMRESNGS,RESNGS,2048,7.13
REGION1,DEMRESNGS,RESNGS,2049,3.56
REGION1,DEMTRABIO,TRABIO,2020,23.33
REGION1,DEMTRABIO,TRABIO,2021,23.0
REGION1,DEMTRABIO,TRABIO,2022,22.67
REGION1,DEMTRABIO,TRABIO,2023,22.33
REGION1,DEMTRABIO,TRABIO,2024,22.04
REGION1,DEMTRABIO,TRABIO,2025,21.82
REGION1,DEMTRABIO,TRABIO,2026,21.65
REGION1,DEMTRABIO,TRABIO,2027,21.51
REGION1,DEMTRABIO,TRABIO,2028,21.34
REGION1,DEMTRABIO,TRABIO,2029,21.14
REGION1,DEMTRABIO,TRABIO,2030,20.95
REGION1,DEMTRABIO,TRABIO,2031,20.75
REGION1,DEMTRABIO,TRABIO,2032,20.57
REGION1,DEMTRABIO,TRABIO,2033,20.34
REGION1,DEMTRABIO,TRABIO,2034,20.08
REGION1,DEMTRABIO,TRABIO,2035,19.81
REGION1,DEMTRABIO,TRABIO,2036,19.53
REGION1,DEMTRABIO,TRABIO,2037,19.25
REGION1,DEMTRABIO,TRABIO,2038,18.97
REGION1,DEMTRABIO,TRABIO,2039,18.7
REGION1,DEMTRABIO,TRABIO,2040,18.44
REGION1,DEMTRABIO,TRABIO,2041,18.334
REGION1,DEMTRABIO,TRABIO,2042,18.101
REGION1,DEMTRABIO,TRABIO,2043,17.867
REGION1,DEMTRABIO,TRABIO,2044,17.634
REGION1,DEMTRABIO,TRABIO,2045,17.4
REGION1,DEMTRABIO,TRABIO,2046,17.167
REGION1,DEMTRABIO,TRABIO,2047,16.934
REGION1,DEMTRABIO,TRABIO,2048,16.7
REGION1,DEMTRABIO,TRABIO,2049,16.467
REGION1,DEMTRABIO,TRABIO,2050,16.233
REGION1,DEMTRADSL,TRADSL,2020,98.81
REGION1,DEMTRADSL,TRADSL,2021,97.58
REGION1,DEMTRADSL,TRADSL,2022,96.06
REGION1,DEMTRADSL,TRADSL,2023,94.79
REGION1,DEMTRADSL,TRADSL,2024,93.85
REGION1,DEMTRADSL,TRADSL,2025,93.41
REGION1,DEMTRADSL,TRADSL,2026,89.67
REGION1,DEMTRADSL,TRADSL,2027,85.94
REGION1,DEMTRADSL,TRADSL,2028,82.2
REGION1,DEMTRADSL,TRADSL,2029,78.46
REGION1,DEMTRADSL,TRADSL,2030,74.73
REGION1,DEMTRADSL,TRADSL,2031,70.99
REGION1,DEMTRADSL,TRADSL,2032,67.26
REGION1,DEMTRADSL,TRADSL,2033,63.52
REGION1,DEMTRADSL,TRADSL,2034,59.78
REGION1,DEMTRADSL,TRADSL,2035,56.05
REGION1,DEMTRADSL,TRADSL,2036,52.31
REGION1,DEMTRADSL,TRADSL,2037,48.57
REGION1,DEMTRADSL,TRADSL,2038,44.84
REGION1,DEMTRADSL,TRADSL,2039,41.1
REGION1,DEMTRADSL,TRADSL,2040,37.36
REGION1,DEMTRADSL,TRADSL,2041,33.63
REGION1,DEMTRADSL,TRADSL,2042,29.89
REGION1,DEMTRADSL,TRADSL,2043,26.15
REGION1,DEMTRADSL,TRADSL,2044,22.42
REGION1,DEMTRADSL,TRADSL,2045,18.68
REGION1,DEMTRADSL,TRADSL,2046,14.95
REGION1,DEMTRADSL,TRADSL,2047,11.21
REGION1,DEMTRADSL,TRADSL,2048,7.47
REGION1,DEMTRADSL,TRADSL,2049,3.74
REGION1,DEMTRAELCB02,TRAELCB02,2020,1.24
REGION1,DEMTRAELCB02,TRAELCB02,2021,1.62
REGION1,DEMTRAELCB02,TRAELCB02,2022,2.08
REGION1,DEMTRAELCB02,TRAELCB02,2023,2.64
REGION1,DEMTRAELCB02,TRAELCB02,2024,3.26
REGION1,DEMTRAELCB02,TRAELCB02,2025,4.06
REGION1,DEMTRAELCB02,TRAELCB02,2026,6.87
REGION1,DEMTRAELCB02,TRAELCB02,2027,9.68
REGION1,DEMTRAELCB02,TRAELCB02,2028,12.48
REGION1,DEMTRAELCB02,TRAELCB02,2029,15.29
REGION1,DEMTRAELCB02,TRAELCB02,2030,18.1
REGION1,DEMTRAELCB02,TRAELCB02,2031,20.91
REGION1,DEMTRAELCB02,TRAELCB02,2032,23.72
REGION1,DEMTRAELCB02,TRAELCB02,2033,26.52
REGION1,DEMTRAELCB02,TRAELCB02,2034,29.33
REGION1,DEMTRAELCB02,TRAELCB02,2035,32.14
REGION1,DEMTRAELCB02,TRAELCB02,2036,34.95
REGION1,DEMTRAELCB02,TRAELCB02,2037,37.76
REGION1,DEMTRAELCB02,TRAELCB02,2038,40.56
REGION1,DEMTRAELCB02,TRAELCB02,2039,43.37
REGION1,DEMTRAELCB02,TRAELCB02,2040,46.18
REGION1,DEMTRAELCB02,TRAELCB02,2041,48.99
REGION1,DEMTRAELCB02,TRAELCB02,2042,51.8
REGION1,DEMTRAELCB02,TRAELCB02,2043,54.6
REGION1,DEMTRAELCB02,TRAELCB02,2044,57.41
REGION1,DEMTRAELCB02,TRAELCB02,2045,60.22
REGION1,DEMTRAELCB02,TRAELCB02,2046,63.03
REGION1,DEMTRAELCB02,TRAELCB02,2047,65.83
REGION1,DEMTRAELCB02,TRAELCB02,2048,68.64
REGION1,DEMTRAELCB02,TRAELCB02,2049,71.45
REGION1,DEMTRAELCB02,TRAELCB02,2050,74.26
REGION1,DEMTRAGSL,TRAGSL,2020,153.58
REGION1,DEMTRAGSL,TRAGSL,2021,150.89
REGION1,DEMTRAGSL,TRAGSL,2022,148.2
REGION1,DEMTRAGSL,TRAGSL,2023,145.36
REGION1,DEMTRAGSL,TRAGSL,2024,142.73
REGION1,DEMTRAGSL,TRAGSL,2025,140.26
REGION1,DEMTRAGSL,TRAGSL,2026,134.65
REGION1,DEMTRAGSL,TRAGSL,2027,129.04
REGION1,DEMTRAGSL,TRAGSL,2028,123.43
REGION1,DEMTRAGSL,TRAGSL,2029,117.82
REGION1,DEMTRAGSL,TRAGSL,2030,112.21
REGION1,DEMTRAGSL,TRAGSL,2031,106.6
REGION1,DEMTRAGSL,TRAGSL,2032,100.99
REGION1,DEMTRAGSL,TRAGSL,2033,95.38
REGION1,DEMTRAGSL,TRAGSL,2034,89.77
REGION1,DEMTRAGSL,TRAGSL,2035,84.16
REGION1,DEMTRAGSL,TRAGSL,2036,78.55
REGION1,DEMTRAGSL,TRAGSL,2037,72.94
REGION1,DEMTRAGSL,TRAGSL,2038,67.32
REGION1,DEMTRAGSL,TRAGSL,2039,61.71
REGION1,DEMTRAGSL,TRAGSL,2040,56.1
REGION1,DEMTRAGSL,TRAGSL,2041,50.49
REGION1,DEMTRAGSL,TRAGSL,2042,44.88
REGION1,DEMTRAGSL,TRAGSL,2043,39.27
REGION1,DEMTRAGSL,TRAGSL,2044,33.66
REGION1,DEMTRAGSL,TRAGSL,2045,28.05
REGION1,DEMTRAGSL,TRAGSL,2046,22.44
REGION1,DEMTRAGSL,TRAGSL,2047,16.83
REGION1,DEMTRAGSL,TRAGSL,2048,11.22
REGION1,DEMTRAGSL,TRAGSL,2049,5.61
REGION1,DEMTRAHFO,TRAHFO,2020,10.69
REGION1,DEMTRAHFO,TRAHFO,2021,10.45
REGION1,DEMTRAHFO,TRAHFO,2022,10.2
REGION1,DEMTRAHFO,TRAHFO,2023,9.96
REGION1,DEMTRAHFO,TRAHFO,2024,9.75
REGION1,DEMTRAHFO,TRAHFO,2025,9.59
REGION1,DEMTRAHFO,TRAHFO,2026,9.45
REGION1,DEMTRAHFO,TRAHFO,2027,9.33
REGION1,DEMTRAHFO,TRAHFO,2028,9.2
REGION1,DEMTRAHFO,TRAHFO,2029,9.06
REGION1,DEMTRAHFO,TRAHFO,2030,8.93
REGION1,DEMTRAHFO,TRAHFO,2031,8.81
REGION1,DEMTRAHFO,TRAHFO,2032,8.72
REGION1,DEMTRAHFO,TRAHFO,2033,8.6
REGION1,DEMTRAHFO,TRAHFO,2034,8.49
REGION1,DEMTRAHFO,TRAHFO,2035,8.38
REGION1,DEMTRAHFO,TRAHFO,2036,8.29
REGION1,DEMTRAHFO,TRAHFO,2037,8.2
REGION1,DEMTRAHFO,TRAHFO,2038,8.12
REGION1,DEMTRAHFO,TRAHFO,2039,8.06
REGION1,DEMTRAHFO,TRAHFO,2040,8.01
REGION1,DEMTRAHFO,TRAHFO,2041,7.799
REGION1,DEMTRAHFO,TRAHFO,2042,7.694
REGION1,DEMTRAHFO,TRAHFO,2043,7.588
REGION1,DEMTRAHFO,TRAHFO,2044,7.482
REGION1,DEMTRAHFO,TRAHFO,2045,7.377
REGION1,DEMTRAHFO,TRAHFO,2046,7.271
REGION1,DEMTRAHFO,TRAHFO,2047,7.166
REGION1,DEMTRAHFO,TRAHFO,2048,7.06
REGION1,DEMTRAHFO,TRAHFO,2049,6.955
REGION1,DEMTRAHFO,TRAHFO,2050,6.849
REGION1,DEMTRAJFL,TRAJFL,2020,39.54
REGION1,DEMTRAJFL,TRAJFL,2021,38.89
REGION1,DEMTRAJFL,TRAJFL,2022,38.61
REGION1,DEMTRAJFL,TRAJFL,2023,38.53
REGION1,DEMTRAJFL,TRAJFL,2024,38.73
REGION1,DEMTRAJFL,TRAJFL,2025,39.17
REGION1,DEMTRAJFL,TRAJFL,2026,39.68
REGION1,DEMTRAJFL,TRAJFL,2027,40.21
REGION1,DEMTRAJFL,TRAJFL,2028,40.63
REGION1,DEMTRAJFL,TRAJFL,2029,40.96
REGION1,DEMTRAJFL,TRAJFL,2030,41.33
REGION1,DEMTRAJFL,TRAJFL,2031,41.69
REGION1,DEMTRAJFL,TRAJFL,2032,42.11
REGION1,DEMTRAJFL,TRAJFL,2033,42.41
REGION1,DEMTRAJFL,TRAJFL,2034,42.69
REGION1,DEMTRAJFL,TRAJFL,2035,42.96
REGION1,DEMTRAJFL,TRAJFL,2036,43.23
REGION1,DEMTRAJFL,TRAJFL,2037,43.52
REGION1,DEMTRAJFL,TRAJFL,2038,43.82
REGION1,DEMTRAJFL,TRAJFL,2039,44.15
REGION1,DEMTRAJFL,TRAJFL,2040,44.49
REGION1,DEMTRAJFL,TRAJFL,2041,44.896
REGION1,DEMTRAJFL,TRAJFL,2042,45.226
REGION1,DEMTRAJFL,TRAJFL,2043,45.556
REGION1,DEMTRAJFL,TRAJFL,2044,45.886
REGION1,DEMTRAJFL,TRAJFL,2045,46.215
REGION1,DEMTRAJFL,TRAJFL,2046,46.545
REGION1,DEMTRAJFL,TRAJFL,2047,46.875
REGION1,DEMTRAJFL,TRAJFL,2048,47.204
REGION1,DEMTRAJFL,TRAJFL,2049,47.534
REGION1,DEMTRAJFL,TRAJFL,2050,47.864
REGION1,DEMTRALPG,TRALPG,2020,2.66
REGION1,DEMTRALPG,TRALPG,2021,2.72
REGION1,DEMTRALPG,TRALPG,2022,2.79
REGION1,DEMTRALPG,TRALPG,2023,2.86
REGION1,DEMTRALPG,TRALPG,2024,2.91
REGION1,DEMTRALPG,TRALPG,2025,2.96
REGION1,DEMTRALPG,TRALPG,2026,3.02
REGION1,DEMTRALPG,TRALPG,2027,3.07
REGION1,DEMTRALPG,TRALPG,2028,3.13
REGION1,DEMTRALPG,TRALPG,2029,3.17
REGION1,DEMTRALPG,TRALPG,2030,3.2
REGION1,DEMTRALPG,TRALPG,2031,3.21
REGION1,DEMTRALPG,TRALPG,2032,3.2
REGION1,DEMTRALPG,TRALPG,2033,3.16
REGION1,DEMTRALPG,TRALPG,2034,3.11
REGION1,DEMTRALPG,TRALPG,2035,3.03
REGION1,DEMTRALPG,TRALPG,2036,2.93
REGION1,DEMTRALPG,TRALPG,2037,2.81
REGION1,DEMTRALPG,TRALPG,2038,2.68
REGION1,DEMTRALPG,TRALPG,2039,2.52
REGION1,DEMTRALPG,TRALPG,2040,2.35
REGION1,DEMTRALPG,TRALPG,2041,2.603
REGION1,DEMTRALPG,TRALPG,2042,2.557
REGION1,DEMTRALPG,TRALPG,2043,2.511
REGION1,DEMTRALPG,TRALPG,2044,2.464
REGION1,DEMTRALPG,TRALPG,2045,2.418
REGION1,DEMTRALPG,TRALPG,2046,2.372
REGION1,DEMTRALPG,TRALPG,2047,2.326
REGION1,DEMTRALPG,TRALPG,2048,2.279
REGION1,DEMTRALPG,TRALPG,2049,2.233
REGION1,DEMTRALPG,TRALPG,2050,2.187
REGION1,DEMTRANGS,TRANGS,2020,1.8
REGION1,DEMTRANGS,TRANGS,2021,2.04
REGION1,DEMTRANGS,TRANGS,2022,2.6
REGION1,DEMTRANGS,TRANGS,2023,2.86
REGION1,DEMTRANGS,TRANGS,2024,3.17
REGION1,DEMTRANGS,TRANGS,2025,3.55
REGION1,DEMTRANGS,TRANGS,2026,3.97
REGION1,DEMTRANGS,TRANGS,2027,4.43
REGION1,DEMTRANGS,TRANGS,2028,5.16
REGION1,DEMTRANGS,TRANGS,2029,5.58
REGION1,DEMTRANGS,TRANGS,2030,6.04
REGION1,DEMTRANGS,TRANGS,2031,6.51
REGION1,DEMTRANGS,TRANGS,2032,7.6
REGION1,DEMTRANGS,TRANGS,2033,8.08
REGION1,DEMTRANGS,TRANGS,2034,8.57
REGION1,DEMTRANGS,TRANGS,2035,9.08
REGION1,DEMTRANGS,TRANGS,2036,10.15
REGION1,DEMTRANGS,TRANGS,2037,10.73
REGION1,DEMTRANGS,TRANGS,2038,11.35
REGION1,DEMTRANGS,TRANGS,2039,12.04
REGION1,DEMTRANGS,TRANGS,2040,12.79
REGION1,DEMTRANGS,TRANGS,2041,13.207
REGION1,DEMTRANGS,TRANGS,2042,13.84
REGION1,DEMTRANGS,TRANGS,2043,14.474
REGION1,DEMTRANGS,TRANGS,2044,15.108
REGION1,DEMTRANGS,TRANGS,2045,15.741
REGION1,DEMTRANGS,TRANGS,2046,16.375
REGION1,DEMTRANGS,TRANGS,2047,17.008
REGION1,DEMTRANGS,TRANGS,2048,17.642
REGION1,DEMTRANGS,TRANGS,2049,18.275
REGION1,DEMTRANGS,TRANGS,2050,18.909
REGION1,IMPDSL,DSL,2020,222.15
REGION1,IMPDSL,DSL,2021,221.328
REGION1,IMPDSL,DSL,2022,219.707
REGION1,IMPDSL,DSL,2023,218.392
REGION1,IMPDSL,DSL,2024,218.774
REGION1,IMPDSL,DSL,2025,219.701
REGION1,IMPDSL,DSL,2026,217.886
REGION1,IMPDSL,DSL,2027,216.0
REGION1,IMPDSL,DSL,2028,213.605
REGION1,IMPDSL,DSL,2029,210.474
REGION1,IMPDSL,DSL,2030,207.51
REGION1,IMPDSL,DSL,2031,204.7
REGION1,IMPDSL,DSL,2032,202.087
REGION1,IMPDSL,DSL,2033,199.119
REGION1,IMPDSL,DSL,2034,196.105
REGION1,IMPDSL,DSL,2035,193.152
REGION1,IMPDSL,DSL,2036,190.283
REGION1,IMPDSL,DSL,2037,187.556
REGION1,IMPDSL,DSL,2038,184.991
REGION1,IMPDSL,DSL,2039,182.56
REGION1,IMPDSL,DSL,2040,180.2541
REGION1,IMPDSL,DSL,2041,176.812
REGION1,IMPDSL,DSL,2042,174.023
REGION1,IMPDSL,DSL,2043,171.235
REGION1,IMPDSL,DSL,2044,168.457
REGION1,IMPDSL,DSL,2045,165.668
REGION1,IMPDSL,DSL,2046,162.89
REGION1,IMPDSL,DSL,2047,160.102
REGION1,IMPDSL,DSL,2048,157.314
REGION1,IMPDSL,DSL,2049,154.535
REGION1,IMPDSL,DSL,2050,151.747
REGION1,IMPGSL,GSL,2020,153.58
REGION1,IMPGSL,GSL,2021,150.89
REGION1,IMPGSL,GSL,2022,148.2
REGION1,IMPGSL,GSL,2023,145.36
REGION1,IMPGSL,GSL,2024,142.73
REGION1,IMPGSL,GSL,2025,140.26
REGION1,IMPGSL,GSL,2026,134.65
REGION1,IMPGSL,GSL,2027,129.04
REGION1,IMPGSL,GSL,2028,123.43
REGION1,IMPGSL,GSL,2029,117.82
REGION1,IMPGSL,GSL,2030,112.21
REGION1,IMPGSL,GSL,2031,106.6
REGION1,IMPGSL,GSL,2032,100.99
REGION1,IMPGSL,GSL,2033,95.38
REGION1,IMPGSL,GSL,2034,89.77
REGION1,IMPGSL,GSL,2035,84.16
REGION1,IMPGSL,GSL,2036,78.55
REGION1,IMPGSL,GSL,2037,72.94
REGION1,IMPGSL,GSL,2038,67.32
REGION1,IMPGSL,GSL,2039,61.71
REGION1,IMPGSL,GSL,2040,56.1
REGION1,IMPGSL,GSL,2041,50.49
REGION1,IMPGSL,GSL,2042,44.88
REGION1,IMPGSL,GSL,2043,39.27
REGION1,IMPGSL,GSL,2044,33.66
REGION1,IMPGSL,GSL,2045,28.05
REGION1,IMPGSL,GSL,2046,22.44
REGION1,IMPGSL,GSL,2047,16.83
REGION1,IMPGSL,GSL,2048,11.22
REGION1,IMPGSL,GSL,2049,5.61
REGION1,IMPHFO,HFO,2020,10.69
REGION1,IMPHFO,HFO,2021,10.45
REGION1,IMPHFO,HFO,2022,10.2
REGION1,IMPHFO,HFO,2023,9.96
REGION1,IMPHFO,HFO,2024,9.75
REGION1,IMPHFO,HFO,2025,9.59
REGION1,IMPHFO,HFO,2026,9.45
REGION1,IMPHFO,HFO,2027,9.33
REGION1,IMPHFO,HFO,2028,9.2
REGION1,IMPHFO,HFO,2029,9.06
REGION1,IMPHFO,HFO,2030,8.93
REGION1,IMPHFO,HFO,2031,8.81
REGION1,IMPHFO,HFO,2032,8.72
REGION1,IMPHFO,HFO,2033,8.6
REGION1,IMPHFO,HFO,2034,8.49
REGION1,IMPHFO,HFO,2035,8.38
REGION1,IMPHFO,HFO,2036,8.29
REGION1,IMPHFO,HFO,2037,8.2
REGION1,IMPHFO,HFO,2038,8.12
REGION1,IMPHFO,HFO,2039,8.06
REGION1,IMPHFO,HFO,2040,8.01
REGION1,IMPHFO,HFO,2041,7.799
REGION1,IMPHFO,HFO,2042,7.694
REGION1,IMPHFO,HFO,2043,7.588
REGION1,IMPHFO,HFO,2044,7.482
REGION1,IMPHFO,HFO,2045,7.377
REGION1,IMPHFO,HFO,2046,7.271
REGION1,IMPHFO,HFO,2047,7.166
REGION1,IMPHFO,HFO,2048,7.06
REGION1,IMPHFO,HFO,2049,6.955
REGION1,IMPHFO,HFO,2050,6.849
REGION1,IMPJFL,JFL,2020,39.54
REGION1,IMPJFL,JFL,2021,38.89
