r,t,f,y,UseByTechnologyAnnual
REGION1,DEMRESBIO,BIO,2029,15.14
REGION1,DEMRESBIO,BIO,2030,15.29
REGION1,DEMRESBIO,BIO,2031,15.44
REGION1,DEMRESBIO,BIO,2032,15.59
REGION1,DEMRESBIO,BIO,2033,15.7
REGION1,DEMRESBIO,BIO,2034,15.82
REGION1,DEMRESBIO,BIO,2035,15.91
REGION1,DEMRESBIO,BIO,2036,15.96
REGION1,DEMRESBIO,BIO,2037,15.99
REGION1,DEMRESBIO,BIO,2038,16.0
REGION1,DEMRESBIO,BIO,2039,15.98
REGION1,DEMRESBIO,BIO,2040,15.96
REGION1,DEMRESBIO,BIO,2041,15.906
REGION1,DEMRESBIO,BIO,2042,15.99
REGION1,DEMRESBIO,BIO,2043,16.075
REGION1,DEMRESBIO,BIO,2044,16.16
REGION1,DEMRESBIO,BIO,2045,16.244
REGION1,DEMRESBIO,BIO,2046,16.329
REGION1,DEMRESBIO,BIO,2047,16.413
REGION1,DEMRESBIO,BIO,2048,16.498
REGION1,DEMRESBIO,BIO,2049,16.583
REGION1,DEMRESBIO,BIO,2050,16.667
REGION1,DEMRESELCB02,ELCB02,2020,74.47
REGION1,DEMRESELCB02,ELCB02,2021,76.13
REGION1,DEMRESELCB02,ELCB02,2022,77.71
REGION1,DEMRESELCB02,ELCB02,2023,79.46
REGION1,DEMRESELCB02,ELCB02,2024,81.07
REGION1,DEMRESELCB02,ELCB02,2025,82.68
REGION1,DEMRESELCB02,ELCB02,2026,84.2
REGION1,DEMRESELCB02,ELCB02,2027,85.56
REGION1,DEMRESELCB02,ELCB02,2028,86.57
REGION1,DEMRESELCB02,ELCB02,2029,87.5
REGION1,DEMRESELCB02,ELCB02,2030,88.43
REGION1,DEMRESELCB02,ELCB02,2031,89.21
REGION1,DEMRESELCB02,ELCB02,2032,90.0
REGION1,DEMRESELCB02,ELCB02,2033,90.91
REGION1,DEMRESELCB02,ELCB02,2034,91.5
REGION1,DEMRESELCB02,ELCB02,2035,92.02
REGION1,DEMRESELCB02,ELCB02,2036,92.5
REGION1,DEMRESELCB02,ELCB02,2037,92.97
REGION1,DEMRESELCB02,ELCB02,2038,93.49
REGION1,DEMRESELCB02,ELCB02,2039,93.98
REGION1,DEMRESELCB02,ELCB02,2040,94.42
REGION1,DEMRESELCB02,ELCB02,2041,95.291
REGION1,DEMRESELCB02,ELCB02,2042,95.879
REGION1,DEMRESELCB02,ELCB02,2043,96.466
REGION1,DEMRESELCB02,ELCB02,2044,97.053
REGION1,DEMRESELCB02,ELCB02,2045,97.641
REGION1,DEMRESELCB02,ELCB02,2046,98.228
REGION1,DEMRESELCB02,ELCB02,2047,98.816
REGION1,DEMRESELCB02,ELCB02,2048,99.403
REGION1,DEMRESELCB02,ELCB02,2049,99.991
REGION1,DEMRESELCB02,ELCB02,2050,100.578
REGION1,DEMRESKER,KER,2020,0.84
REGION1,DEMRESKER,KER,2021,0.85
REGION1,DEMRESKER,KER,2022,0.86
REGION1,DEMRESKER,KER,2023,0.87
REGION1,DEMRESKER,KER,2024,0.87
REGION1,DEMRESKER,KER,2025,0.87
REGION1,DEMRESKER,KER,2026,0.88
REGION1,DEMRESKER,KER,2027,0.88
REGION1,DEMRESKER,KER,2028,0.88
REGION1,DEMRESKER,KER,2029,0.88
REGION1,DEMRESKER,KER,2030,0.88
REGION1,DEMRESKER,KER,2031,0.88
REGION1,DEMRESKER,KER,2032,0.88
REGION1,DEMRESKER,KER,2033,0.88
REGION1,DEMRESKER,KER,2034,0.88
REGION1,DEMRESKER,KER,2035,0.88
REGION1,DEMRESKER,KER,2036,0.88
REGION1,DEMRESKER,KER,2037,0.87
REGION1,DEMRESKER,KER,2038,0.87
REGION1,DEMRESKER,KER,2039,0.87
REGION1,DEMRESKER,KER,2040,0.86
REGION1,DEMRESNGS,NGS,2020,81.96
REGION1,DEMRESNGS,NGS,2021,83.29
REGION1,DEMRESNGS,NGS,2022,84.55
REGION1,DEMRESNGS,NGS,2023,86.07
REGION1,DEMRESNGS,NGS,2024,87.65
REGION1,DEMRESNGS,NGS,2025,89.07
REGION1,DEMRESNGS,NGS,2026,90.33
REGION1,DEMRESNGS,NGS,2027,91.4
REGION1,DEMRESNGS,NGS,2028,92.48
REGION1,DEMRESNGS,NGS,2029,93.38
REGION1,DEMRESNGS,NGS,2030,94.07
REGION1,DEMRESNGS,NGS,2031,94.8
REGION1,DEMRESNGS,NGS,2032,95.51
REGION1,DEMRESNGS,NGS,2033,96.01
REGION1,DEMRESNGS,NGS,2034,96.57
REGION1,DEMRESNGS,NGS,2035,96.96
REGION1,DEMRESNGS,NGS,2036,97.2
REGION1,DEMRESNGS,NGS,2037,97.34
REGION1,DEMRESNGS,NGS,2038,97.35
REGION1,DEMRESNGS,NGS,2039,97.29
REGION1,DEMRESNGS,NGS,2040,97.17
REGION1,DEMRESNGS,NGS,2041,99.505
REGION1,DEMRESNGS,NGS,2042,100.195
REGION1,DEMRESNGS,NGS,2043,100.884
REGION1,DEMRESNGS,NGS,2044,101.574
REGION1,DEMRESNGS,NGS,2045,102.263
REGION1,DEMRESNGS,NGS,2046,102.952
REGION1,DEMRESNGS,NGS,2047,103.642
REGION1,DEMRESNGS,NGS,2048,104.331
REGION1,DEMRESNGS,NGS,2049,105.021
REGION1,DEMRESNGS,NGS,2050,105.71
REGION1,DEMTRABIO,BIO,2020,23.33
REGION1,DEMTRABIO,BIO,2021,23.0
REGION1,DEMTRABIO,BIO,2022,22.67
REGION1,DEMTRABIO,BIO,2023,22.33
REGION1,DEMTRABIO,BIO,2024,22.04
REGION1,DEMTRABIO,BIO,2025,21.82
REGION1,DEMTRABIO,BIO,2026,21.65
REGION1,DEMTRABIO,BIO,2027,21.51
REGION1,DEMTRABIO,BIO,2028,21.34
REGION1,DEMTRABIO,BIO,2029,21.14
REGION1,DEMTRABIO,BIO,2030,20.95
REGION1,DEMTRABIO,BIO,2031,20.75
REGION1,DEMTRABIO,BIO,2032,20.57
REGION1,DEMTRABIO,BIO,2033,20.34
REGION1,DEMTRABIO,BIO,2034,20.08
REGION1,DEMTRABIO,BIO,2035,19.81
REGION1,DEMTRABIO,BIO,2036,19.53
REGION1,DEMTRABIO,BIO,2037,19.25
REGION1,DEMTRABIO,BIO,2038,18.97
REGION1,DEMTRABIO,BIO,2039,18.7
REGION1,DEMTRABIO,BIO,2040,18.44
REGION1,DEMTRABIO,BIO,2041,18.334
REGION1,DEMTRABIO,BIO,2042,18.101
REGION1,DEMTRABIO,BIO,2043,17.867
REGION1,DEMTRABIO,BIO,2044,17.634
REGION1,DEMTRABIO,BIO,2045,17.4
REGION1,DEMTRABIO,BIO,2046,17.167
REGION1,DEMTRABIO,BIO,2047,16.934
REGION1,DEMTRABIO,BIO,2048,16.7
REGION1,DEMTRABIO,BIO,2049,16.467
REGION1,DEMTRABIO,BIO,2050,16.233
REGION1,DEMTRADSL,DSL,2020,98.81
REGION1,DEMTRADSL,DSL,2021,97.58
REGION1,DEMTRADSL,DSL,2022,96.06
REGION1,DEMTRADSL,DSL,2023,94.79
REGION1,DEMTRADSL,DSL,2024,93.85
REGION1,DEMTRADSL,DSL,2025,93.41
REGION1,DEMTRADSL,DSL,2026,93.19
REGION1,DEMTRADSL,DSL,2027,93.07
REGION1,DEMTRADSL,DSL,2028,92.45
REGION1,DEMTRADSL,DSL,2029,91.89
REGION1,DEMTRADSL,DSL,2030,91.47
REGION1,DEMTRADSL,DSL,2031,91.0
REGION1,DEMTRADSL,DSL,2032,90.19
REGION1,DEMTRADSL,DSL,2033,89.62
REGION1,DEMTRADSL,DSL,2034,88.96
REGION1,DEMTRADSL,DSL,2035,88.29
REGION1,DEMTRADSL,DSL,2036,87.06
REGION1,DEMTRADSL,DSL,2037,86.44
REGION1,DEMTRADSL,DSL,2038,85.86
REGION1,DEMTRADSL,DSL,2039,85.32
REGION1,DEMTRADSL,DSL,2040,84.86
REGION1,DEMTRADSL,DSL,2041,84.184
REGION1,DEMTRADSL,DSL,2042,83.544
REGION1,DEMTRADSL,DSL,2043,82.903
REGION1,DEMTRADSL,DSL,2044,82.262
REGION1,DEMTRADSL,DSL,2045,81.621
REGION1,DEMTRADSL,DSL,2046,80.98
REGION1,DEMTRADSL,DSL,2047,80.339
REGION1,DEMTRADSL,DSL,2048,79.698
REGION1,DEMTRADSL,DSL,2049,79.058
REGION1,DEMTRADSL,DSL,2050,78.417
REGION1,DEMTRAELCB02,ELCB02,2020,1.24
REGION1,DEMTRAELCB02,ELCB02,2021,1.62
REGION1,DEMTRAELCB02,ELCB02,2022,2.08
REGION1,DEMTRAELCB02,ELCB02,2023,2.64
REGION1,DEMTRAELCB02,ELCB02,2024,3.26
REGION1,DEMTRAELCB02,ELCB02,2025,4.06
REGION1,DEMTRAELCB02,ELCB02,2026,4.87
REGION1,DEMTRAELCB02,ELCB02,2027,5.73
REGION1,DEMTRAELCB02,ELCB02,2028,6.61
REGION1,DEMTRAELCB02,ELCB02,2029,7.59
REGION1,DEMTRAELCB02,ELCB02,2030,8.69
REGION1,DEMTRAELCB02,ELCB02,2031,9.9
REGION1,DEMTRAELCB02,ELCB02,2032,11.25
REGION1,DEMTRAELCB02,ELCB02,2033,12.81
REGION1,DEMTRAELCB02,ELCB02,2034,14.36
REGION1,DEMTRAELCB02,ELCB02,2035,16.04
REGION1,DEMTRAELCB02,ELCB02,2036,17.85
REGION1,DEMTRAELCB02,ELCB02,2037,19.79
REGION1,DEMTRAELCB02,ELCB02,2038,21.92
REGION1,DEMTRAELCB02,ELCB02,2039,24.15
REGION1,DEMTRAELCB02,ELCB02,2040,26.42
REGION1,DEMTRAELCB02,ELCB02,2041,27.295
REGION1,DEMTRAELCB02,ELCB02,2042,29.069
REGION1,DEMTRAELCB02,ELCB02,2043,30.843
REGION1,DEMTRAELCB02,ELCB02,2044,32.616
REGION1,DEMTRAELCB02,ELCB02,2045,34.39
REGION1,DEMTRAELCB02,ELCB02,2046,36.164
REGION1,DEMTRAELCB02,ELCB02,2047,37.937
REGION1,DEMTRAELCB02,ELCB02,2048,39.711
REGION1,DEMTRAELCB02,ELCB02,2049,41.485
REGION1,DEMTRAELCB02,ELCB02,2050,43.259
REGION1,DEMTRAGSL,GSL,2020,153.58
REGION1,DEMTRAGSL,GSL,2021,150.89
REGION1,DEMTRAGSL,GSL,2022,148.2
REGION1,DEMTRAGSL,GSL,2023,145.36
REGION1,DEMTRAGSL,GSL,2024,142.73
REGION1,DEMTRAGSL,GSL,2025,140.26
REGION1,DEMTRAGSL,GSL,2026,138.0601
REGION1,DEMTRAGSL,GSL,2027,135.99
REGION1,DEMTRAGSL,GSL,2028,133.81
REGION1,DEMTRAGSL,GSL,2029,131.41
REGION1,DEMTRAGSL,GSL,2030,129.0
REGION1,DEMTRAGSL,GSL,2031,126.44
REGION1,DEMTRAGSL,GSL,2032,123.86
REGION1,DEMTRAGSL,GSL,2033,120.91
REGION1,DEMTRAGSL,GSL,2034,117.76
REGION1,DEMTRAGSL,GSL,2035,114.46
REGION1,DEMTRAGSL,GSL,2036,111.02
REGION1,DEMTRAGSL,GSL,2037,107.49
REGION1,DEMTRAGSL,GSL,2038,103.88
REGION1,DEMTRAGSL,GSL,2039,100.22
REGION1,DEMTRAGSL,GSL,2040,96.6
REGION1,DEMTRAGSL,GSL,2041,95.561
REGION1,DEMTRAGSL,GSL,2042,92.581
REGION1,DEMTRAGSL,GSL,2043,89.602
REGION1,DEMTRAGSL,GSL,2044,86.623
REGION1,DEMTRAGSL,GSL,2045,83.644
REGION1,DEMTRAGSL,GSL,2046,80.665
REGION1,DEMTRAGSL,GSL,2047,77.686
REGION1,DEMTRAGSL,GSL,2048,74.706
REGION1,DEMTRAGSL,GSL,2049,71.727
REGION1,DEMTRAGSL,GSL,2050,68.748
REGION1,DEMTRAHFO,HFO,2020,10.69
REGION1,DEMTRAHFO,HFO,2021,10.45
REGION1,DEMTRAHFO,HFO,2022,10.2
REGION1,DEMTRAHFO,HFO,2023,9.96
REGION1,DEMTRAHFO,HFO,2024,9.75
REGION1,DEMTRAHFO,HFO,2025,9.59
REGION1,DEMTRAHFO,HFO,2026,9.45
REGION1,DEMTRAHFO,HFO,2027,9.33
REGION1,DEMTRAHFO,HFO,2028,9.2
REGION1,DEMTRAHFO,HFO,2029,9.06
REGION1,DEMTRAHFO,HFO,2030,8.93
REGION1,DEMTRAHFO,HFO,2031,8.81
REGION1,DEMTRAHFO,HFO,2032,8.72
REGION1,DEMTRAHFO,HFO,2033,8.6
REGION1,DEMTRAHFO,HFO,2034,8.49
REGION1,DEMTRAHFO,HFO,2035,8.38
REGION1,DEMTRAHFO,HFO,2036,8.29
REGION1,DEMTRAHFO,HFO,2037,8.2
REGION1,DEMTRAHFO,HFO,2038,8.12
REGION1,DEMTRAHFO,HFO,2039,8.06
REGION1,DEMTRAHFO,HFO,2040,8.01
REGION1,DEMTRAHFO,HFO,2041,7.799
REGION1,DEMTRAHFO,HFO,2042,7.694
REGION1,DEMTRAHFO,HFO,2043,7.588
REGION1,DEMTRAHFO,HFO,2044,7.482
REGION1,DEMTRAHFO,HFO,2045,7.377
REGION1,DEMTRAHFO,HFO,2046,7.271
REGION1,DEMTRAHFO,HFO,2047,7.166
REGION1,DEMTRAHFO,HFO,2048,7.06
REGION1,DEMTRAHFO,HFO,2049,6.955
REGION1,DEMTRAHFO,HFO,2050,6.849
REGION1,DEMTRAJFL,JFL,2020,39.54
REGION1,DEMTRAJFL,JFL,2021,38.89
REGION1,DEMTRAJFL,JFL,2022,38.61
REGION1,DEMTRAJFL,JFL,2023,38.53
REGION1,DEMTRAJFL,JFL,2024,38.73
REGION1,DEMTRAJFL,JFL,2025,39.17
REGION1,DEMTRAJFL,JFL,2026,39.68
REGION1,DEMTRAJFL,JFL,2027,40.21
REGION1,DEMTRAJFL,JFL,2028,40.63
REGION1,DEMTRAJFL,JFL,2029,40.96
REGION1,DEMTRAJFL,JFL,2030,41.33
REGION1,DEMTRAJFL,JFL,2031,41.69
REGION1,DEMTRAJFL,JFL,2032,42.11
REGION1,DEMTRAJFL,JFL,2033,42.41
REGION1,DEMTRAJFL,JFL,2034,42.69
REGION1,DEMTRAJFL,JFL,2035,42.96
REGION1,DEMTRAJFL,JFL,2036,43.23
REGION1,DEMTRAJFL,JFL,2037,43.52
REGION1,DEMTRAJFL,JFL,2038,43.82
REGION1,DEMTRAJFL,JFL,2039,44.15
REGION1,DEMTRAJFL,JFL,2040,44.49
REGION1,DEMTRAJFL,JFL,2041,44.896
REGION1,DEMTRAJFL,JFL,2042,45.226
REGION1,DEMTRAJFL,JFL,2043,45.556
REGION1,DEMTRAJFL,JFL,2044,45.886
REGION1,DEMTRAJFL,JFL,2045,46.215
REGION1,DEMTRAJFL,JFL,2046,46.545
REGION1,DEMTRAJFL,JFL,2047,46.875
REGION1,DEMTRAJFL,JFL,2048,47.204
REGION1,DEMTRAJFL,JFL,2049,47.534
REGION1,DEMTRAJFL,JFL,2050,47.864
REGION1,DEMTRALPG,LPG,2020,2.66
REGION1,DEMTRALPG,LPG,2021,2.72
REGION1,DEMTRALPG,LPG,2022,2.79
REGION1,DEMTRALPG,LPG,2023,2.86
REGION1,DEMTRALPG,LPG,2024,2.91
REGION1,DEMTRALPG,LPG,2025,2.96
REGION1,DEMTRALPG,LPG,2026,3.02
REGION1,DEMTRALPG,LPG,2027,3.07
REGION1,DEMTRALPG,LPG,2028,3.13
REGION1,DEMTRALPG,LPG,2029,3.17
REGION1,DEMTRALPG,LPG,2030,3.2
REGION1,DEMTRALPG,LPG,2031,3.21
REGION1,DEMTRALPG,LPG,2032,3.2
REGION1,DEMTRALPG,LPG,2033,3.16
REGION1,DEMTRALPG,LPG,2034,3.11
REGION1,DEMTRALPG,LPG,2035,3.03
REGION1,DEMTRALPG,LPG,2036,2.93
REGION1,DEMTRALPG,LPG,2037,2.81
REGION1,DEMTRALPG,LPG,2038,2.68
REGION1,DEMTRALPG,LPG,2039,2.52
REGION1,DEMTRALPG,LPG,2040,2.35
REGION1,DEMTRALPG,LPG,2041,2.603
REGION1,DEMTRALPG,LPG,2042,2.557
REGION1,DEMTRALPG,LPG,2043,2.511
REGION1,DEMTRALPG,LPG,2044,2.464
REGION1,DEMTRALPG,LPG,2045,2.418
REGION1,DEMTRALPG,LPG,2046,2.372
REGION1,DEMTRALPG,LPG,2047,2.326
REGION1,DEMTRALPG,LPG,2048,2.279
REGION1,DEMTRALPG,LPG,2049,2.233
REGION1,DEMTRALPG,LPG,2050,2.187
REGION1,DEMTRANGS,NGS,2020,1.8
REGION1,DEMTRANGS,NGS,2021,2.04
REGION1,DEMTRANGS,NGS,2022,2.6
REGION1,DEMTRANGS,NGS,2023,2.86
REGION1,DEMTRANGS,NGS,2024,3.17
REGION1,DEMTRANGS,NGS,2025,3.55
REGION1,DEMTRANGS,NGS,2026,3.97
REGION1,DEMTRANGS,NGS,2027,4.43
REGION1,DEMTRANGS,NGS,2028,5.16
REGION1,DEMTRANGS,NGS,2029,5.58
REGION1,DEMTRANGS,NGS,2030,6.04
REGION1,DEMTRANGS,NGS,2031,6.51
REGION1,DEMTRANGS,NGS,2032,7.6
REGION1,DEMTRANGS,NGS,2033,8.08
REGION1,DEMTRANGS,NGS,2034,8.57
REGION1,DEMTRANGS,NGS,2035,9.08
REGION1,DEMTRANGS,NGS,2036,10.15
REGION1,DEMTRANGS,NGS,2037,10.73
REGION1,DEMTRANGS,NGS,2038,11.35
REGION1,DEMTRANGS,NGS,2039,12.04
REGION1,DEMTRANGS,NGS,2040,12.79
REGION1,DEMTRANGS,NGS,2041,13.207
REGION1,DEMTRANGS,NGS,2042,13.84
REGION1,DEMTRANGS,NGS,2043,14.474
REGION1,DEMTRANGS,NGS,2044,15.108
REGION1,DEMTRANGS,NGS,2045,15.741
REGION1,DEMTRANGS,NGS,2046,16.375
REGION1,DEMTRANGS,NGS,2047,17.008
REGION1,DEMTRANGS,NGS,2048,17.642
REGION1,DEMTRANGS,NGS,2049,18.275
REGION1,DEMTRANGS,NGS,2050,18.909
REGION1,LNDAGRBC1C01,LBARBC1,2020,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2021,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2022,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2023,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2024,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2025,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2026,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2027,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2028,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2029,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2030,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2031,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2032,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2033,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2034,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2035,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2036,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2037,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2038,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2039,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2040,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2041,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2042,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2043,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2044,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2045,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2046,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2047,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2048,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2049,140.7534
REGION1,LNDAGRBC1C01,LBARBC1,2050,140.7534
REGION1,LNDAGRBC1C01,LBLTBC1,2020,0.4193
REGION1,LNDAGRBC1C01,LBLTBC1,2021,0.4239
REGION1,LNDAGRBC1C01,LBLTBC1,2022,0.4286
REGION1,LNDAGRBC1C01,LBLTBC1,2023,0.4333
REGION1,LNDAGRBC1C01,LBLTBC1,2024,0.4381
REGION1,LNDAGRBC1C01,LBLTBC1,2025,0.4429
REGION1,LNDAGRBC1C01,LBLTBC1,2026,0.4478
REGION1,LNDAGRBC1C01,LBLTBC1,2027,0.4527
REGION1,LNDAGRBC1C01,LBLTBC1,2028,0.4577
REGION1,LNDAGRBC1C01,LBLTBC1,2029,0.4627
REGION1,LNDAGRBC1C01,LBLTBC1,2030,0.4678
REGION1,LNDAGRBC1C01,LBLTBC1,2031,0.4729
REGION1,LNDAGRBC1C01,LBLTBC1,2032,0.4782
REGION1,LNDAGRBC1C01,LBLTBC1,2033,0.4834
REGION1,LNDAGRBC1C01,LBLTBC1,2034,0.4887
REGION1,LNDAGRBC1C01,LBLTBC1,2035,0.4941
REGION1,LNDAGRBC1C01,LBLTBC1,2036,0.4995
REGION1,LNDAGRBC1C01,LBLTBC1,2037,0.505
REGION1,LNDAGRBC1C01,LBLTBC1,2038,0.5106
REGION1,LNDAGRBC1C01,LBLTBC1,2039,0.5162
REGION1,LNDAGRBC1C01,LBLTBC1,2040,0.5219
REGION1,LNDAGRBC1C01,LBLTBC1,2041,0.5276
REGION1,LNDAGRBC1C01,LBLTBC1,2042,0.5334
REGION1,LNDAGRBC1C01,LBLTBC1,2043,0.5393
REGION1,LNDAGRBC1C01,LBLTBC1,2044,0.5452
REGION1,LNDAGRBC1C01,LBLTBC1,2045,0.5512
REGION1,LNDAGRBC1C01,LBLTBC1,2046,0.5573
REGION1,LNDAGRBC1C01,LBLTBC1,2047,0.5634
REGION1,LNDAGRBC1C01,LBLTBC1,2048,0.5696
REGION1,LNDAGRBC1C01,LBLTBC1,2049,0.5759
REGION1,LNDAGRBC1C01,LBLTBC1,2050,0.5822
REGION1,LNDAGRBC1C01,LGRSBC1,2020,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2021,109.1288
REGION1,LNDAGRBC1C01,LGRSBC1,2022,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2023,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2024,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2025,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2026,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2027,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2028,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2029,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2030,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2031,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2032,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2033,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2034,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2035,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2036,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2037,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2038,109.1288
REGION1,LNDAGRBC1C01,LGRSBC1,2039,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2040,109.1288
REGION1,LNDAGRBC1C01,LGRSBC1,2041,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2042,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2043,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2044,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2045,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2046,109.1288
REGION1,LNDAGRBC1C01,LGRSBC1,2047,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2048,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2049,109.1289
REGION1,LNDAGRBC1C01,LGRSBC1,2050,109.1289
REGION1,LNDAGRBC1C01,LWATBC1,2020,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2021,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2022,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2023,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2024,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2025,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2026,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2027,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2028,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2029,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2030,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2031,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2032,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2033,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2034,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2035,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2036,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2037,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2038,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2039,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2040,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2041,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2042,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2043,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2044,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2045,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2046,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2047,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2048,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2049,27.312
REGION1,LNDAGRBC1C01,LWATBC1,2050,27.312
REGION1,LNDAGRBC1C01,WTRPRCBC1,2020,249.8522
REGION1,LNDAGRBC1C01,WTRPRCBC1,2021,249.8563
REGION1,LNDAGRBC1C01,WTRPRCBC1,2022,249.8605
REGION1,LNDAGRBC1C01,WTRPRCBC1,2023,249.8648
REGION1,LNDAGRBC1C01,WTRPRCBC1,2024,249.8691
REGION1,LNDAGRBC1C01,WTRPRCBC1,2025,249.8734
REGION1,LNDAGRBC1C01,WTRPRCBC1,2026,249.8778
REGION1,LNDAGRBC1C01,WTRPRCBC1,2027,249.8822
REGION1,LNDAGRBC1C01,WTRPRCBC1,2028,249.8867
REGION1,LNDAGRBC1C01,WTRPRCBC1,2029,249.8912
REGION1,LNDAGRBC1C01,WTRPRCBC1,2030,249.8958
REGION1,LNDAGRBC1C01,WTRPRCBC1,2031,249.9004
REGION1,LNDAGRBC1C01,WTRPRCBC1,2032,249.9052
REGION1,LNDAGRBC1C01,WTRPRCBC1,2033,249.9098
REGION1,LNDAGRBC1C01,WTRPRCBC1,2034,249.9146
REGION1,LNDAGRBC1C01,WTRPRCBC1,2035,249.9195
REGION1,LNDAGRBC1C01,WTRPRCBC1,2036,249.9244
REGION1,LNDAGRBC1C01,WTRPRCBC1,2037,249.9293
REGION1,LNDAGRBC1C01,WTRPRCBC1,2038,249.9343
REGION1,LNDAGRBC1C01,WTRPRCBC1,2039,249.9393
REGION1,LNDAGRBC1C01,WTRPRCBC1,2040,249.9445
REGION1,LNDAGRBC1C01,WTRPRCBC1,2041,249.9496
REGION1,LNDAGRBC1C01,WTRPRCBC1,2042,249.9548
REGION1,LNDAGRBC1C01,WTRPRCBC1,2043,249.9602
REGION1,LNDAGRBC1C01,WTRPRCBC1,2044,249.9655
