r,t,y,AnnualFixedOperatingCost
REGION1,PWRWNDB04,2025,4.7412
REGION1,PWRWNDB04,2026,4.7412
REGION1,PWRWNDB04,2027,4.7412
REGION1,PWRWNDB04,2028,4.7412
REGION1,PWRWNDB04,2029,4.7412
REGION1,PWRWNDB04,2030,4.7412
REGION1,PWRWNDB04,2031,4.7412
REGION1,PWRWNDB04,2032,4.7412
REGION1,PWRWNDB04,2033,4.7412
REGION1,PWRWNDB04,2034,4.7412
REGION1,PWRWNDB04,2035,4.7412
REGION1,PWRWNDB04,2036,4.7412
REGION1,PWRWNDB04,2037,4.7412
REGION1,PWRWNDB04,2038,4.7412
REGION1,PWRWNDB04,2039,4.7412
REGION1,PWRWNDB04,2040,4.7412
REGION1,PWRWNDB04,2041,4.7412
REGION1,PWRWNDB04,2042,4.7412
REGION1,PWRWNDB05,2020,0.7028
REGION1,PWRWNDB05,2021,0.7028
REGION1,PWRWNDB05,2022,0.7028
REGION1,PWRWNDB05,2023,0.7028
REGION1,PWRWNDB05,2024,0.7028
REGION1,PWRWNDB05,2025,0.7028
REGION1,PWRWNDB05,2026,0.7028
REGION1,PWRWNDB05,2027,0.7028
REGION1,PWRWNDB05,2028,0.7028
REGION1,PWRWNDB05,2029,0.7028
REGION1,PWRWNDB05,2030,0.7028
REGION1,PWRWNDB05,2031,0.7028
REGION1,PWRWNDB05,2032,0.7028
REGION1,PWRWNDB05,2033,0.7028
REGION1,PWRWNDB05,2034,0.7028
REGION1,PWRWNDB05,2035,0.7028
REGION1,PWRWNDB05,2036,0.7028
REGION1,PWRWNDB05,2037,0.7028
REGION1,PWRWNDB05,2038,0.7028
REGION1,PWRWNDB05,2039,0.7028
REGION1,PWRWNDB05,2040,0.7028
REGION1,PWRWNDB05,2041,0.7028
REGION1,PWRWNDB05,2042,0.7028
REGION1,PWRWNDB05,2043,0.7028
REGION1,PWRWNDB05,2044,0.7028
REGION1,PWRWNDB06,2020,3.514
REGION1,PWRWNDB06,2021,3.514
REGION1,PWRWNDB06,2022,3.514
REGION1,PWRWNDB06,2023,3.514
REGION1,PWRWNDB06,2024,3.514
REGION1,PWRWNDB06,2025,3.514
REGION1,PWRWNDB06,2026,3.514
REGION1,PWRWNDB06,2027,3.514
REGION1,PWRWNDB06,2028,3.514
REGION1,PWRWNDB06,2029,3.514
REGION1,PWRWNDB06,2030,3.514
REGION1,PWRWNDB06,2031,3.514
REGION1,PWRWNDB06,2032,3.514
REGION1,PWRWNDB06,2033,3.514
REGION1,PWRWNDB06,2034,3.514
REGION1,PWRWNDB06,2035,3.514
REGION1,PWRWNDB06,2036,3.514
REGION1,PWRWNDB06,2037,3.514
REGION1,PWRWNDB06,2038,3.514
REGION1,PWRWNDB07,2020,0.7028
REGION1,PWRWNDB07,2021,0.7028
REGION1,PWRWNDB07,2022,0.7028
REGION1,PWRWNDB07,2023,0.7028
REGION1,PWRWNDB07,2024,0.7028
REGION1,PWRWNDB07,2025,0.7028
REGION1,PWRWNDB07,2026,0.7028
REGION1,PWRWNDB07,2027,0.7028
REGION1,PWRWNDB07,2028,0.7028
REGION1,PWRWNDB07,2029,0.7028
REGION1,PWRWNDB07,2030,0.7028
REGION1,PWRWNDB07,2031,0.7028
REGION1,PWRWNDB07,2032,0.7028
REGION1,PWRWNDB07,2033,0.7028
REGION1,PWRWNDB07,2034,0.7028
REGION1,PWRWNDB07,2035,0.7028
REGION1,PWRWNDB07,2036,0.7028
REGION1,PWRWNDB07,2037,0.7028
REGION1,PWRWNDB07,2038,0.7028
REGION1,PWRWNDB07,2039,0.7028
REGION1,PWRWNDB07,2040,0.7028
REGION1,PWRWNDB07,2041,0.7028
REGION1,PWRWNDB07,2042,0.7028
REGION1,PWRWNDB08,2020,0.7028
REGION1,PWRWNDB08,2021,0.7028
REGION1,PWRWNDB08,2022,0.7028
REGION1,PWRWNDB08,2023,0.7028
REGION1,PWRWNDB08,2024,0.7028
REGION1,PWRWNDB08,2025,0.7028
REGION1,PWRWNDB08,2026,0.7028
REGION1,PWRWNDB08,2027,0.7028
REGION1,PWRWNDB08,2028,0.7028
REGION1,PWRWNDB08,2029,0.7028
REGION1,PWRWNDB08,2030,0.7028
REGION1,PWRWNDB08,2031,0.7028
REGION1,PWRWNDB08,2032,0.7028
REGION1,PWRWNDB08,2033,0.7028
REGION1,PWRWNDB08,2034,0.7028
REGION1,PWRWNDB08,2035,0.7028
REGION1,PWRWNDB08,2036,0.7028
REGION1,PWRWNDB08,2037,0.7028
REGION1,PWRWNDB08,2038,0.7028
REGION1,PWRWNDB08,2039,0.7028
REGION1,PWRWNDB08,2040,0.7028
REGION1,PWRWNDB08,2041,0.7028
REGION1,PWRWNDB08,2042,0.7028
REGION1,PWRWNDB09,2020,182.728
REGION1,PWRWNDB09,2021,182.728
REGION1,PWRWNDB09,2022,182.728
REGION1,PWRWNDB09,2023,182.728
REGION1,PWRWNDB09,2024,182.728
REGION1,PWRWNDB09,2025,182.728
REGION1,PWRWNDB09,2026,182.728
REGION1,PWRWNDB09,2027,182.728
REGION1,PWRWNDB09,2028,182.728
REGION1,PWRWNDB09,2029,182.728
REGION1,PWRWNDB09,2030,182.728
REGION1,PWRWNDB09,2031,182.728
REGION1,PWRWNDB09,2032,182.728
REGION1,PWRWNDB09,2033,182.728
REGION1,PWRWNDB09,2034,182.728
REGION1,PWRWNDB09,2035,182.728
REGION1,PWRWNDB09,2036,182.728
REGION1,PWRWNDB09,2037,182.728
REGION1,PWRWNDB09,2038,182.728
REGION1,PWRWNDB09,2039,182.728
REGION1,PWRWNDB09,2040,182.728
REGION1,PWRWNDB09,2041,182.728
REGION1,PWRWNDB09,2042,182.728
REGION1,PWRWNDB09,2043,182.728
REGION1,PWRWNDB09,2044,182.728
REGION1,PWRWNDB09,2045,182.728
REGION1,PWRWNDB09,2046,182.728
REGION1,PWRWNDB09,2047,182.728
REGION1,PWRWNDB09,2048,182.728
REGION1,PWRWNDB09,2049,182.728
REGION1,PWRWNDB09,2050,182.728
REGION1,PWRWNDB10,2042,24.3842
REGION1,PWRWNDB10,2043,168.0958
REGION1,PWRWNDB10,2044,193.27
REGION1,PWRWNDB10,2045,193.27
REGION1,PWRWNDB10,2046,193.27
REGION1,PWRWNDB10,2047,193.27
REGION1,PWRWNDB10,2048,193.27
REGION1,PWRWNDB10,2049,193.27
REGION1,PWRWNDB10,2050,193.27
REGION1,PWRWNDB11,2050,193.27
