r,t,y,TotalCapacityAnnual
REGION1,RNWGEO,2039,1177.9327
REGION1,RNWGEO,2040,1177.9327
REGION1,RNWGEO,2041,1177.9327
REGION1,RNWGEO,2042,1177.9327
REGION1,RNWGEO,2043,1177.9327
REGION1,RNWGEO,2044,1177.9327
REGION1,RNWGEO,2045,1177.9327
REGION1,RNWGEO,2046,1177.9327
REGION1,RNWGEO,2047,1177.9327
REGION1,RNWGEO,2048,1177.9327
REGION1,RNWGEO,2049,1177.9327
REGION1,RNWGEO,2050,1177.9327
REGION1,RNWHYD,2020,423.8123
REGION1,RNWHYD,2021,423.8123
REGION1,RNWHYD,2022,423.8123
REGION1,RNWHYD,2023,423.8123
REGION1,RNWHYD,2024,423.8123
REGION1,RNWHYD,2025,467.1743
REGION1,RNWHYD,2026,493.6013
REGION1,RNWHYD,2027,501.9332
REGION1,RNWHYD,2028,508.9853
REGION1,RNWHYD,2029,515.5844
REGION1,RNWHYD,2030,523.2113
REGION1,RNWHYD,2031,552.6707
REGION1,RNWHYD,2032,582.0354
REGION1,RNWHYD,2033,611.2378
REGION1,RNWHYD,2034,616.3364
REGION1,RNWHYD,2035,616.3364
REGION1,RNWHYD,2036,616.3364
REGION1,RNWHYD,2037,616.3364
REGION1,RNWHYD,2038,686.6112
REGION1,RNWHYD,2039,784.6521
REGION1,RNWHYD,2040,833.3025
REGION1,RNWHYD,2041,882.2616
REGION1,RNWHYD,2042,931.576
REGION1,RNWHYD,2043,948.6034
REGION1,RNWHYD,2044,896.8523
REGION1,RNWHYD,2045,896.8523
REGION1,RNWHYD,2046,896.8523
REGION1,RNWHYD,2047,896.8523
REGION1,RNWHYD,2048,896.8523
REGION1,RNWHYD,2049,896.8523
REGION1,RNWHYD,2050,971.5642
REGION1,RNWSOL,2020,0.0403
REGION1,RNWSOL,2021,0.0403
REGION1,RNWSOL,2022,0.0403
REGION1,RNWSOL,2023,0.0403
REGION1,RNWSOL,2024,0.0403
REGION1,RNWSOL,2025,0.0403
REGION1,RNWSOL,2026,1000.3497
REGION1,RNWSOL,2027,1000.3497
REGION1,RNWSOL,2028,1000.3497
REGION1,RNWSOL,2029,1000.3497
REGION1,RNWSOL,2030,1000.3497
REGION1,RNWSOL,2031,1000.3497
REGION1,RNWSOL,2032,1000.3497
REGION1,RNWSOL,2033,1000.3497
REGION1,RNWSOL,2034,1000.3497
REGION1,RNWSOL,2035,1000.3497
REGION1,RNWSOL,2036,1006.1529
REGION1,RNWSOL,2037,1354.5954
REGION1,RNWSOL,2038,1566.0847
REGION1,RNWSOL,2039,1717.6769
REGION1,RNWSOL,2040,1856.2238
REGION1,RNWSOL,2041,1996.8559
REGION1,RNWSOL,2042,2111.1988
REGION1,RNWSOL,2043,2111.1988
REGION1,RNWSOL,2044,2224.7408
REGION1,RNWSOL,2045,2364.4483
REGION1,RNWSOL,2046,2503.5406
REGION1,RNWSOL,2047,2642.5687
REGION1,RNWSOL,2048,2781.5969
REGION1,RNWSOL,2049,2920.6892
REGION1,RNWSOL,2050,3355.1522
REGION1,RNWWND,2020,314.8577
REGION1,RNWWND,2021,314.8577
REGION1,RNWWND,2022,314.8577
REGION1,RNWWND,2023,314.8577
REGION1,RNWWND,2024,314.8577
REGION1,RNWWND,2025,314.8577
REGION1,RNWWND,2026,314.8577
REGION1,RNWWND,2027,314.8577
REGION1,RNWWND,2028,314.8577
REGION1,RNWWND,2029,314.8577
REGION1,RNWWND,2030,314.8577
REGION1,RNWWND,2031,314.8577
REGION1,RNWWND,2032,314.8577
REGION1,RNWWND,2033,314.8577
REGION1,RNWWND,2034,314.8577
REGION1,RNWWND,2035,312.4214
REGION1,RNWWND,2036,312.4214
REGION1,RNWWND,2037,307.849
REGION1,RNWWND,2038,301.88
REGION1,RNWWND,2039,296.3142
REGION1,RNWWND,2040,296.3142
REGION1,RNWWND,2041,296.3142
REGION1,RNWWND,2042,334.4988
REGION1,RNWWND,2043,550.3334
REGION1,RNWWND,2044,589.7552
REGION1,RNWWND,2045,588.7974
REGION1,RNWWND,2046,588.7974
REGION1,RNWWND,2047,588.7974
REGION1,RNWWND,2048,588.7974
REGION1,RNWWND,2049,588.7974
REGION1,RNWWND,2050,891.4503
