r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,LNDAGRBC1C02,54,2043,0.3571
REGION1,LNDAGRBC1C02,54,2044,0.361
REGION1,LNDAGRBC1C02,54,2045,0.365
REGION1,LNDAGRBC1C02,54,2046,0.369
REGION1,LNDAGRBC1C02,54,2047,0.3731
REGION1,LNDAGRBC1C02,54,2048,0.3772
REGION1,LNDAGRBC1C02,54,2049,0.3813
REGION1,LNDAGRBC1C02,54,2050,0.3855
REGION1,LNDAGRBC1C02,51,2020,3.8454
REGION1,LNDAGRBC1C02,51,2021,3.8454
REGION1,LNDAGRBC1C02,51,2022,3.8454
REGION1,LNDAGRBC1C02,51,2023,3.8454
REGION1,LNDAGRBC1C02,51,2024,3.8454
REGION1,LNDAGRBC1C02,51,2025,3.8454
REGION1,LNDAGRBC1C02,51,2026,3.8454
REGION1,LNDAGRBC1C02,51,2027,3.8454
REGION1,LNDAGRBC1C02,51,2028,3.8454
REGION1,LNDAGRBC1C02,51,2029,3.8454
REGION1,LNDAGRBC1C02,51,2030,3.8454
REGION1,LNDAGRBC1C02,51,2031,3.8454
REGION1,LNDAGRBC1C02,51,2032,3.8454
REGION1,LNDAGRBC1C02,51,2033,3.8454
REGION1,LNDAGRBC1C02,51,2034,3.8454
REGION1,LNDAGRBC1C02,51,2035,3.8454
REGION1,LNDAGRBC1C02,51,2036,3.8454
REGION1,LNDAGRBC1C02,51,2037,3.8454
REGION1,LNDAGRBC1C02,51,2038,3.8454
REGION1,LNDAGRBC1C02,51,2039,3.8454
REGION1,LNDAGRBC1C02,51,2040,3.8454
REGION1,LNDAGRBC1C02,51,2041,3.8454
REGION1,LNDAGRBC1C02,51,2042,3.8454
REGION1,LNDAGRBC1C02,51,2043,3.8454
REGION1,LNDAGRBC1C02,51,2044,3.8454
REGION1,LNDAGRBC1C02,51,2045,3.8454
REGION1,LNDAGRBC1C02,51,2046,3.8454
REGION1,LNDAGRBC1C02,51,2047,3.8454
REGION1,LNDAGRBC1C02,51,2048,3.8454
REGION1,LNDAGRBC1C02,51,2049,3.8454
REGION1,LNDAGRBC1C02,51,2050,3.8454
REGION1,LNDAGRBC1C02,55,2020,3.9978
REGION1,LNDAGRBC1C02,55,2021,3.9978
REGION1,LNDAGRBC1C02,55,2022,3.9978
REGION1,LNDAGRBC1C02,55,2023,3.9978
REGION1,LNDAGRBC1C02,55,2024,3.9978
REGION1,LNDAGRBC1C02,55,2025,3.9978
REGION1,LNDAGRBC1C02,55,2026,3.9978
REGION1,LNDAGRBC1C02,55,2027,3.9978
REGION1,LNDAGRBC1C02,55,2028,3.9978
REGION1,LNDAGRBC1C02,55,2029,3.9978
REGION1,LNDAGRBC1C02,55,2030,3.9978
REGION1,LNDAGRBC1C02,55,2031,3.9978
REGION1,LNDAGRBC1C02,55,2032,3.9978
REGION1,LNDAGRBC1C02,55,2033,3.9978
REGION1,LNDAGRBC1C02,55,2034,3.9978
REGION1,LNDAGRBC1C02,55,2035,3.9978
REGION1,LNDAGRBC1C02,55,2036,3.9978
REGION1,LNDAGRBC1C02,55,2037,3.9978
REGION1,LNDAGRBC1C02,55,2038,3.9978
REGION1,LNDAGRBC1C02,55,2039,3.9978
REGION1,LNDAGRBC1C02,55,2040,3.9978
REGION1,LNDAGRBC1C02,55,2041,3.9978
REGION1,LNDAGRBC1C02,55,2042,3.9978
REGION1,LNDAGRBC1C02,55,2043,3.9978
REGION1,LNDAGRBC1C02,55,2044,3.9978
REGION1,LNDAGRBC1C02,55,2045,3.9978
REGION1,LNDAGRBC1C02,55,2046,3.9978
REGION1,LNDAGRBC1C02,55,2047,3.9978
REGION1,LNDAGRBC1C02,55,2048,3.9978
REGION1,LNDAGRBC1C02,55,2049,3.9978
REGION1,LNDAGRBC1C02,55,2050,3.9978
REGION1,LNDAGRBC1C02,52,2020,0.0092
REGION1,LNDAGRBC1C02,52,2027,0.01
REGION1,LNDAGRBC1C02,52,2042,0.0118
REGION1,LNDAGRBC1C03,15,2020,16.8115
REGION1,LNDAGRBC1C03,15,2021,16.8115
REGION1,LNDAGRBC1C03,15,2022,16.3225
REGION1,LNDAGRBC1C03,15,2023,16.8115
REGION1,LNDAGRBC1C03,15,2024,16.8115
REGION1,LNDAGRBC1C03,15,2025,16.8115
REGION1,LNDAGRBC1C03,15,2026,16.8115
REGION1,LNDAGRBC1C03,15,2031,0.0605
REGION1,LNDAGRBC1C03,49,2031,0.0227
REGION1,LNDAGRBC1C03,49,2032,0.017
REGION1,LNDAGRBC1C03,49,2033,0.0113
REGION1,LNDAGRBC1C03,49,2034,0.0057
REGION1,LNDAGRBC1C03,5,2020,20.0725
REGION1,LNDAGRBC1C03,5,2021,21.8819
REGION1,LNDAGRBC1C03,5,2022,22.521
REGION1,LNDAGRBC1C03,5,2023,23.1814
REGION1,LNDAGRBC1C03,5,2024,23.8418
REGION1,LNDAGRBC1C03,5,2025,23.8418
REGION1,LNDAGRBC1C03,5,2026,23.8418
REGION1,LNDAGRBC1C03,5,2027,23.8418
REGION1,LNDAGRBC1C03,5,2028,23.8418
REGION1,LNDAGRBC1C03,5,2029,23.8418
REGION1,LNDAGRBC1C03,5,2030,23.8418
REGION1,LNDAGRBC1C03,5,2031,23.8418
REGION1,LNDAGRBC1C03,5,2032,23.8418
REGION1,LNDAGRBC1C03,5,2033,23.8418
REGION1,LNDAGRBC1C03,5,2034,23.8418
REGION1,LNDAGRBC1C03,5,2035,3.7693
REGION1,LNDAGRBC1C03,5,2036,1.96
REGION1,LNDAGRBC1C03,5,2037,1.3209
REGION1,LNDAGRBC1C03,5,2038,0.6604
REGION1,LNDAGRBC1C03,8,2020,0.0775
REGION1,LNDAGRBC1C03,8,2021,0.0738
REGION1,LNDAGRBC1C03,8,2022,0.08
REGION1,LNDAGRBC1C03,8,2023,0.0875
REGION1,LNDAGRBC1C03,8,2024,0.085
REGION1,LNDAGRBC1C03,8,2025,0.0875
REGION1,LNDAGRBC1C03,8,2026,0.0912
REGION1,LNDAGRBC1C03,8,2027,0.0941
REGION1,LNDAGRBC1C03,8,2028,0.0847
REGION1,LNDAGRBC1C03,8,2029,0.0866
REGION1,LNDAGRBC1C03,8,2030,0.0923
REGION1,LNDAGRBC1C03,8,2031,0.0969
REGION1,LNDAGRBC1C03,8,2032,0.1014
REGION1,LNDAGRBC1C03,8,2033,0.1059
REGION1,LNDAGRBC1C03,8,2034,0.1105
REGION1,LNDAGRBC1C03,8,2035,0.115
REGION1,LNDAGRBC1C03,8,2036,0.1175
REGION1,LNDAGRBC1C03,8,2037,0.12
REGION1,LNDAGRBC1C03,8,2038,0.1225
REGION1,LNDAGRBC1C03,8,2039,0.1262
REGION1,LNDAGRBC1C03,8,2040,0.1288
REGION1,LNDAGRBC1C03,8,2041,0.1312
REGION1,LNDAGRBC1C03,8,2042,0.1338
REGION1,LNDAGRBC1C03,8,2043,0.1362
REGION1,LNDAGRBC1C03,8,2044,0.1388
REGION1,LNDAGRBC1C03,8,2045,0.1412
REGION1,LNDAGRBC1C03,8,2046,0.1438
REGION1,LNDAGRBC1C03,8,2047,0.1462
REGION1,LNDAGRBC1C03,8,2048,0.1488
REGION1,LNDAGRBC1C03,8,2049,0.1512
REGION1,LNDAGRBC1C03,8,2050,0.155
REGION1,LNDAGRBC1C03,7,2029,0.0002
REGION1,LNDAGRBC1C03,7,2030,0.0001
REGION1,LNDAGRBC1C03,7,2031,0.0001
REGION1,LNDAGRBC1C03,7,2032,0.0001
REGION1,LNDAGRBC1C03,7,2033,0.0001
REGION1,LNDAGRBC1C03,7,2034,0.0
REGION1,LNDAGRBC1C03,26,2020,0.0016
REGION1,LNDAGRBC1C03,26,2021,0.0015
REGION1,LNDAGRBC1C03,26,2022,0.0014
REGION1,LNDAGRBC1C03,26,2023,0.0013
REGION1,LNDAGRBC1C03,26,2024,0.0012
REGION1,LNDAGRBC1C03,26,2025,0.014
REGION1,LNDAGRBC1C03,26,2026,0.0283
REGION1,LNDAGRBC1C03,26,2027,0.0459
REGION1,LNDAGRBC1C03,26,2028,0.0602
REGION1,LNDAGRBC1C03,26,2029,0.0778
REGION1,LNDAGRBC1C03,26,2030,0.092
REGION1,LNDAGRBC1C03,26,2031,0.1063
REGION1,LNDAGRBC1C03,26,2032,0.1239
REGION1,LNDAGRBC1C03,26,2033,0.1381
REGION1,LNDAGRBC1C03,26,2034,0.1557
REGION1,LNDAGRBC1C03,26,2035,0.17
REGION1,LNDAGRBC1C03,26,2036,0.1733
REGION1,LNDAGRBC1C03,26,2037,0.18
REGION1,LNDAGRBC1C03,26,2038,0.1833
REGION1,LNDAGRBC1C03,26,2039,0.19
REGION1,LNDAGRBC1C03,26,2040,0.1933
REGION1,LNDAGRBC1C03,26,2041,0.1967
REGION1,LNDAGRBC1C03,26,2042,0.2033
REGION1,LNDAGRBC1C03,26,2043,0.2067
REGION1,LNDAGRBC1C03,26,2044,0.2133
REGION1,LNDAGRBC1C03,26,2045,0.2167
REGION1,LNDAGRBC1C03,26,2046,0.22
REGION1,LNDAGRBC1C03,26,2047,0.2267
REGION1,LNDAGRBC1C03,26,2048,0.23
REGION1,LNDAGRBC1C03,26,2049,0.2367
REGION1,LNDAGRBC1C03,26,2050,0.24
REGION1,LNDAGRBC1C03,43,2020,0.0034
REGION1,LNDAGRBC1C03,43,2021,0.0055
REGION1,LNDAGRBC1C03,43,2022,0.0051
REGION1,LNDAGRBC1C03,43,2023,0.0051
REGION1,LNDAGRBC1C03,43,2024,0.0049
REGION1,LNDAGRBC1C03,43,2025,0.0049
REGION1,LNDAGRBC1C03,43,2026,0.0049
REGION1,LNDAGRBC1C03,43,2027,0.0049
REGION1,LNDAGRBC1C03,43,2028,0.0049
REGION1,LNDAGRBC1C03,43,2029,0.0049
REGION1,LNDAGRBC1C03,43,2030,0.0049
REGION1,LNDAGRBC1C03,43,2031,0.0041
REGION1,LNDAGRBC1C03,43,2032,0.0043
REGION1,LNDAGRBC1C03,43,2033,0.0045
REGION1,LNDAGRBC1C03,43,2034,0.0046
REGION1,LNDAGRBC1C03,43,2035,0.0046
REGION1,LNDAGRBC1C03,43,2036,0.0046
REGION1,LNDAGRBC1C03,43,2037,0.0046
REGION1,LNDAGRBC1C03,43,2038,0.0046
REGION1,LNDAGRBC1C03,43,2039,0.0046
REGION1,LNDAGRBC1C03,43,2040,0.0046
REGION1,LNDAGRBC1C03,43,2041,0.0046
REGION1,LNDAGRBC1C03,43,2042,0.0046
REGION1,LNDAGRBC1C03,43,2043,0.0046
REGION1,LNDAGRBC1C03,43,2044,0.0046
REGION1,LNDAGRBC1C03,43,2045,0.0046
REGION1,LNDAGRBC1C03,43,2046,0.0044
REGION1,LNDAGRBC1C03,43,2047,0.0044
REGION1,LNDAGRBC1C03,43,2048,0.0044
REGION1,LNDAGRBC1C03,43,2049,0.0044
REGION1,LNDAGRBC1C03,43,2050,0.0044
REGION1,LNDAGRBC1C03,51,2020,0.033
REGION1,LNDAGRBC1C03,51,2021,0.033
REGION1,LNDAGRBC1C03,51,2022,0.033
REGION1,LNDAGRBC1C03,51,2023,0.033
REGION1,LNDAGRBC1C03,51,2024,0.033
REGION1,LNDAGRBC1C03,51,2025,0.033
REGION1,LNDAGRBC1C03,51,2026,0.033
REGION1,LNDAGRBC1C03,51,2027,0.033
REGION1,LNDAGRBC1C03,51,2028,0.033
REGION1,LNDAGRBC1C03,51,2029,0.033
REGION1,LNDAGRBC1C03,51,2030,0.033
REGION1,LNDAGRBC1C03,51,2031,0.033
REGION1,LNDAGRBC1C03,51,2032,0.033
REGION1,LNDAGRBC1C03,51,2033,0.033
REGION1,LNDAGRBC1C03,51,2034,0.033
REGION1,LNDAGRBC1C03,51,2035,0.033
REGION1,LNDAGRBC1C03,51,2036,0.033
REGION1,LNDAGRBC1C03,51,2037,0.033
REGION1,LNDAGRBC1C03,51,2038,0.033
REGION1,LNDAGRBC1C03,51,2039,0.033
REGION1,LNDAGRBC1C03,51,2040,0.033
REGION1,LNDAGRBC1C03,51,2041,0.033
REGION1,LNDAGRBC1C03,51,2042,0.033
REGION1,LNDAGRBC1C03,51,2043,0.033
REGION1,LNDAGRBC1C03,51,2044,0.033
REGION1,LNDAGRBC1C03,51,2045,0.033
REGION1,LNDAGRBC1C03,51,2046,0.033
REGION1,LNDAGRBC1C03,51,2047,0.033
REGION1,LNDAGRBC1C03,51,2048,0.033
REGION1,LNDAGRBC1C03,51,2049,0.033
REGION1,LNDAGRBC1C03,51,2050,0.033
REGION1,LNDAGRBC1C03,3,2020,2.5506
REGION1,LNDAGRBC1C03,3,2021,2.3806
REGION1,LNDAGRBC1C03,3,2022,2.2106
REGION1,LNDAGRBC1C03,3,2023,2.0405
REGION1,LNDAGRBC1C03,3,2024,1.8705
REGION1,LNDAGRBC1C03,3,2025,1.7004
REGION1,LNDAGRBC1C03,3,2026,1.5304
REGION1,LNDAGRBC1C03,3,2027,1.3603
REGION1,LNDAGRBC1C03,3,2028,1.1903
REGION1,LNDAGRBC1C03,3,2029,1.0203
REGION1,LNDAGRBC1C03,3,2030,0.8502
REGION1,LNDAGRBC1C03,3,2031,0.6802
REGION1,LNDAGRBC1C03,3,2032,0.5101
REGION1,LNDAGRBC1C03,3,2033,0.3401
REGION1,LNDAGRBC1C03,3,2034,0.17
REGION1,LNDAGRBC1C03,47,2031,0.0002
REGION1,LNDAGRBC1C03,47,2032,0.0002
REGION1,LNDAGRBC1C03,47,2033,0.0001
REGION1,LNDAGRBC1C03,47,2034,0.0001
REGION1,LNDAGRBC1C03,55,2020,2.2319
REGION1,LNDAGRBC1C03,55,2021,2.2319
REGION1,LNDAGRBC1C03,55,2022,2.2319
REGION1,LNDAGRBC1C03,55,2023,2.2319
REGION1,LNDAGRBC1C03,55,2024,2.2319
REGION1,LNDAGRBC1C03,55,2025,2.2319
REGION1,LNDAGRBC1C03,55,2026,2.2319
REGION1,LNDAGRBC1C03,55,2027,2.2319
REGION1,LNDAGRBC1C03,55,2028,2.2319
REGION1,LNDAGRBC1C03,55,2029,2.2319
REGION1,LNDAGRBC1C03,55,2030,2.2319
REGION1,LNDAGRBC1C03,55,2031,2.2319
REGION1,LNDAGRBC1C03,55,2032,2.2319
REGION1,LNDAGRBC1C03,55,2033,2.2319
REGION1,LNDAGRBC1C03,55,2034,2.2319
REGION1,LNDAGRBC1C03,55,2035,2.2319
REGION1,LNDAGRBC1C03,55,2036,2.2319
REGION1,LNDAGRBC1C03,55,2037,2.2319
REGION1,LNDAGRBC1C03,55,2038,2.2319
REGION1,LNDAGRBC1C03,55,2039,2.2319
REGION1,LNDAGRBC1C03,55,2040,2.2319
REGION1,LNDAGRBC1C03,55,2041,2.2319
REGION1,LNDAGRBC1C03,55,2042,2.2319
REGION1,LNDAGRBC1C03,55,2043,2.2319
REGION1,LNDAGRBC1C03,55,2044,2.2319
REGION1,LNDAGRBC1C03,55,2045,2.2319
REGION1,LNDAGRBC1C03,55,2046,2.2319
REGION1,LNDAGRBC1C03,55,2047,2.2319
REGION1,LNDAGRBC1C03,55,2048,2.2319
REGION1,LNDAGRBC1C03,55,2049,2.2319
REGION1,LNDAGRBC1C03,55,2050,2.2319
REGION1,LNDAGRBC1C03,44,2031,0.001
REGION1,LNDAGRBC1C03,44,2032,0.0008
REGION1,LNDAGRBC1C03,44,2033,0.0005
REGION1,LNDAGRBC1C03,44,2034,0.0002
REGION1,LNDAGRBC1C03,36,2020,0.003
REGION1,LNDAGRBC1C03,36,2021,0.0029
REGION1,LNDAGRBC1C03,36,2022,0.0026
REGION1,LNDAGRBC1C03,36,2023,0.0024
REGION1,LNDAGRBC1C03,36,2024,0.0022
REGION1,LNDAGRBC1C03,36,2025,0.0212
REGION1,LNDAGRBC1C03,36,2026,0.0486
REGION1,LNDAGRBC1C03,36,2027,0.0759
REGION1,LNDAGRBC1C03,36,2028,0.1005
REGION1,LNDAGRBC1C03,36,2029,0.1279
REGION1,LNDAGRBC1C03,36,2030,0.1552
REGION1,LNDAGRBC1C03,36,2031,0.1798
REGION1,LNDAGRBC1C03,36,2032,0.2072
REGION1,LNDAGRBC1C03,36,2033,0.2345
REGION1,LNDAGRBC1C03,36,2034,0.2591
REGION1,LNDAGRBC1C03,36,2035,0.2865
REGION1,LNDAGRBC1C03,36,2036,0.2919
REGION1,LNDAGRBC1C03,36,2037,0.2946
REGION1,LNDAGRBC1C03,36,2038,0.3
REGION1,LNDAGRBC1C03,36,2039,0.3027
REGION1,LNDAGRBC1C03,36,2040,0.3081
REGION1,LNDAGRBC1C03,36,2041,0.3135
REGION1,LNDAGRBC1C03,36,2042,0.3162
REGION1,LNDAGRBC1C03,36,2043,0.3216
REGION1,LNDAGRBC1C03,36,2044,0.327
REGION1,LNDAGRBC1C03,36,2045,0.3297
REGION1,LNDAGRBC1C03,36,2046,0.3351
REGION1,LNDAGRBC1C03,36,2047,0.3405
REGION1,LNDAGRBC1C03,36,2048,0.3432
REGION1,LNDAGRBC1C03,36,2049,0.3486
REGION1,LNDAGRBC1C03,36,2050,0.3541
REGION1,LNDAGRBC1C03,17,2024,0.0004
REGION1,LNDAGRBC1C03,17,2025,0.0004
REGION1,LNDAGRBC1C03,17,2026,0.0003
REGION1,LNDAGRBC1C03,17,2027,0.0003
REGION1,LNDAGRBC1C03,17,2028,0.0003
REGION1,LNDAGRBC1C03,17,2029,0.0002
REGION1,LNDAGRBC1C03,17,2030,0.0002
REGION1,LNDAGRBC1C03,17,2031,0.0001
REGION1,LNDAGRBC1C03,17,2032,0.0001
REGION1,LNDAGRBC1C03,17,2033,0.0001
REGION1,LNDAGRBC1C03,17,2034,0.0
REGION1,LNDAGRBC1C03,18,2020,0.1391
REGION1,LNDAGRBC1C03,18,2021,0.1612
REGION1,LNDAGRBC1C03,18,2022,0.1638
REGION1,LNDAGRBC1C03,18,2023,0.1664
REGION1,LNDAGRBC1C03,18,2024,0.1571
REGION1,LNDAGRBC1C03,18,2025,0.1428
REGION1,LNDAGRBC1C03,18,2026,0.1285
REGION1,LNDAGRBC1C03,18,2027,0.1143
REGION1,LNDAGRBC1C03,18,2028,0.1
REGION1,LNDAGRBC1C03,18,2029,0.0857
REGION1,LNDAGRBC1C03,18,2030,0.0714
REGION1,LNDAGRBC1C03,18,2031,0.0571
REGION1,LNDAGRBC1C03,18,2032,0.0428
REGION1,LNDAGRBC1C03,18,2033,0.0286
REGION1,LNDAGRBC1C03,18,2034,0.0143
REGION1,LNDAGRBC1C03,53,2020,0.9014
REGION1,LNDAGRBC1C03,53,2021,0.9014
REGION1,LNDAGRBC1C03,53,2022,0.9014
REGION1,LNDAGRBC1C03,53,2023,0.9014
REGION1,LNDAGRBC1C03,53,2024,0.9014
REGION1,LNDAGRBC1C03,53,2025,0.9014
REGION1,LNDAGRBC1C03,53,2026,0.9014
REGION1,LNDAGRBC1C03,53,2027,0.9014
REGION1,LNDAGRBC1C03,53,2028,0.9014
REGION1,LNDAGRBC1C03,53,2029,0.9014
REGION1,LNDAGRBC1C03,53,2030,0.9014
REGION1,LNDAGRBC1C03,53,2031,0.9014
REGION1,LNDAGRBC1C03,53,2032,0.9014
REGION1,LNDAGRBC1C03,53,2033,0.9014
REGION1,LNDAGRBC1C03,53,2034,0.9014
REGION1,LNDAGRBC1C03,53,2035,0.9014
REGION1,LNDAGRBC1C03,53,2036,0.9014
REGION1,LNDAGRBC1C03,53,2037,0.9014
REGION1,LNDAGRBC1C03,53,2038,0.9014
REGION1,LNDAGRBC1C03,53,2039,0.9014
REGION1,LNDAGRBC1C03,53,2040,0.9014
REGION1,LNDAGRBC1C03,53,2041,0.9014
REGION1,LNDAGRBC1C03,53,2042,0.9014
REGION1,LNDAGRBC1C03,53,2043,0.9014
REGION1,LNDAGRBC1C03,53,2044,0.9014
REGION1,LNDAGRBC1C03,53,2045,0.9014
REGION1,LNDAGRBC1C03,53,2046,0.9014
REGION1,LNDAGRBC1C03,53,2047,0.9014
REGION1,LNDAGRBC1C03,53,2048,0.9014
REGION1,LNDAGRBC1C03,53,2049,0.9014
REGION1,LNDAGRBC1C03,53,2050,0.9014
REGION1,LNDAGRBC1C03,2,2020,0.1287
REGION1,LNDAGRBC1C03,2,2021,0.1201
REGION1,LNDAGRBC1C03,2,2022,0.1115
REGION1,LNDAGRBC1C03,2,2023,0.103
REGION1,LNDAGRBC1C03,2,2024,0.0944
REGION1,LNDAGRBC1C03,2,2025,0.0858
REGION1,LNDAGRBC1C03,2,2026,0.0772
REGION1,LNDAGRBC1C03,2,2027,0.0686
REGION1,LNDAGRBC1C03,2,2028,0.0601
REGION1,LNDAGRBC1C03,2,2029,0.0515
REGION1,LNDAGRBC1C03,2,2030,0.0429
REGION1,LNDAGRBC1C03,2,2031,0.0343
REGION1,LNDAGRBC1C03,2,2032,0.0257
REGION1,LNDAGRBC1C03,2,2033,0.0172
REGION1,LNDAGRBC1C03,2,2034,0.0086
REGION1,LNDAGRBC1C03,22,2020,2.5145
REGION1,LNDAGRBC1C03,22,2021,2.9595
REGION1,LNDAGRBC1C03,22,2022,3.0267
REGION1,LNDAGRBC1C03,22,2023,3.0938
REGION1,LNDAGRBC1C03,22,2024,3.1832
REGION1,LNDAGRBC1C03,22,2025,3.2171
REGION1,LNDAGRBC1C03,22,2026,3.2954
REGION1,LNDAGRBC1C03,22,2027,3.3848
REGION1,LNDAGRBC1C03,22,2028,3.4964
REGION1,LNDAGRBC1C03,22,2029,3.5636
REGION1,LNDAGRBC1C03,22,2030,3.6863
REGION1,LNDAGRBC1C03,22,2031,3.7868
REGION1,LNDAGRBC1C03,22,2032,3.8207
REGION1,LNDAGRBC1C03,22,2033,3.9101
REGION1,LNDAGRBC1C03,22,2034,3.9995
REGION1,LNDAGRBC1C03,22,2035,4.0889
REGION1,LNDAGRBC1C03,22,2036,4.1556
REGION1,LNDAGRBC1C03,22,2037,4.2111
REGION1,LNDAGRBC1C03,22,2038,4.2556
REGION1,LNDAGRBC1C03,22,2039,4.3111
REGION1,LNDAGRBC1C03,22,2040,4.3556
REGION1,LNDAGRBC1C03,22,2041,4.4111
REGION1,LNDAGRBC1C03,22,2042,4.4556
REGION1,LNDAGRBC1C03,22,2043,4.5222
REGION1,LNDAGRBC1C03,22,2044,4.5667
REGION1,LNDAGRBC1C03,22,2045,4.6222
REGION1,LNDAGRBC1C03,22,2046,4.6778
REGION1,LNDAGRBC1C03,22,2047,4.7222
REGION1,LNDAGRBC1C03,22,2048,4.7778
REGION1,LNDAGRBC1C03,22,2049,4.8333
REGION1,LNDAGRBC1C03,22,2050,4.8889
REGION1,LNDAGRBC1C03,33,2027,0.0
REGION1,LNDAGRBC1C03,33,2028,0.0
REGION1,LNDAGRBC1C03,33,2029,0.0001
REGION1,LNDAGRBC1C03,33,2030,0.0001
REGION1,LNDAGRBC1C03,33,2031,0.0001
REGION1,LNDAGRBC1C03,33,2032,0.0001
REGION1,LNDAGRBC1C03,33,2033,0.0001
REGION1,LNDAGRBC1C03,33,2034,0.0002
REGION1,LNDAGRBC1C03,16,2020,0.0022
REGION1,LNDAGRBC1C03,16,2021,0.002
REGION1,LNDAGRBC1C03,16,2022,0.0019
REGION1,LNDAGRBC1C03,16,2023,0.0017
REGION1,LNDAGRBC1C03,16,2024,0.0016
REGION1,LNDAGRBC1C03,16,2025,0.0084
REGION1,LNDAGRBC1C03,16,2026,0.0262
REGION1,LNDAGRBC1C03,16,2027,0.044
REGION1,LNDAGRBC1C03,16,2028,0.0618
REGION1,LNDAGRBC1C03,16,2029,0.0819
REGION1,LNDAGRBC1C03,16,2030,0.0997
REGION1,LNDAGRBC1C03,16,2031,0.1175
REGION1,LNDAGRBC1C03,16,2032,0.1375
REGION1,LNDAGRBC1C03,16,2033,0.1553
REGION1,LNDAGRBC1C03,16,2034,0.1731
REGION1,LNDAGRBC1C03,16,2035,0.1909
REGION1,LNDAGRBC1C03,16,2036,0.1955
REGION1,LNDAGRBC1C03,16,2037,0.1977
REGION1,LNDAGRBC1C03,16,2038,0.2
REGION1,LNDAGRBC1C03,16,2039,0.2045
REGION1,LNDAGRBC1C03,16,2040,0.2068
REGION1,LNDAGRBC1C03,16,2041,0.2091
REGION1,LNDAGRBC1C03,16,2042,0.2114
REGION1,LNDAGRBC1C03,16,2043,0.2159
REGION1,LNDAGRBC1C03,16,2044,0.2182
REGION1,LNDAGRBC1C03,16,2045,0.2205
REGION1,LNDAGRBC1C03,16,2046,0.2227
REGION1,LNDAGRBC1C03,16,2047,0.2273
REGION1,LNDAGRBC1C03,16,2048,0.2295
REGION1,LNDAGRBC1C03,16,2049,0.2318
REGION1,LNDAGRBC1C03,16,2050,0.2364
REGION1,LNDAGRBC1C03,4,2020,0.6377
REGION1,LNDAGRBC1C03,4,2021,0.5951
REGION1,LNDAGRBC1C03,4,2022,0.5526
REGION1,LNDAGRBC1C03,4,2023,0.5101
REGION1,LNDAGRBC1C03,4,2024,0.4676
REGION1,LNDAGRBC1C03,4,2025,0.4251
REGION1,LNDAGRBC1C03,4,2026,0.3826
REGION1,LNDAGRBC1C03,4,2027,0.3401
REGION1,LNDAGRBC1C03,4,2028,0.2976
REGION1,LNDAGRBC1C03,4,2029,0.2551
REGION1,LNDAGRBC1C03,4,2030,0.2126
REGION1,LNDAGRBC1C03,4,2031,0.17
REGION1,LNDAGRBC1C03,4,2032,0.1275
REGION1,LNDAGRBC1C03,4,2033,0.085
REGION1,LNDAGRBC1C03,4,2034,0.0425
REGION1,LNDAGRBC1C03,41,2020,0.0001
REGION1,LNDAGRBC1C03,41,2021,0.0001
REGION1,LNDAGRBC1C03,41,2022,0.0001
REGION1,LNDAGRBC1C03,41,2023,0.0001
REGION1,LNDAGRBC1C03,41,2024,0.0001
REGION1,LNDAGRBC1C03,41,2025,0.0001
REGION1,LNDAGRBC1C03,41,2026,0.0001
REGION1,LNDAGRBC1C03,41,2027,0.0001
REGION1,LNDAGRBC1C03,41,2028,0.0001
REGION1,LNDAGRBC1C03,41,2029,0.0001
REGION1,LNDAGRBC1C03,41,2030,0.0
REGION1,LNDAGRBC1C03,41,2031,0.0
REGION1,LNDAGRBC1C03,41,2032,0.0
REGION1,LNDAGRBC1C03,41,2033,0.0
REGION1,LNDAGRBC1C03,41,2034,0.0
REGION1,LNDAGRBC1C03,13,2020,0.1402
REGION1,LNDAGRBC1C03,13,2021,0.1309
REGION1,LNDAGRBC1C03,13,2022,0.1215
REGION1,LNDAGRBC1C03,13,2023,0.1122
REGION1,LNDAGRBC1C03,13,2024,0.1028
REGION1,LNDAGRBC1C03,13,2025,0.0935
REGION1,LNDAGRBC1C03,13,2026,0.0841
REGION1,LNDAGRBC1C03,13,2027,0.0748
REGION1,LNDAGRBC1C03,13,2028,0.0654
REGION1,LNDAGRBC1C03,13,2029,0.0561
REGION1,LNDAGRBC1C03,13,2030,0.0467
REGION1,LNDAGRBC1C03,13,2031,0.0374
REGION1,LNDAGRBC1C03,13,2032,0.028
REGION1,LNDAGRBC1C03,13,2033,0.0187
REGION1,LNDAGRBC1C03,13,2034,0.0093
REGION1,LNDAGRBC1C03,12,2020,0.0004
REGION1,LNDAGRBC1C03,12,2021,0.0003
REGION1,LNDAGRBC1C03,12,2022,0.0003
REGION1,LNDAGRBC1C03,12,2023,0.0003
REGION1,LNDAGRBC1C03,12,2024,0.0003
REGION1,LNDAGRBC1C03,12,2025,0.0002
REGION1,LNDAGRBC1C03,12,2026,0.0002
REGION1,LNDAGRBC1C03,12,2027,0.0002
REGION1,LNDAGRBC1C03,12,2028,0.0002
REGION1,LNDAGRBC1C03,12,2029,0.0001
REGION1,LNDAGRBC1C03,12,2030,0.0001
REGION1,LNDAGRBC1C03,12,2031,0.0001
REGION1,LNDAGRBC1C03,12,2032,0.0001
REGION1,LNDAGRBC1C03,12,2033,0.0
