REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C01,WTRPRCBC1,19,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,19,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,19,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,19,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,19,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,19,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,19,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,19,2026,0
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2021,1
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2022,1
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2023,1
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2024,1
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2025,1
REGION1,LNDAGRBC1C01,LOATLRBC1,20,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,20,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,20,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,20,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,20,2026,0
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2021,1
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2022,1
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2023,1
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2024,1
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2025,1
REGION1,LNDAGRBC1C01,LOTHHIBC1,21,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,21,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,21,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,21,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,21,2026,0
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2021,1
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2022,1
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2023,1
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2024,1
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2025,1
REGION1,LNDAGRBC1C01,LOTHIIBC1,22,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,22,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,22,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,22,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,22,2026,0
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2021,1
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2022,1
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2023,1
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2024,1
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2025,1
REGION1,LNDAGRBC1C01,LOTHHRBC1,23,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,23,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,23,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,23,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,23,2026,0
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2021,1
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2022,1
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2023,1
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2024,1
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2025,1
REGION1,LNDAGRBC1C01,LOTHIRBC1,24,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,24,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,24,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,24,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,24,2026,0
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2021,1
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2022,1
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2023,1
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2024,1
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2025,1
REGION1,LNDAGRBC1C01,LOTHLRBC1,25,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,25,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,25,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,25,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,25,2026,0
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2021,1
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2022,1
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2023,1
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2024,1
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2025,1
REGION1,LNDAGRBC1C01,LPEAHIBC1,26,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,26,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,26,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,26,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,26,2026,0
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2021,1
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2022,1
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2023,1
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2024,1
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2025,1
REGION1,LNDAGRBC1C01,LPEAIIBC1,27,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,27,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,27,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,27,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,27,2026,0
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2021,1
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2022,1
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2023,1
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2024,1
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2025,1
REGION1,LNDAGRBC1C01,LPEAHRBC1,28,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,28,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,28,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,28,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,28,2026,0
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2021,1
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2022,1
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2023,1
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2024,1
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2025,1
REGION1,LNDAGRBC1C01,LPEAIRBC1,29,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,29,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,29,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,29,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,29,2026,0
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2021,1
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2022,1
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2023,1
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2024,1
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2025,1
REGION1,LNDAGRBC1C01,LPEALRBC1,30,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,30,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,30,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,30,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,30,2026,0
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2021,1
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2022,1
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2023,1
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2024,1
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2025,1
REGION1,LNDAGRBC1C01,LPTWHIBC1,31,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,31,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2021,0.00042
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2022,0.00042
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2023,0.00042
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2024,0.00042
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2025,0.00042
REGION1,LNDAGRBC1C01,AGRWATBC1,31,2026,0.00042
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2021,1
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2022,1
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2023,1
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2024,1
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2025,1
REGION1,LNDAGRBC1C01,LPTWIIBC1,32,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,32,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2021,0.00031
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2022,0.00031
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2023,0.00031
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2024,0.00031
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2025,0.00031
REGION1,LNDAGRBC1C01,AGRWATBC1,32,2026,0.00031
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2021,1
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2022,1
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2023,1
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2024,1
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2025,1
REGION1,LNDAGRBC1C01,LPTWHRBC1,33,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,33,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,33,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,33,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,33,2026,0
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2021,1
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2022,1
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2023,1
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2024,1
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2025,1
REGION1,LNDAGRBC1C01,LPTWIRBC1,34,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,34,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,34,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,34,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,34,2026,0
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2021,1
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2022,1
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2023,1
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2024,1
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2025,1
REGION1,LNDAGRBC1C01,LPTWLRBC1,35,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,35,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,35,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,35,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,35,2026,0
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2021,1
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2022,1
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2023,1
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2024,1
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2025,1
REGION1,LNDAGRBC1C01,LRAPHIBC1,36,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,36,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,36,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,36,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,36,2026,0
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2021,1
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2022,1
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2023,1
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2024,1
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2025,1
REGION1,LNDAGRBC1C01,LRAPIIBC1,37,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,37,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,37,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,37,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,37,2026,0
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2021,1
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2022,1
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2023,1
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2024,1
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2025,1
REGION1,LNDAGRBC1C01,LRAPHRBC1,38,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,38,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,38,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,38,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,38,2026,0
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2021,1
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2022,1
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2023,1
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2024,1
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2025,1
REGION1,LNDAGRBC1C01,LRAPIRBC1,39,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,39,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,39,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,39,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,39,2026,0
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2021,1
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2022,1
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2023,1
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2024,1
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2025,1
REGION1,LNDAGRBC1C01,LRAPLRBC1,40,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,40,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,40,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,40,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,40,2026,0
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2021,1
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2022,1
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2023,1
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2024,1
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2025,1
REGION1,LNDAGRBC1C01,LRYEHIBC1,41,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,41,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,41,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,41,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,41,2026,0
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2021,1
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2022,1
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2023,1
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2024,1
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2025,1
REGION1,LNDAGRBC1C01,LRYEIIBC1,42,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,42,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,42,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,42,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,42,2026,0
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2021,1
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2022,1
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2023,1
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2024,1
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2025,1
REGION1,LNDAGRBC1C01,LRYEHRBC1,43,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,43,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,43,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,43,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,43,2026,0
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2021,1
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2022,1
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2023,1
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2024,1
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2025,1
REGION1,LNDAGRBC1C01,LRYEIRBC1,44,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,44,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,44,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,44,2024,0
REGION1,LNDAGRBC1C01,AGRWATBC1,44,2026,0
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2021,1
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2022,1
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2023,1
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2024,1
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2025,1
REGION1,LNDAGRBC1C01,LRYELRBC1,45,2026,1
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2021,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2022,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2023,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2024,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2025,0.90
REGION1,LNDAGRBC1C01,WTRPRCBC1,45,2026,0.90
REGION1,LNDAGRBC1C01,AGRWATBC1,45,2022,0
REGION1,LNDAGRBC1C01,AGRWATBC1,45,2024,0
