r,t,y,AnnualFixedOperatingCost
REGION1,PWRSOLB01,2025,0.0152
REGION1,PWRSOLB01,2026,0.0152
REGION1,PWRSOLB01,2027,0.0152
REGION1,PWRSOLB01,2028,0.0152
REGION1,PWRSOLB01,2029,0.0152
REGION1,PWRSOLB01,2030,0.0152
REGION1,PWRSOLB01,2031,0.0152
REGION1,PWRSOLB01,2032,0.0152
REGION1,PWRSOLB01,2033,0.0152
REGION1,PWRSOLB01,2034,0.0152
REGION1,PWRSOLB01,2035,0.0152
REGION1,PWRSOLB01,2036,0.0152
REGION1,PWRSOLB01,2037,0.0152
REGION1,PWRSOLB01,2038,0.0152
REGION1,PWRSOLB01,2039,0.0152
REGION1,PWRSOLB01,2040,0.0152
REGION1,PWRSOLB01,2048,48.8102
REGION1,PWRSOLB01,2049,97.6331
REGION1,PWRSOLB01,2050,97.6331
REGION1,PWRURNB01,2028,190.5072
REGION1,PWRURNB01,2029,370.1456
REGION1,PWRURNB01,2030,549.7841
REGION1,PWRURNB01,2031,729.5156
REGION1,PWRURNB01,2032,909.2005
REGION1,PWRURNB01,2033,1088.7925
REGION1,PWRURNB01,2034,1268.4775
REGION1,PWRURNB01,2035,1451.1163
REGION1,PWRURNB01,2036,1630.7548
REGION1,PWRURNB01,2037,1810.0419
REGION1,PWRURNB01,2038,1990.5468
REGION1,PWRURNB01,2039,2168.3538
REGION1,PWRURNB01,2040,2341.6165
REGION1,PWRURNB01,2041,2514.9021
REGION1,PWRURNB01,2042,2688.1199
REGION1,PWRURNB01,2043,2871.8599
REGION1,PWRURNB01,2044,3045.0777
REGION1,PWRURNB01,2045,3219.4459
REGION1,PWRURNB01,2046,3335.7785
REGION1,PWRURNB01,2047,3452.0209
REGION1,PWRURNB01,2048,3452.0209
REGION1,PWRURNB01,2049,3452.0209
REGION1,PWRURNB01,2050,3452.0209
REGION1,PWRWNDB01,2020,3.6876
REGION1,PWRWNDB01,2021,3.6876
REGION1,PWRWNDB01,2022,3.6876
REGION1,PWRWNDB01,2023,3.6876
REGION1,PWRWNDB01,2024,3.6876
REGION1,PWRWNDB01,2025,3.6876
REGION1,PWRWNDB01,2026,3.6876
REGION1,PWRWNDB01,2027,3.6876
REGION1,PWRWNDB01,2028,3.6876
REGION1,PWRWNDB01,2029,3.6876
REGION1,PWRWNDB01,2030,3.6876
REGION1,PWRWNDB01,2031,3.6876
REGION1,PWRWNDB01,2032,3.6876
REGION1,PWRWNDB01,2033,3.6876
REGION1,PWRWNDB01,2034,3.6876
REGION1,PWRWNDB01,2035,3.6876
REGION1,PWRWNDB01,2036,3.6876
REGION1,PWRWNDB02,2020,3.514
REGION1,PWRWNDB02,2021,3.514
REGION1,PWRWNDB02,2022,3.514
REGION1,PWRWNDB02,2023,3.514
REGION1,PWRWNDB02,2024,3.514
REGION1,PWRWNDB02,2025,3.514
REGION1,PWRWNDB02,2026,3.514
REGION1,PWRWNDB02,2027,3.514
REGION1,PWRWNDB02,2028,3.514
REGION1,PWRWNDB02,2029,3.514
REGION1,PWRWNDB02,2030,3.514
REGION1,PWRWNDB02,2031,3.514
REGION1,PWRWNDB02,2032,3.514
REGION1,PWRWNDB02,2033,3.514
REGION1,PWRWNDB02,2034,3.514
REGION1,PWRWNDB03,2020,3.6876
REGION1,PWRWNDB03,2021,3.6876
REGION1,PWRWNDB03,2022,3.6876
REGION1,PWRWNDB03,2023,3.6876
REGION1,PWRWNDB03,2024,3.6876
REGION1,PWRWNDB03,2025,3.6876
REGION1,PWRWNDB03,2026,3.6876
REGION1,PWRWNDB03,2027,3.6876
REGION1,PWRWNDB03,2028,3.6876
REGION1,PWRWNDB03,2029,3.6876
REGION1,PWRWNDB03,2030,3.6876
REGION1,PWRWNDB03,2031,3.6876
REGION1,PWRWNDB03,2032,3.6876
REGION1,PWRWNDB03,2033,3.6876
REGION1,PWRWNDB03,2034,3.6876
REGION1,PWRWNDB03,2035,3.6876
REGION1,PWRWNDB03,2036,3.6876
REGION1,PWRWNDB03,2037,3.6876
REGION1,PWRWNDB04,2020,4.7412
REGION1,PWRWNDB04,2021,4.7412
REGION1,PWRWNDB04,2022,4.7412
REGION1,PWRWNDB04,2023,4.7412
REGION1,PWRWNDB04,2024,4.7412
REGION1,PWRWNDB04,2025,4.7412
REGION1,PWRWNDB04,2026,4.7412
REGION1,PWRWNDB04,2027,4.7412
REGION1,PWRWNDB04,2028,4.7412
REGION1,PWRWNDB04,2029,4.7412
REGION1,PWRWNDB04,2030,4.7412
REGION1,PWRWNDB04,2031,4.7412
REGION1,PWRWNDB04,2032,4.7412
REGION1,PWRWNDB04,2033,4.7412
REGION1,PWRWNDB04,2034,4.7412
REGION1,PWRWNDB04,2035,4.7412
REGION1,PWRWNDB04,2036,4.7412
REGION1,PWRWNDB04,2037,4.7412
REGION1,PWRWNDB04,2038,4.7412
REGION1,PWRWNDB04,2039,4.7412
REGION1,PWRWNDB04,2040,4.7412
REGION1,PWRWNDB04,2041,4.7412
REGION1,PWRWNDB04,2042,4.7412
REGION1,PWRWNDB05,2020,0.7028
REGION1,PWRWNDB05,2021,0.7028
REGION1,PWRWNDB05,2022,0.7028
REGION1,PWRWNDB05,2023,0.7028
REGION1,PWRWNDB05,2024,0.7028
REGION1,PWRWNDB05,2025,0.7028
REGION1,PWRWNDB05,2026,0.7028
REGION1,PWRWNDB05,2027,0.7028
REGION1,PWRWNDB05,2028,0.7028
REGION1,PWRWNDB05,2029,0.7028
REGION1,PWRWNDB05,2030,0.7028
REGION1,PWRWNDB05,2031,0.7028
REGION1,PWRWNDB05,2032,0.7028
REGION1,PWRWNDB05,2033,0.7028
REGION1,PWRWNDB05,2034,0.7028
REGION1,PWRWNDB05,2035,0.7028
REGION1,PWRWNDB05,2036,0.7028
REGION1,PWRWNDB05,2037,0.7028
REGION1,PWRWNDB05,2038,0.7028
REGION1,PWRWNDB05,2039,0.7028
REGION1,PWRWNDB05,2040,0.7028
REGION1,PWRWNDB05,2041,0.7028
REGION1,PWRWNDB05,2042,0.7028
REGION1,PWRWNDB05,2043,0.7028
REGION1,PWRWNDB05,2044,0.7028
REGION1,PWRWNDB06,2020,3.514
REGION1,PWRWNDB06,2021,3.514
REGION1,PWRWNDB06,2022,3.514
REGION1,PWRWNDB06,2023,3.514
REGION1,PWRWNDB06,2024,3.514
REGION1,PWRWNDB06,2025,3.514
REGION1,PWRWNDB06,2026,3.514
REGION1,PWRWNDB06,2027,3.514
REGION1,PWRWNDB06,2028,3.514
REGION1,PWRWNDB06,2029,3.514
REGION1,PWRWNDB06,2030,3.514
REGION1,PWRWNDB06,2031,3.514
REGION1,PWRWNDB06,2032,3.514
REGION1,PWRWNDB06,2033,3.514
REGION1,PWRWNDB06,2034,3.514
REGION1,PWRWNDB06,2035,3.514
REGION1,PWRWNDB06,2036,3.514
REGION1,PWRWNDB06,2037,3.514
REGION1,PWRWNDB06,2038,3.514
REGION1,PWRWNDB07,2020,0.7028
REGION1,PWRWNDB07,2021,0.7028
REGION1,PWRWNDB07,2022,0.7028
REGION1,PWRWNDB07,2023,0.7028
REGION1,PWRWNDB07,2024,0.7028
REGION1,PWRWNDB07,2025,0.7028
REGION1,PWRWNDB07,2026,0.7028
REGION1,PWRWNDB07,2027,0.7028
REGION1,PWRWNDB07,2028,0.7028
REGION1,PWRWNDB07,2029,0.7028
REGION1,PWRWNDB07,2030,0.7028
REGION1,PWRWNDB07,2031,0.7028
REGION1,PWRWNDB07,2032,0.7028
REGION1,PWRWNDB07,2033,0.7028
REGION1,PWRWNDB07,2034,0.7028
REGION1,PWRWNDB07,2035,0.7028
REGION1,PWRWNDB07,2036,0.7028
REGION1,PWRWNDB07,2037,0.7028
REGION1,PWRWNDB07,2038,0.7028
REGION1,PWRWNDB07,2039,0.7028
REGION1,PWRWNDB07,2040,0.7028
REGION1,PWRWNDB07,2041,0.7028
REGION1,PWRWNDB07,2042,0.7028
REGION1,PWRWNDB08,2020,0.7028
REGION1,PWRWNDB08,2021,0.7028
REGION1,PWRWNDB08,2022,0.7028
REGION1,PWRWNDB08,2023,0.7028
REGION1,PWRWNDB08,2024,0.7028
REGION1,PWRWNDB08,2025,0.7028
REGION1,PWRWNDB08,2026,0.7028
REGION1,PWRWNDB08,2027,0.7028
REGION1,PWRWNDB08,2028,0.7028
REGION1,PWRWNDB08,2029,0.7028
REGION1,PWRWNDB08,2030,0.7028
REGION1,PWRWNDB08,2031,0.7028
REGION1,PWRWNDB08,2032,0.7028
REGION1,PWRWNDB08,2033,0.7028
REGION1,PWRWNDB08,2034,0.7028
REGION1,PWRWNDB08,2035,0.7028
REGION1,PWRWNDB08,2036,0.7028
REGION1,PWRWNDB08,2037,0.7028
REGION1,PWRWNDB08,2038,0.7028
REGION1,PWRWNDB08,2039,0.7028
REGION1,PWRWNDB08,2040,0.7028
REGION1,PWRWNDB08,2041,0.7028
REGION1,PWRWNDB08,2042,0.7028
REGION1,PWRWNDB09,2020,114.4995
REGION1,PWRWNDB09,2021,126.3116
REGION1,PWRWNDB09,2022,137.7618
REGION1,PWRWNDB09,2023,150.1662
REGION1,PWRWNDB09,2024,177.6541
REGION1,PWRWNDB09,2025,177.6541
REGION1,PWRWNDB09,2026,182.728
REGION1,PWRWNDB09,2027,182.728
REGION1,PWRWNDB09,2028,182.728
REGION1,PWRWNDB09,2029,182.728
REGION1,PWRWNDB09,2030,182.728
REGION1,PWRWNDB09,2031,182.728
REGION1,PWRWNDB09,2032,182.728
REGION1,PWRWNDB09,2033,182.728
REGION1,PWRWNDB09,2034,182.728
REGION1,PWRWNDB09,2035,182.728
REGION1,PWRWNDB09,2036,182.728
REGION1,PWRWNDB09,2037,182.728
REGION1,PWRWNDB09,2038,182.728
REGION1,PWRWNDB09,2039,182.728
REGION1,PWRWNDB09,2040,182.728
REGION1,PWRWNDB09,2041,182.728
REGION1,PWRWNDB09,2042,182.728
REGION1,PWRWNDB09,2043,182.728
REGION1,PWRWNDB09,2044,182.728
REGION1,PWRWNDB09,2045,182.728
REGION1,PWRWNDB09,2046,182.728
REGION1,PWRWNDB09,2047,182.728
REGION1,PWRWNDB09,2048,182.728
REGION1,PWRWNDB09,2049,182.728
REGION1,PWRWNDB09,2050,182.728
